,YAR002C-A,YBL039C,YBR126C,YBR154C,YDL100C,YDR063W,YDR174W,YER012W,YER025W,YGL011C,YGL048C,YGR083C,YGR086C,YGR087C,YGR155W,YHR018C,YHR128W,YHR179W,YIL109C,YIL155C,YJL001W,YJL066C,YJL088W,YLR314C,YLR438W,YMR012W,YMR202W,YMR229C,YNL016W,YNL138W,YNL216W,YNL287W,YNL312W,YNR016C,YOL086C,YOL097C,YOL151W,YOR042W,YOR198C,YOR276W
YHR135C,6.462575780469344,5.909976963029772,7.12520863584579,3.580057750781024,5.684580130490461,5.075662930288608,4.560244527084799,6.092381016479429,5.787961021062852,6.438289948377812,5.865037016401832,4.345528773566799,7.94561796452214,4.459766249339689,7.722428194810307,7.360664644618454,6.374080645522591,8.45405650275229,4.373725151506918,4.619806399906789,6.511142812521798,4.160643602733956,6.701271736813848,6.1411543987318575,3.822982005595837,4.810799423649073,5.424863466068474,4.7317245840789495,7.064876209891162,4.67941792337108,4.350886919990823,5.714643219262255,4.398513462300794,6.912653354636973,10.05477413621108,6.579509388727166,5.637445892520303,5.073325403943959,6.855120177547053,5.05657662315239
YIL035C,6.5685507458582855,5.2756154028775795,6.736585822871952,3.9925699705827564,5.8283571739121625,5.06120622417743,4.8035025144447046,5.97492001348749,5.248010356254793,6.651302616505178,5.5274390032493015,3.904407102601005,8.225668002985838,5.536885338485009,7.729046676043461,7.088442028052857,6.183014450192408,7.694074622331829,4.006270802612529,4.6419482285569735,6.6021518664504875,4.665195527528391,5.824838392261188,6.238461227115224,4.64265125011142,4.678791865004047,5.759763525622474,4.199465448234032,7.5831424601264334,5.11329062897602,4.540648694415485,5.4161064258645615,5.231037197143218,6.67655931021372,10.349990767582833,6.496860968876599,5.518361114871234,4.348508654212028,6.824579754834641,5.33079378020335
YIL042C,6.376564704349612,5.832437723634998,6.051749057531732,3.2910383273757025,5.594876581187523,4.841928103739639,4.589366176476758,7.023890330229339,6.265403756975139,6.384742868168693,5.766435454888775,4.263072010495172,7.769972549516038,5.840227134691764,7.714667308904951,7.299572198758504,6.435952967544259,8.426530145934708,4.4215135640364736,4.601258919677439,6.27668986111518,4.474759293774085,6.2614994243004825,6.144085695564259,3.664922995110644,4.675078289225144,5.6591605410381,4.574956328495774,7.005697557483168,4.7953657625385535,4.003579319173096,5.579084207528063,4.966599830209806,6.789474416191712,10.270540849485561,6.3423206615711925,5.877638935500768,4.772278267635909,6.609106654113786,4.8832635841123935
YIL095W,6.547539490712744,6.021638980644875,6.628748321091447,4.616582080855191,5.838811888689456,4.995567712306396,4.926122622412597,6.081939470140762,5.463289107255338,6.5095563206300175,5.7579724549655165,4.0197965134579405,7.803243527428154,5.554172608873883,7.816393546207102,7.371042802846247,6.454192961243977,7.698500221016504,3.961336285248677,4.459453599827529,6.506018832220996,4.349284044182728,6.224349430471832,6.278108559740058,3.759149349290341,4.966100225141738,6.000261692753317,5.077330131692981,7.2562890332793835,4.907435264683857,4.242758330000809,5.7432547771742515,5.057447093444432,6.959838486500665,10.408851055783343,6.517880371898005,5.684505071441742,4.260661120601997,7.0056290737874365,5.3086774626326605
YJL057C,6.430388444231486,5.757661927337936,6.869972141569983,4.0787899801090814,6.0624508810467805,5.074668558767256,4.913271604656686,5.609415783112082,5.93093444371458,6.3631102616914745,5.550583230176419,4.19958451919346,7.9859315958470045,5.580695906568471,8.027267756878897,6.928848845827676,5.9612224080065035,7.955192640349201,4.259778150368243,4.631624818257993,6.123933110777513,4.557873001663821,6.0399823115394735,6.347881434894264,3.7427165422195774,4.4850265700038126,5.5783313696635455,4.3601188661482615,7.717879271516155,5.6365594568531865,4.493701013306173,5.470959425919071,5.4314994621844415,6.560870466492674,10.052946618328074,6.310333557802945,5.756252472531455,4.6282111946894124,6.678929255290733,4.8872116840509605
YJL095W,6.372305120009682,5.571378997741146,7.414545135715658,3.873368478917268,4.847122957681397,4.785903813814802,4.857255818925285,5.83106200056585,5.944556799583775,6.13177721819495,5.47511184723773,3.8581616737046014,7.925263375042626,5.61960901451143,7.824046214321961,7.257391250368506,6.206878914024777,8.030154450980643,4.279604978923233,5.06507318458711,6.307573646063418,4.204561194401572,6.275012375094818,6.102435181992048,3.9490572963016923,5.0128075435727775,4.9653521383084405,4.664219896548539,7.435772953495959,4.6323631296292636,4.532922999537305,5.566008179605451,5.1414414884757536,7.3103818018971864,9.776863631527561,6.475544876705677,5.5247552362344985,5.061981534173288,6.89430628264863,4.743900923760191
YJL106W,6.698078643371337,5.555661984192806,6.358460512709699,4.49350174601911,5.979034896322172,4.975771386529799,4.576618772687252,5.99523396933769,5.416808985192675,6.570136142188346,5.949987148569004,4.269771574899696,8.137721189763319,5.498319419808547,8.024765387035593,7.224620334119455,6.494377330122541,8.216868021215019,4.291912503819167,4.591015101014269,6.348645508103273,4.045141754244331,6.677802743830839,6.052859682002479,3.9699905328592338,4.913611208697608,5.785665512790503,4.6068883503411415,7.480498731849459,5.2497690418191185,4.442350265939166,5.873765574044177,5.220933495387476,7.024457325346563,10.483239899165588,6.404515492859877,5.713203656467912,4.74324201437889,6.871648054320287,5.098057010095851
YJL128C,6.38606929150267,5.522292981073939,6.892018814990353,4.47445277740497,5.726868909232067,5.13896379750212,4.357049219346671,6.1435321168414285,5.808826075846179,6.272638864151032,5.76960624084584,4.273551625296978,7.845280003216353,5.068162416298431,7.9346910439183,7.615682257020782,6.250849405646349,8.19142796698048,4.74395407561131,4.865411298874445,6.306503348774134,4.267113639085494,6.712474855386188,6.103010012720635,4.352161779708581,5.0778689579414715,6.053737616117243,4.737694837534186,7.292085166333464,5.2034118747301745,4.4349389027309005,5.542783055761172,5.134187384185989,7.261082588277586,10.195706014580253,6.222266940528253,4.9186284535092435,4.758256197408697,6.829682862961081,4.760053826631782
YJL141C,6.596980335775973,5.682438476122472,7.363280305612112,4.760831795043021,5.664110503105812,5.220699813446621,4.62367402359141,5.897491226215617,6.551310021848638,6.474563974101862,5.909976017049411,4.212325639498646,8.019989748918196,4.533747982149993,7.270134214438182,7.100434050538566,6.446975085262178,8.204725947154829,4.8838909255190215,5.194906552659336,6.287407586105887,4.028506248520413,6.683952975027464,6.077041879854697,4.003286312358899,5.272239654074856,6.329255903880408,4.96354722973271,7.431753824777836,4.557663241304018,4.586505468322616,5.7732969533381535,5.075344907172059,7.950295215801723,10.237838375759617,6.240160675763301,5.517508544194998,5.078303664607186,6.734902675910009,5.15219637533672
YJL164C,6.399741645715729,5.645378614394975,6.347341607328997,3.7116314746618846,5.607001343531379,5.118673329418601,4.534601441356228,6.228028228445416,5.539023746312994,6.204722417267456,5.892216114832188,4.18231329448005,7.88297722361286,5.329377149717273,7.674708324826975,7.447205557220747,6.641524990303187,8.541727641110088,4.5614993536575374,4.475690323562366,6.363109722906178,4.080571756048818,6.3160047333011065,6.126183335019888,4.116095598070453,4.838454273618859,5.7791351121041385,4.826432488992066,7.271075763059143,4.882332000011865,4.006659653586579,5.715221865972143,4.771101365161584,7.044666972327043,10.043902913553527,6.399526948453171,5.946304686799109,4.7214858193579206,6.951622778422652,5.048709208188996
YJL165C,6.5113775495028605,5.126369317043187,7.092685664080948,3.897797839964413,5.923003851910338,5.2361715763042485,4.8204758638100165,6.07485580031845,5.072579622385135,6.478965759734418,5.657482710808277,3.5455666610171273,7.873316679338553,4.6025804151590615,8.162982195927126,7.215795960039393,6.331268315269293,7.924750318550558,3.8700044301441587,4.0805736660030005,6.7485909565333,4.366234813027163,6.024869728043026,6.06076191243889,4.4553515676075115,4.433648559235569,5.861563542804228,3.7813439290980098,7.310557268860163,4.974950843126874,4.657037496848012,5.281570310761209,5.1678689159396205,6.258228816931354,10.159404661597817,6.458722797955209,5.621451016348676,4.8691187233100965,7.01123705976606,5.1455728236104745
YJL187C,6.697925269597442,5.114856248314316,7.44960262609856,3.9587525753383934,6.091251155801736,5.1857206334307095,4.798703720154301,6.009364946808289,5.104947273493789,6.525483229653455,5.5419360516813265,3.6838784743521664,8.31622514316663,5.107907697976577,7.983394849716617,7.142395484549684,6.389336621756628,7.791630617720232,3.583974690124444,4.678107879596217,6.798044395662688,4.440459617580808,6.155831332366232,6.271554745467124,4.0829775406375175,4.989808891353966,5.360017530402622,4.101205254775834,7.368512688622482,4.95353705925706,3.8472657777818866,5.4350345037636805,5.241758610361795,6.550790330131558,10.210339402237356,6.529801858615722,5.404034102638315,4.91476329780679,6.441905989528896,4.786958837394319
YJR059W,6.53862371052452,5.40354989583663,6.942827666647718,3.952092618275624,5.621488885046357,4.751562866561044,4.734766416492684,6.043736553256031,5.024336315356433,6.3536075416888975,5.869198316385938,3.7992878216258164,8.041064258778798,5.201477806485585,8.04927743760028,6.983858065199343,6.712742379563911,8.422407257155031,4.083113425710535,4.140737660446692,6.5043545790116335,4.2001715981322345,6.710936090460867,5.955957580170499,3.1610983919152065,4.817401038283498,5.8577676908803165,4.233746048809314,7.251514116705493,5.15045940479391,4.637294417008049,5.826985655625322,5.225071135884825,6.705641153381166,10.346613263926843,6.577749681645083,5.7880411469210635,4.928516004889906,6.962527368877671,5.0332686727811335
YJR066W,6.494552387634952,5.5332067190975405,6.9022820583832525,4.139461773969246,5.628675397944523,5.273935392871207,4.679859299269311,5.954359524777481,5.265908163239967,6.446041017734501,5.815105300248293,3.7439390254305267,8.168253308961589,4.640256928572828,7.994584582031684,7.339222699107182,6.5472555763358375,7.974536852064999,3.9574124315233927,4.120175232387483,6.3925157913446995,3.9199370617178455,6.244588783513112,6.072186629140887,3.6781848201395126,4.935889167763497,6.0708302282298074,4.669039703811743,7.037272330955505,5.0477121354000145,4.572517893997283,5.898497208918786,5.060127789471783,6.957765241532552,10.260251065367973,6.510788780482684,5.40479687989006,4.7302316084015095,6.891124883675697,5.127704974603702
YKL025C,6.416362904753479,5.748487487601834,6.9280319482639765,3.8011621031105824,5.546584644707076,5.068333366118627,3.945058641704365,6.830585052943463,6.001548773655619,6.227033585810799,6.0155182627733215,4.166072598206188,7.7091586760772515,5.514194471821258,7.3662069975500115,7.45854091229077,6.6253581974218525,8.973806665196117,4.763662474814766,4.874204559867569,6.199296165919205,4.244735390290137,6.395469745802815,6.173274075091343,3.737305470973966,4.9728837259683045,5.41681413475126,5.033424336227147,7.180775959798724,4.598742984961636,3.06000954626362,5.746736796427442,4.76145421873938,7.281502154818088,10.235923043426272,6.330773458505287,5.868533077328376,4.6121548361297116,7.081746938593818,4.516938777809788
YKL101W,6.3870486114250875,5.4580264671654914,7.432442599237951,3.380767814672165,5.748301058894656,5.285984915958967,4.591563979813039,5.64025164133681,5.173216886304412,6.063331812195505,5.583627465253342,3.5405316145250696,7.980533610185827,5.5821724029207775,8.121059061469614,7.164660286589773,6.282388787194263,7.55476468944992,3.306635373703698,4.263428630269954,6.187811909032215,4.4589277397556994,6.019239032011278,6.3873501853357135,3.827099041793208,4.056083932937472,5.700760724731077,4.2932050662652905,7.3706724975480675,5.192062754547936,4.638701830164238,5.17645818763829,5.275651457940906,6.2125637007343055,10.081656547740359,6.3316237195064256,5.395189728419425,4.918710122762205,6.6097710967516585,5.035000006915369
YKL116C,6.793986592361857,5.2250006361534505,6.542804171783367,3.957319580934853,6.348341377630187,5.125256958300872,4.719246728868304,6.102024663694854,4.838796383498778,6.590036600894575,5.720373356632723,3.3756904583371856,8.340962949794406,5.011767741214012,7.944613780901908,7.013703211977528,6.5858399509483645,7.747019036704029,4.845199491220322,3.644910082916915,6.997110754409432,4.6230132144762095,6.387265183065081,6.2872120586139095,4.22946976082725,5.142287006533596,5.027208375008564,4.171460960586775,7.450511982174923,5.4073525870803225,4.4901989104246525,5.57973524911504,5.361214269361041,6.5241676198131895,10.255109976869084,6.450635870566133,5.2310467453146465,4.964781211865389,6.353113261714017,5.189713716168832
YKL126W,6.910207792092372,5.785505574169778,6.7233835698287425,4.474615132220434,6.3215597918279975,5.246182342233036,4.999141627229285,6.072875228635793,5.359980630073374,6.802440535354089,5.639216014452647,4.0140589371751565,8.477100946840775,5.776083879730551,7.963658142668737,6.969822270707656,6.002706143511998,6.9448092295193575,3.7910078847809854,4.65468160174956,7.055710083570848,4.397337328425795,5.693945167328787,6.545926948362912,4.250618018902811,5.249829269543556,4.988854572415524,4.7532865201950445,7.512343604206718,5.198185479465779,4.515652370041102,5.535495966027615,5.367865348929199,7.035034026383903,10.368625510251633,6.42790617953933,4.494921320134592,3.955028416075789,6.176284323014243,5.1791194076660005
YKL161C,6.709934288314487,5.6066908790964725,5.983958887798884,4.271715896960044,6.39962639730343,4.8415869326934935,4.757943099392828,6.103328651841233,5.30318312840159,6.587712294067901,5.619074955775373,3.811506426440872,8.059214417625151,4.894704638550075,8.112809631080951,6.947878902432,6.058397614244474,7.496939712614168,3.571274887596729,3.841873141257381,7.052998529029575,4.2097470650189965,6.202065834636311,6.388848089682085,4.074247087947931,5.12718916421806,5.2026178926006965,4.229087654966054,7.461766619742242,5.2292958735702015,4.388408796934576,5.461611309543982,4.7957857464026015,6.29592162373155,10.306598253094544,6.499980496776723,4.808680101714184,4.312461339431832,6.712532599659076,5.1686031273407504
YKL166C,6.672587271334344,5.54153015070692,6.643052232654876,4.207737845406701,6.144386807888218,4.909693809538188,4.708946155381917,5.897136086575136,4.824474664530938,6.551393896804572,5.728193359101661,3.3805799440094075,8.228453650144203,5.294973227726427,8.060469014331941,6.941759562300924,6.438698402998973,7.765746159316522,3.3202389290098413,3.93454065932836,6.7326514489640905,4.384265025793342,6.478189014998369,6.153693213803352,4.158422165304937,3.6585573110563727,4.851584831020241,4.4987821339581435,7.50671349912311,5.338770825505127,4.2872513996783885,5.5194571423307845,5.11905675795861,6.339403534529923,10.282600645212913,6.463966672155949,5.061963614272863,4.679139975278198,6.64513289843109,5.0272039007386695
YKL168C,6.642612706316719,5.4822978462427985,7.190387336767133,3.894099328980297,6.1652201361725805,4.894165239074298,4.663159299266467,5.817910662747995,5.244034814130587,6.585457216383584,5.5644278317301925,3.770023721186536,7.922460854842379,5.309610383878159,7.8345870264862585,7.0488297731375935,6.310948186766117,7.74874619640778,3.5675448623508865,4.62401941134572,6.662067832659696,4.22570173252183,6.4567469571248335,6.077480925936945,4.148988509518231,4.312473681592517,5.106900386679847,4.058395847110413,7.388174501651747,4.828187935261228,4.180139137318747,5.018999013472757,4.915827125557635,6.413144322155694,10.250996135377589,6.334720101230317,5.302359604802554,4.86586172465847,6.523837516656643,4.885632572480836
YKL171W,6.566663650943557,5.3828830283985205,7.062559309216847,3.352476176239525,6.035628573356953,5.019392665054609,4.693170985243643,5.867811838287162,5.131068248163758,6.198258567235809,5.582632577087878,3.9082506798298566,8.026700848547401,5.182237706155088,7.958419882971818,7.023582116518576,6.306001751603836,7.787510216503392,3.7819224206104174,4.445075478567632,6.6303264709747065,4.2786600732138425,6.304323636542829,6.201407345721233,3.9784191506265554,5.023868737841746,5.0780929559370325,4.2551198155253775,7.266038861739272,5.1474999102398575,4.213036136292786,5.4275239608653,4.88813290971579,6.350333550743804,10.126735018254351,6.556664985937173,5.43263172833182,5.0481038297995005,6.459705765074759,4.938887506669142
YKL198C,6.5370127489256245,5.065523169632488,6.944902463591343,4.049079680859327,5.811627570026759,5.4153850258352785,4.682452956004143,5.95611803731029,5.27645373265073,6.4292549743935075,5.874859472763107,3.62748724755423,8.232330369551207,5.173384505097118,7.742425518294816,7.205910515839457,6.297464301143163,7.94520544182638,3.7459649951593734,4.622356862134241,6.59548773263913,3.8648098680120464,6.252154119463526,6.085656639001237,4.294116709363864,4.121230767289851,5.794610777088003,3.5722153671099823,7.256449709384148,5.0861665350908485,4.4823082181559535,5.550128148472679,5.0817099780363115,6.545585350732583,10.212317817619994,6.384255900998051,5.527331668711397,4.4213549799389344,6.928377667299516,5.1695564283836655
YLL019C,6.373398341545005,4.983283917086653,6.787902049814639,2.53544932006083,5.1239729225925865,5.33513643522721,4.688415344617614,5.9237485484681605,5.977122551747295,6.470457678455492,5.52067172466743,4.197160214442056,8.234974539135019,5.276402606153916,7.6391047192664825,7.348090201761939,6.277128738167657,7.5589748976734015,4.498274598047669,4.895962085487718,7.327374058390077,4.2425544252307335,6.475209758611572,5.986099953637937,3.0886253357657125,5.160715408126603,5.7448675748204,4.905569564765192,7.459027793023669,4.414624755620698,4.102343317627219,5.250745548599948,4.901309713567285,7.609240047746208,10.334831245107226,6.2412014071583926,5.228914878366523,4.848089771826229,6.543719844909804,4.8976169396743705
YLR096W,6.591557631556128,5.568538362452864,6.7422230165611685,3.470991514669457,5.7940685218993355,5.031691756207082,4.878397118363984,6.16582804748866,5.405723308199828,6.252817836868353,5.830623107486369,4.1004761625081585,8.109632452581481,4.579056383980486,7.779928181753744,7.1328907159269805,6.310904077383202,8.189465179615022,4.179990672385899,4.877531011194106,6.447440804441812,4.453862373355935,6.6628323128026965,6.171066028892095,3.943086791535608,4.6560960779398455,5.862787060034393,4.597768804386671,7.221682916430929,5.3928655039068305,4.459057273439745,5.88275493288184,5.064044201024707,6.557418082897429,9.981557209680084,6.446402751613133,5.821010936409272,4.987112827294866,7.125452649453349,4.873919817039972
YLR113W,6.473414815966631,5.669270761917758,6.694984772339756,4.633918503085593,5.335263907294791,4.816008166867022,4.750969488009237,6.070346090860856,5.6834537692190485,6.356639181278979,6.053704061753683,4.4965684543824604,7.965938162730732,5.190021399018669,7.913028622367803,7.302025784669424,6.255160745865508,8.471560341807171,4.30039647880227,4.991161358342072,6.642870379428673,4.648015698679598,7.106970314620327,6.019831727963015,4.337047914688546,4.226894255716504,6.028817015411191,4.028583700965778,7.3258583080600035,5.430779870962498,4.517486700694802,5.75993593790307,4.9776340291190895,6.587621382329331,10.241988233858873,6.365471734595253,5.165824922722572,4.608473898164,6.693298696527157,4.972753330652414
YLR248W,6.4976506957843725,5.30327940127018,7.212640713736542,4.152780895163925,6.110486605865527,5.012790242085435,4.7094324175308016,6.045467107501942,5.077521496231368,6.389184911300955,5.613373770739694,3.7287457926823824,8.155518372072974,5.227514651002952,7.99856935697388,7.0871208326413235,6.366893982450472,7.8388446855122424,3.84585504952815,4.636797503446181,6.776736034585283,4.288033474249628,6.318496252844735,6.184632487142276,4.1597533622460094,4.390604155423137,5.428473458378466,4.038216366260511,7.218429116236982,4.847521862737912,4.042700276328594,5.591049010516421,4.982402030510653,6.29191187558374,10.149877803836453,6.192433966373879,5.652846064320673,4.78324002085083,6.6127541119739375,4.927525941543875
YLR362W,6.499623907680948,5.3328251409580085,7.302560035367527,3.9428547374295535,6.057437763727343,5.049332657018498,4.585127896199603,5.9751200398404825,5.067423269009766,6.392043956838673,5.4926597688191485,3.586780061871326,8.226943831881977,5.190017736985318,8.039323890134067,7.129932345087327,6.361654471979728,7.796285052588284,3.74608698142306,4.5394848659330975,6.830484335655526,4.2766762101572615,6.3368066232114275,6.187754783101624,4.45646361843977,4.3487244116678045,5.225775391275037,3.8877154740020017,7.248711444583651,4.7471351665686266,4.250189125987581,5.697136141954568,5.050062483810514,6.314463459477397,10.101778597024936,6.2421025222117725,5.5344456875931565,4.934062837936267,6.637172417559128,4.906910208701447
YMR104C,6.3606815001192745,5.493933162576803,6.644841282381999,3.8943737095002473,5.708076569301869,4.818518906862767,4.697373905742502,6.2950757651660485,5.5314647010496305,6.278123294634852,5.895721342928088,3.896344511917047,7.767412372915365,5.088498931300425,7.882108840708377,7.16619079372791,6.506165768737861,8.139172526814809,4.4195712293294624,4.406368800124652,6.580533833666906,3.7898300651578265,6.3868720299095445,6.058006913923701,4.0456811709526646,4.780746494482671,5.692184953483298,4.7257820494902445,7.219720726978338,4.684855063002676,4.460658848636466,5.563412992736744,4.1607088526810525,6.709351855593683,10.09927324315174,6.54035410136976,5.335514699262486,4.891173501526137,7.108858314162602,5.038795839565169
YMR139W,6.3924351265762125,5.9824436193754575,7.034471837943872,4.043632342656119,5.7683255065281935,5.073372315442754,4.669566517919852,6.302657816905258,6.362505823336004,6.293781091941048,5.462716123241992,4.224209135016745,7.661485592030666,5.525945683153021,7.441893632494081,6.815699933892456,6.166893128506644,7.989668016196967,4.810525050785264,4.6360879508490935,6.168295743445362,4.315979988817847,6.355081710727505,6.109229924587321,4.020361116414766,5.111797294195563,5.8548508490279065,5.002353701089363,7.535779429828051,4.536891638434435,4.476566857268328,5.153033957065782,5.248212026942088,7.63857132726628,10.187479123225868,6.285440890130472,5.538116158227068,4.92474418726562,6.480755550875897,5.187467503494596
YMR216C,6.396057126041696,5.858070230383111,6.345335135970969,3.7944132698849904,5.5419733582245945,5.170875252106897,4.573436734664687,6.11090648358558,5.542545520228906,6.21994015621483,6.00858345329369,4.230664394188463,7.851513358555009,5.54373677414574,7.803547900097137,7.395986528665936,6.5043482446604575,8.768924747150038,4.614415518161733,4.418312732373616,6.271632014021868,4.082961999507101,6.719260592394539,6.1291027616944405,4.258631884298383,4.997478306299701,5.934742922871437,5.037394554843214,7.0216611361593095,4.67881493421622,3.215731667782594,6.0303467412841245,5.036892016087531,7.422603382392457,10.196626326090534,6.511875760645959,5.770699940734043,4.8506059905694805,6.986932497883978,5.11033184648004
YMR291W,6.513729894873028,5.814205599199156,6.645904496912602,4.155798836800743,5.750529783806644,4.913471353302798,5.024974315487686,6.170367361594832,5.840242964388688,6.316561940065642,5.849338764407463,4.197955225025292,8.039895053303695,4.795142962192706,7.548150997204893,7.1825534132688444,6.293553509748594,8.170847318041613,4.5543812453581065,4.8446665755475085,6.4008230267791415,4.228587056048895,6.736140045555267,5.9626475471840825,4.1629437741678,5.042224222926486,5.852154923428586,4.9369260290908485,7.303532874321754,5.192813711677852,4.192717631559893,5.782995196081313,4.627451037972143,7.214636122057683,10.217183679505727,6.369260617261079,5.3507152092683405,4.912536754402963,6.957636755550027,4.858911436432725
YNL020C,6.391745621508048,5.767806689855707,6.498297798507362,4.232955480647658,5.729223902694553,5.117465081222628,4.420112907105604,6.111579939778291,5.931228476478549,6.318680682958647,6.041863143216996,4.0683070254529525,8.323508069345081,5.330422981712785,7.440862871867701,7.209771224405853,6.4194664071102725,8.042018952241174,4.6903692721734505,4.856417888326483,6.471464147222395,4.467978885858673,6.711242822399902,5.995630213968132,4.031917970632153,5.0228159380268105,5.5048958452441585,4.942452493631125,7.160923191131633,4.892593536627729,4.496677384744178,5.59515538939328,4.813838030987187,7.4187767379000675,10.267197211219633,6.4492725822318615,5.360432493185815,4.587941426886133,6.9197317142636505,5.056130514370362
YNL154C,6.57858725709859,4.9234526229578135,6.856765791547593,2.8690271238450697,6.2599388862926135,5.389519145633909,4.8475796318097775,6.116412486609043,4.924991506248986,6.3392721666705,5.3914577045897865,3.8153291428634857,8.552499056126585,4.846729792035888,8.338721363179065,7.129799729634807,6.94107806950113,8.524375299286348,3.9259461584241833,4.464359551732767,6.633808511588919,4.615418587434789,6.0773483577485345,6.4838224215749785,4.2692641630396535,4.339509757721574,5.855855507346098,4.528162167819929,7.123602737780201,5.113545024756967,4.658002679281493,5.50667575035095,5.250732243823871,6.289746751770193,10.283544444072673,6.578018887470898,5.914507227513463,5.333460317128613,7.267286532487764,5.036852721313768
YNL183C,6.569799537695168,5.2392618100615165,6.638122904386092,4.563811190748155,5.794882268000275,5.0761713250615355,4.720184279828461,6.123108840747247,5.692407683271176,6.55445288010728,5.879122398477801,4.086334335271427,8.182111190024319,6.072771095607308,7.974397541012187,7.565271820939044,6.150455865840721,7.717191764825173,4.183148581894146,4.882098627261247,6.673448090745397,4.787471963433054,6.569538253925948,6.149651839914935,3.806412686958714,4.8626708149514375,6.128433719321455,4.608761188232308,7.480710633091701,5.02395195782862,4.7096972916042565,5.716817928856517,5.155625279906497,7.550538591714957,10.488321962637727,6.372577385829574,5.428757384286392,4.386479326619382,6.962921812675027,5.153530732899496
YNL298W,6.4198291045428855,5.6809806788322375,6.551837594392188,3.86224759918937,5.698155526279322,4.969891737252064,4.399020604088191,6.1362627890062615,5.946789520375064,6.281489635479917,6.1153720741096675,4.361816873359633,7.976845595300574,4.9167869110181295,7.4293420924467135,7.455175222208803,6.707361590414001,8.58535726922589,4.5478367494055005,4.501034407099362,6.125350918411306,4.383838451028471,6.526596717016027,6.173387785093382,3.6598234318892895,5.0496228526928375,5.708939252530321,4.888386112099781,7.272466226090999,4.356667962122547,2.9345200671023846,6.032174808025923,4.604171565971007,7.577643819989995,10.164960980791557,6.247394187668062,5.7371906546261116,5.020367890969171,7.1341528872427045,4.586589544130674
YNL307C,6.420567578155521,5.230380491537461,6.651238736475768,3.2330519939918383,5.513703066248363,5.282250454125757,4.918989125136653,5.742378589668478,5.433650950515983,6.468904505508717,5.603543110123137,3.7561143643874018,7.911319942020433,5.471039121836707,8.01768171536479,7.5893440022816305,6.325441973096182,7.778286010745512,4.162884995015738,3.9293197413700014,6.2399696044872055,4.0433783567498205,6.612786883677439,6.1706236613919865,2.975752287603332,5.121848010771871,5.814102175229189,4.640080605308116,7.2113312303889145,5.174663922535912,4.378765279159149,5.967130453146153,5.070927327418349,7.2023753444422445,10.380798112106344,6.4192530271315125,5.6017337174345005,4.851911038611314,6.835806927502077,4.965465171286102
YNR031C,6.37504357617237,5.853866979549553,7.015370677178893,2.6353232032506977,6.031174066091661,5.2529893346002545,4.757841462633051,5.861945602594918,5.944110119735988,6.013690708864024,5.6944555191079775,3.7651426281575917,7.585478173594401,5.716802322874553,8.240855733840057,7.09117771481622,6.328011595352503,8.344454582361212,4.538673103331217,4.445780267010905,5.9621503559653295,4.406917198262518,5.70970509503283,6.326664271236727,3.674241726352288,4.54309919276813,5.889721102134402,4.770095302281544,7.6227562830680275,5.36584059168651,4.597199853578282,4.959113365105352,5.488930415161253,6.933628174911743,10.000717622534161,6.265736313756332,5.581580872682073,4.906296040729112,6.592824844669764,4.925633994463792
YNR047W,6.2925907111127675,5.899254190018471,7.245295475589002,3.6535732899679054,5.501352752283267,5.065312973093986,4.4843450878270765,5.865387075059855,6.245261230254531,6.355612277445697,5.6874782825230845,3.994822746772892,7.855015515822731,5.057230941136292,7.362686564501642,7.224211300113588,6.359024314179237,8.53495619187168,4.61258696454528,4.679136113565575,6.068750109539906,3.777483780402318,6.030015382523905,6.002978050221764,3.4632421011806622,5.223815922724407,5.827298282076442,5.057729372958788,7.210418389686726,4.108215079574938,4.642152383285663,5.521388295331998,5.1640131600428445,7.939119704940563,10.320422700125064,6.340591026757286,5.892678494722593,5.089934813123124,6.635436616687668,5.083166999289767
YOL016C,6.302497894794447,5.301681309286899,7.260109492420412,3.1486019544100747,5.786379598054543,5.0692911979633095,4.487181463516063,6.131317681174455,5.3536725356772425,6.374821185162146,5.849051405599443,3.9694596886488096,7.925668158269375,5.239236992342036,7.7730065018489505,6.9738604088363525,6.318960946021128,7.77696939847288,3.285812466374942,4.494503783488378,6.544813801817204,3.769147315717276,6.123197078126386,6.1214958808986655,4.194450390852877,4.337400484052221,5.7813782276586325,4.120798082262187,7.2679570204008925,5.1088933134237555,4.362950264830344,5.370219148115064,4.979269276927357,6.502134088540134,10.316415963671936,6.575414536259003,5.482574034541887,4.962317100062288,6.692542555379548,5.0600236369976965
YOL045W,6.630486312898044,5.2873237559734525,7.285838904292077,3.7774068419516422,6.195277487441473,4.849736433569652,4.8139938234469035,6.145461059310351,5.06496396993913,6.501377491485617,5.557504147112901,3.503853460679053,7.996338315660784,5.095647722244836,8.070724959903291,7.109369251809758,6.4247253675995175,7.833237677179282,4.324973571524522,4.126315308660888,6.669235652260785,4.326994581227839,6.490467414077807,6.243626152924588,4.210353178478237,4.543115250982567,5.623004817201232,3.901788732951763,7.411030958306368,4.946184379931504,3.821120141129122,5.549698295504247,5.115579328210376,6.378992592187122,10.377418135469195,6.416342814739896,5.242481286454953,4.885000141827427,6.5098139575681175,4.8848758629882205
