,YBL045C,YBR078W,YBR109C,YDL173W,YDL182W,YDR050C,YDR063W,YDR155C,YDR353W,YDR427W,YEL071W,YER043C,YER052C,YFR010W,YFR030W,YGL048C,YGL206C,YGR175C,YGR204W,YGR231C,YGR254W,YHR042W,YHR174W,YJL012C,YJL066C,YJL167W,YJL200C,YJL217W,YJR016C,YJR065C,YLR441C,YMR099C,YMR120C,YMR229C,YNL134C,YNL135C,YNL248C,YOL030W,YOR099W,YPL143W
YNL020C,7.127098806382282,7.548106716704128,4.2970198680778475,4.530134917303369,7.679930191575439,9.720843862278445,5.117465081222628,7.253770977026465,7.381906763708522,4.5614703333726885,8.138813408754652,8.913204129451207,6.74767848354457,3.9805728068848256,6.721830075383313,6.041863143216996,5.057939177511921,5.1137194922362985,8.081077496212055,5.886426966404017,9.794374129055583,6.304040020744558,10.429088754227225,5.032838160511144,4.467978885858673,5.653781181103642,7.497044399996411,5.64896462992509,8.004554507514538,5.744964910567638,7.489245279717082,5.858220808416682,8.129014815942812,4.942452493631125,6.221096111501813,8.845858995279787,3.804194302787753,5.398927211786778,5.776521479385357,5.5847535019674055
YNL154C,6.641336552788879,8.045056967020656,4.146916326423654,5.038646501585781,8.162347398983037,10.08131229817959,5.389519145633909,8.198730644405023,7.476048209712786,4.903789546042637,7.960903991087528,7.5362297789545,6.2269707965017655,4.316487364582244,5.764559681555031,5.3914577045897865,4.2867409122577405,5.338744828920603,7.409370246307772,5.496997640771344,9.80470207667702,6.335957762001956,11.04146031811274,4.895285830521129,4.615418587434789,5.837349785470501,7.189222097753768,5.888297130023897,7.531512644606247,5.724976764692409,7.30846286133775,5.2186452425375265,7.6754802470289185,4.528162167819929,5.954242057198416,8.948827756682142,4.6003145865518364,4.636903131596101,5.011536891773757,4.546719929196339
YNL183C,6.764434059949081,8.055430453448523,4.260709648603379,4.140409868609551,6.857993866988722,9.515064441437335,5.0761713250615355,7.695396491587063,7.163431153639152,4.645387946609065,7.609566398248637,8.781486378731229,6.56013925846292,4.427360091016318,6.493540584885443,5.879122398477801,4.9714887709806135,5.23634359161411,8.163214335502014,5.574899741787157,9.476069664225452,6.5127781355563625,10.63016410275781,5.7436304165129854,4.787471963433054,5.911091481905742,7.4494907404136645,5.605051291219299,7.735245462064143,6.3202096654802755,7.31429182673404,5.93095237712367,8.245016311615828,4.608761188232308,5.713552866422446,8.691844860311601,4.102841075560675,5.638030402122711,5.389114501301219,4.787724523854222
YNL298W,7.069115317615843,7.427844467774791,4.5362033464702485,4.021639611769203,7.528519845369082,9.665826692628828,4.969891737252064,7.539288655972083,7.366356327917683,5.139778022477278,8.078825217681981,8.858824025964644,6.77783784182356,2.7793170440137205,6.649802899210965,6.1153720741096675,4.756066876920737,4.418554316254098,8.14626517122558,5.967195676957176,9.637736017595174,6.2810999043580855,10.518977127983062,3.8002001534787873,4.383838451028471,5.774928798734865,7.39823719398821,6.176539538326329,8.098128950803186,5.576259459760953,7.548615145143462,5.974225251972044,8.236807420573902,4.888386112099781,6.301775923993957,8.881915329252825,3.4873483322962566,5.284939562292377,5.689331120063442,5.39630962370229
YNL307C,6.818479433369262,7.8647901557502164,3.881806459694957,4.55960386566449,7.7439881921185085,9.727150769132187,5.282250454125757,7.451744664940332,7.0723911174586345,5.114232203255849,8.080039228303274,8.333812972630744,6.796408415876456,4.286045625962785,6.1907335911744745,5.603543110123137,4.208081510862218,5.345787517446533,8.067463697552153,5.495684118283322,9.575495579007304,6.51322174210144,11.085022956497363,4.998642902589025,4.0433783567498205,5.936526806034781,7.426206123048736,5.310153564726113,8.018206493015892,6.051032468392714,7.613709546816125,5.740197381016668,8.269600665995087,4.640080605308116,4.820312935981125,8.488936144128889,3.4648995083901832,5.014423965637898,5.372181465501623,4.271237781075064
YNR031C,7.32053125194054,7.648010285361555,4.16115931886864,4.565307890289136,7.988968238687135,9.725572684761225,5.2529893346002545,7.805080364980552,6.777878604799534,4.7089942118597765,8.127565603558747,8.822634219148059,6.8451319671909605,4.610674794518497,6.003596062264347,5.6944555191079775,4.268996895444234,5.58727968425109,7.913678754200566,5.6161602137994455,9.60827033874859,5.9907390330370855,10.264213286439496,5.182386994262325,4.406917198262518,5.003128680486237,7.347141608122536,5.866293716348853,8.103790884997021,6.068329931695367,7.783058695669933,5.204469440890171,7.3600887080397905,4.770095302281544,5.450048414542012,8.718072930321743,4.699512880679069,5.094124401732191,5.511532229745018,4.629079649140773
YNR047W,7.266153910165395,7.73205385623953,4.021276598199618,4.596660112306892,7.936340461109934,9.711483813740928,5.065312973093986,7.737649405421981,7.1869444157042075,4.786947014590362,7.806327783525555,8.78474234474838,6.8137261625073755,3.621662535642183,6.304050940941438,5.6874782825230845,5.05621372102916,4.815794010731391,8.159105537264674,5.6682385402204565,9.758088734450473,6.4948817747123755,10.459009153296963,4.922276504562957,3.777483780402318,5.360926205224511,7.65679827600704,5.304504259018764,7.765621478479724,5.978178944517414,7.652129141547454,5.620762991833832,8.286991945359791,5.057729372958788,5.743369852230176,8.710218504946281,4.762505238562152,4.608790192410623,5.596520262076283,4.101407814581608
YOL016C,7.184705647164212,7.853338794069593,3.7790379273456858,4.783460712499297,7.660518241403164,9.874589863651703,5.0692911979633095,7.798378236833328,6.9951036170941245,4.4176172963255045,8.231846947479298,8.375103931465905,6.646313390726527,3.967630164350254,5.629084964110684,5.849051405599443,3.9246221380572335,5.394938921846008,7.690988695939069,5.201278945164786,9.68626763599434,6.2713758092346445,10.203644220505184,5.254693155052415,3.769147315717276,5.577369942898228,7.01293922137808,5.6453691321070085,7.827818775220928,6.0904176655855515,7.861452440973434,5.610250455381486,8.023440455733105,4.120798082262187,5.686842070532851,8.39852756739725,4.1184233681423885,4.489728151766668,5.327167065998708,5.001391467483689
YOL045W,7.2455466571028495,8.039825724110214,4.133670229225557,4.873698735778207,7.735667772663145,9.90847919118814,4.849736433569652,7.972038627253013,7.199102837895605,4.702544374717925,8.097151565686909,7.993238568719224,6.444733749633689,3.301737308465408,5.168411850762045,5.557504147112901,3.178468194096681,5.360379600702158,7.542636785727828,5.276486926491576,9.714115745371226,6.39110732471073,10.746226982745087,5.066771037300767,4.326994581227839,5.635412721341022,7.185969141510812,5.373428979584129,7.780895285308831,5.893527253868768,7.748053085674548,5.3419063954451715,7.98888359218135,3.901788732951763,5.8684451703861225,8.498940989209325,3.9791630860664737,4.519054704669746,5.123877982430041,4.875367534705905
YOL113W,7.175873336366741,7.778712348708825,3.666855878459679,4.566701830896983,7.557056671501827,9.816168643096852,5.039339391480332,7.721997799678912,7.13587293347981,4.510560466674543,8.191620551513388,8.389498602422481,6.730805379332629,4.43670642115103,5.942720926359768,5.862232645402488,4.181077727003047,5.475232862637366,7.611317631472438,5.4156691884693,9.64203263929248,6.2638374272748685,10.413335076893214,5.105700631709107,4.437784380753491,5.640571760379559,7.043001268483579,5.726076841336143,7.8348085392800355,6.080282295925941,7.949570080059977,5.689727356237794,8.007014559617645,3.9250886890694123,5.711387240811321,8.487513278727075,4.111566991040779,4.572227282311309,5.249124555223943,4.867000088968698
YOL128C,7.196164815055793,8.050757229592525,3.705792292319627,4.704003100382754,7.949916272642603,9.95617501569416,5.111500532593807,7.93718701277794,7.104926575670465,4.420224420596542,8.1345828456172,7.785271885580952,6.501880095934278,4.258523228869161,5.282170466936822,5.599675817464472,2.8336151675388845,5.2876168463106215,7.579757570904339,5.166924656371815,9.593417438522923,6.270038044761442,10.599141628318954,5.570162988937309,3.504531905878913,5.680219306407088,7.125756416703713,5.406918418946803,7.846385896513616,6.117769421697524,7.9990518440316025,5.2904958838107525,7.992448277199672,3.976054626725349,5.630332607224858,8.379393911269679,4.35221962508064,4.145124178699335,5.147909752316959,4.544922690233249
YOR061W,7.046318460001046,7.82545573290204,4.154420500786629,4.645579031592823,7.903360104234762,9.5958105342234,5.0683813049285815,7.336949554639777,7.273080263873783,4.8328833807006415,7.974271091476289,8.416472159341673,6.67012303698326,2.7563443084436168,6.599353776676568,5.598830335543584,5.008316498580541,5.606061509026611,8.134979066545169,5.632954776873103,9.939994376338174,6.1320606744716075,9.865551236359043,4.734461098225118,3.140621360206948,5.352351243377967,7.4976511603235005,5.940298094311041,7.928095369823092,5.714092997473202,7.622316702917428,5.6272414444906245,8.175742613287719,5.104233448891528,5.989120025490342,8.690955992379477,4.439392514050701,4.5968507071960145,5.580490460823648,5.3548553846609614
YOR231W,7.096431622255119,7.119953289952919,4.1285873363891685,5.049617587120921,7.805956707333668,8.87062261209567,5.154036431586151,7.8974565289284335,7.910465004112574,5.515467656550936,8.460609423921367,9.161145859587881,6.482003177727743,3.495417022298308,5.790688849166743,5.07785237382896,4.632551888954259,6.477010073488278,8.25544801008899,6.0495677615166725,9.218097973503669,6.412632800642863,11.172459473398797,4.461782466342077,5.022116708643497,5.543276788433835,7.605527177785093,6.220242263070168,7.519555361501591,6.154608196405055,7.489485279419767,6.349859821440308,8.599097622450351,4.577624078801046,5.556505114844287,9.247661434717264,4.296479214156778,5.868770959964832,5.153312387529766,4.418443420031547
YOR233W,6.927698484120357,7.4981713132766705,4.560641445104049,4.612256343306413,8.181246696484633,9.438649327284628,5.227069532863222,8.216262669522795,7.705769307065713,4.6586684120025526,8.063314294299808,8.249690752226359,6.368703834944482,3.5994455393119966,5.863020379196072,5.499572347123059,3.210889233308757,5.672345269511283,7.853906688956855,5.740749403855284,9.401189937969805,6.446106792035778,11.125835652475297,5.646496295331647,4.197898380156707,5.687090279123683,7.3279790644581055,5.948553126948358,7.726615301530285,6.133989164560268,7.1276667812714365,5.827232516193369,8.247705030317048,4.278644560292694,5.778744678100468,8.771579144124553,4.014517986696848,5.304342013971483,4.995860597690172,5.1347414916317335
YOR267C,7.181649008166715,7.831448391190404,4.0379206341566345,4.481654695389098,8.208523699741692,9.755025003422848,4.930199096463077,7.809769101317414,7.386235844550039,4.883275514996127,8.610613671048057,8.816894335912838,7.0086650969425675,3.135096519347435,6.340139699609073,6.006690211302496,4.656849632784679,5.694914788543185,8.129782250835104,5.7816564883868775,9.644624047887728,6.608866558189229,10.094527264753538,5.120085129914811,3.979875363095261,5.672686958220393,7.822649913717463,6.204017633087868,7.858156720769994,5.858991960689616,7.36628485672996,5.7373653409849465,8.26824542137067,4.857373503651775,5.737133353687963,8.944851032749693,4.330186251319079,4.863035993870851,5.674868749441591,4.847928896148896
YOR351C,7.017600387689247,8.596281088405732,4.371757978245159,5.1927832519613615,7.764648385658845,10.314354830520195,5.511232570400084,8.498961029125038,7.456324416990126,3.019280043280611,7.614486328536885,7.397875321066419,6.129808736515964,3.2658268343627945,5.3050875025521735,5.6136748235869876,3.674511084431643,5.066184800437343,6.874372938974463,5.239582816110191,10.338923312080569,6.297649580386062,10.756551966251813,4.7225475898876255,4.822835354577178,5.577396117842111,7.028143168857922,5.307373603165418,7.280146304480105,5.422091366547266,7.581395466183295,5.019229533811095,7.552214138870551,4.47215275695549,5.9821576877174385,9.14636398322466,4.114333194225628,4.382089177710399,4.9430046962472876,4.578201890077763
YPL026C,7.421148294108582,7.928083261411325,3.774982976834412,4.692132009471879,7.715831262368464,9.878842980577756,5.144165107076034,7.972112594502825,7.110096512843054,4.408191366207026,8.22075538487314,8.176467504664293,6.671074190148407,4.210988110111616,5.866497021284642,5.6128402147693786,3.766549642554149,5.399946047268667,7.358896981669339,5.178920266095458,9.635798951243585,6.057116668020559,10.461294346395613,5.080340595079539,4.22877032479496,5.658866276224879,7.0544553208168805,5.72118818131649,7.873520391141392,6.275037863795606,7.845433102023848,5.549122002177807,8.164114806010247,3.986009887611796,5.130822403114107,8.358754017987572,4.297440815392717,4.324411086234983,4.907357572267271,4.84309726008955
YPL042C,6.9367538754942535,7.1577235746462256,4.399441276799085,4.307243754389144,7.838745195674315,9.734351192190116,5.286679570693722,7.479286202239035,7.270838767554866,4.685954689888663,7.914699623847272,8.922545206835117,6.8961440785952615,3.6831107393315903,6.4362999955863724,5.886852101650492,5.176214169838966,4.612856930412962,7.77138692022192,5.448875405000012,10.292567821788557,6.2228140472979625,10.395504344379995,4.213854486139689,4.314654133064598,5.500223767588541,7.197163131131799,6.180178511378896,7.811273648462813,5.777955242761061,7.640575229191322,5.6769485537565165,8.059185489651217,4.833873703777823,5.814757892178982,8.950989584170323,3.818277511717958,4.858293222380653,5.575585039313679,5.418304632657057
YPL140C,6.9584800496084815,7.627434486390326,3.7329880397110484,4.520789544163514,7.781314573473669,9.643586840778383,4.9832946490833745,7.873687089414682,7.099434051900383,4.895153981216732,8.129680379900504,8.581131382786241,6.67295082099534,3.7808869606875497,6.410376288536675,5.784937529540953,4.567423558366952,5.9166970657179165,7.950912117798428,5.450565220767504,9.409851965534175,6.362538790384742,10.833574275985923,5.776431944051549,3.97577038410322,5.885094585109512,7.4674864507015135,5.331232308148506,7.9086150376044335,6.125320012435256,7.491868228536234,5.6814336166855295,8.394327986150898,4.808843532823318,5.196500343382508,8.544054061337208,4.143380844578628,4.9528186004698425,5.4018364713347236,4.424839517883321
YPL141C,6.540674301610236,7.434849218793173,4.1328008470457025,4.412161142023479,8.128377745250678,9.57289374353168,4.889850020790072,7.703762364020518,7.113396994928997,5.003739658311983,8.393221557297162,8.523245796545018,6.993928226437897,4.3583843464125565,6.1294415288208945,5.895651409671888,4.286949058745034,5.7914772172700975,7.865244392128668,5.331655292761783,9.15604133860026,6.38745789626482,10.70469346653718,6.068136156297225,3.679486275399285,5.996504991321912,7.38384830124297,5.751245715361731,7.794869452630232,5.870952668120062,7.7880552082082195,5.656110596130785,8.551428507525765,4.579681815787466,5.399996981939221,8.449928394058892,4.735053354406158,4.371412407081184,5.401130124251448,4.635474496244984
YPL150W,6.859732536610245,7.444912956216025,3.9893157331224627,4.31245446411898,8.164025747966623,9.664252727768641,5.138128450861289,7.664592971117702,7.258629738165633,5.00754942747087,8.271121923580091,8.453670748957045,6.943601877003499,4.013619569253004,6.436424439698008,5.583914822396864,4.175028010255268,5.170759459212449,8.136857211676539,5.555535434471806,9.28355873971856,6.3443937455111605,11.149480531939062,5.0736815476886905,3.8512117480620622,5.757463286516006,7.595068429490541,5.556076686100477,7.7239400016473985,5.998395003077454,7.609705485525877,5.397639229046123,8.48385619913517,4.91694844933569,5.0775426385378735,8.75401170071515,3.3109484837069507,5.00730867602205,5.587426066143924,4.4910235717454015
YPL203W,7.191413311462762,7.8345147919932545,4.113864339470204,4.768534446141683,7.9415746599676975,9.401745191778476,5.2923718258117995,7.626275408982452,7.036469398354613,5.09380640532788,7.991567210336827,8.627785523137126,6.695921670643858,3.8111831294873966,6.731252225855463,5.546860478741976,5.2403503642027705,6.148526937303963,8.173774517079194,5.773635836762662,9.602820268573362,6.253525227513058,10.171124879651464,4.853535177117774,4.2642274686776585,5.318384510349488,7.447900737130403,5.268003353487579,7.941744660130173,6.10460948766436,7.251745194619343,5.352756508960294,8.355485260181107,5.114358581829025,5.193529429584436,8.635516613542359,3.263648664916792,5.29159322297374,5.6735526939253855,4.6588261751290325
YPL236C,7.035470446995897,7.793773814798585,3.8647898528977382,4.751901215681653,7.740055652049862,9.797320402399095,4.776799150917749,7.704718729266974,7.149669056836167,4.334951934678837,8.193290445733364,8.662202833028879,6.682806277452147,3.6180176147941436,5.3995204965716574,5.508319424058578,3.9760976808776936,5.710075729964485,7.625846328981153,5.125827004218597,9.546279338599495,6.286745191413827,10.653520013590171,5.2887343032638165,4.284034998929221,5.699251066754937,7.0725354716094495,5.809108297914222,7.9068502352559875,6.015440303834152,7.716255490789534,5.765930579201506,8.299156748581678,3.8117790847322985,5.665938257260017,8.331925397118301,4.158188925645352,4.166979747346167,5.311936770257076,4.940601072703815
YPR106W,6.868751606877409,7.196094474327199,4.34573174113719,4.796876515030363,7.806546688758582,9.32802174526386,5.0439166921220835,8.06142540624776,7.738407530314209,4.341156627539061,8.147708739269238,8.638461562316799,6.501033308603256,2.7253564484925006,5.995545156125242,5.471210719393391,4.043526368745118,5.986357434091651,7.735046497458378,5.8587034433676575,9.469781348255124,6.340966039074745,11.054293778800668,5.158011484982034,4.46560185404599,5.437083742438975,7.2624207497142494,6.012990740079683,7.671906366551759,6.113107820755844,7.0409812844775495,5.868243756576892,8.288754905600996,4.332278469461575,5.988397856317443,8.926725657279539,3.721763725647589,5.433265930190225,5.336747653890121,4.997647457693359
YPR111W,7.366387493893055,7.814840425471063,4.117003434749245,4.601534648005033,7.5959512905263615,9.772706788781695,4.965825506845328,7.7366808607072475,7.224602823102616,4.798120151111236,7.944563122140252,8.352496410437599,6.435848389840246,3.9565456770638834,5.423036850243865,5.648841095463713,3.814649958228716,5.71184394438067,7.505022595572186,5.517151367910063,9.602018865383448,6.294974960197749,10.578449604265645,4.863177342577214,4.3306050027897705,5.726586522838504,6.957130417022952,5.517149908947368,7.651155324166093,6.0425257523808815,7.745031850817276,5.798682590158508,7.935119076795733,3.91329694614788,5.920214575013574,8.303708674368266,4.309789367037085,4.541864445593852,5.295205823154545,4.954911644547133
