,YBL045C,YBR078W,YBR109C,YDL173W,YDL182W,YDR050C,YDR063W,YDR155C,YDR353W,YDR427W,YEL071W,YER043C,YER052C,YFR010W,YFR030W,YGL048C,YGL206C,YGR175C,YGR204W,YGR231C,YGR254W,YHR042W,YHR174W,YJL012C,YJL066C,YJL167W,YJL200C,YJL217W,YJR016C,YJR065C,YLR441C,YMR099C,YMR120C,YMR229C,YNL134C,YNL135C,YNL248C,YOL030W,YOR099W,YPL143W
YGL180W,7.319672978105638,7.949025255812364,4.059132941170449,4.607588025625661,7.765425298378568,9.648007962983606,5.080111536293309,8.209717339506106,7.334719455465662,4.869672570300542,8.09913569390127,8.367599230569063,6.641145457217545,3.6859220532504304,5.952556854844247,5.461579459624626,3.841977233162868,5.107312342637681,7.793667548516983,5.553049655595778,9.696892898817804,6.08119319360852,10.525692710747574,4.743448120427717,3.8329145865414826,5.4253082603670455,7.440991871181699,5.797426339016028,7.908585416999491,6.3764846757697695,7.18879801935744,5.50557498215845,8.036527941575008,4.533480328024376,5.808652774347829,8.573842037943347,3.760915056693808,5.150228963567527,5.571431584710366,4.958313937081723
YGR040W,7.4377982028417495,7.914897805676078,3.982389657551757,4.611834956183463,7.7135260497337725,9.652471934279106,4.782757683194565,7.627234482172883,7.017650380887577,4.479150556627432,8.012462939596123,8.776545416536104,6.6609045893941525,5.206330287280118,6.311202036619522,5.52701566687221,4.633487374425838,5.502089458665897,7.836680264392713,5.4060073537968565,9.66045378039692,6.373711916069508,10.032940069540366,5.048621567105809,4.198387975515932,5.286389375194314,7.388871052561256,5.438105137965958,7.943561436199483,6.027696733845648,7.7572893199352,5.698665886912195,8.20599931354678,4.63116633752632,5.876718359204973,8.668456842275564,4.097596597043774,4.877911914316564,5.829204914447974,5.20691686907684
YGR052W,7.03947176780819,7.561161655678037,4.6413652927455535,4.700830329408691,7.985123580303267,9.422476971869537,5.301493058147911,8.189793175254087,7.692304696698075,4.660174401882263,8.04131214172276,8.418345906714977,6.390658215396668,3.8589188889012496,5.8714324599974415,5.593540898738984,3.648853080024029,5.877356364864219,7.777753499765824,5.785978158003746,9.369808274374698,6.453482095672465,11.00341388965363,5.399690156713663,4.237403968449311,5.7849877588228695,7.269053284617914,6.1683266850401655,7.690374648040027,6.271537002275768,7.070100511344827,5.987073238538344,8.235601855095013,4.312217016816153,5.8531049688603805,8.767257585296171,3.911917298605996,5.2260351653090495,5.240949584310526,5.092332691958719
YGR092W,7.306631250792904,8.020368603000405,4.1440745956073775,4.465790989111102,7.9931389496735825,9.58316083712258,5.149861218015478,7.910254098895487,7.368229494121393,4.896406591405979,7.8600539235954,8.613655019856566,6.768493050217548,3.923289250395048,6.39726892165074,5.9592441857384415,4.7219600826822425,4.948129404482688,7.982983211563164,5.881120678689048,9.75815181740226,6.7527550566685335,10.77752309719886,5.589374211293002,4.441662626282168,5.625895105992955,7.555758645340418,5.167468662819956,7.863331467878478,6.020072828254848,7.52895025088635,5.685849865101037,8.262016764094309,4.929131809940584,5.731351319187211,8.580427331717344,4.395862603881598,4.931969487490418,5.455685874642067,3.839269181669201
YGR188C,7.2696907221944835,7.922791388082341,4.142821137182192,4.761913805805788,7.90414405568938,9.734230433381347,4.934331908974633,7.779349624043664,7.129270109448919,5.100157980026523,8.019182984067793,8.589923420225206,6.730668487536058,3.1247435868161486,5.775047566034304,5.943618073363032,4.0673761212885,5.2854638031642365,7.710029661172099,5.752922625404987,9.530218764321443,6.617202009766253,10.501217823750581,4.987506610242656,4.119936966949717,5.647821103896452,7.401206369063709,5.424389577088935,7.9654185871947805,6.090384668743972,7.490945940056232,5.658904272439214,7.8990542685846945,4.684331418759876,6.098132782354324,8.586741307975133,3.911886410412004,4.150857253384949,5.409748559826458,4.8234499822209225
YHL007C,6.848475204717668,7.294999545259942,4.516261413253623,4.654776236479119,8.046088570431202,9.82187111196583,5.253012225944,7.091456555023866,7.296154443747537,5.161125623733379,8.753048001779609,8.632398966687754,6.982349704528901,3.4685283289243483,6.600706967048987,6.017741239189119,4.60876044120154,5.428822169144274,8.307601303270946,5.901135025284157,9.460919207950463,6.627719260038093,10.437309315045557,3.151005598959314,3.7042612017547705,5.739988583617259,7.790261196045773,5.584580288440083,8.156418273103062,5.336007006488745,7.514436935314628,5.613016400110903,8.419492966847349,5.23871246596059,6.247915625285941,8.935413513170099,3.7098276548599785,5.163627043975093,5.745876704498827,5.355449044348099
YHR030C,6.536787408450049,7.925024363702036,4.122852680595903,4.876790128410915,8.060145195828827,9.734383198703425,4.9257141545180945,7.787673160699682,7.606606126527188,4.181406680374306,8.716617850503027,8.727997505119227,7.146430648087554,5.729425098055402,6.162014194402188,6.201566189028284,3.6835060575304617,6.516039160002878,7.880453368548619,5.8714700401410385,9.899211793061903,6.725193282054918,10.750205523671804,5.204749541887958,4.3148186943331845,5.488770280399127,7.355982972034881,6.5915765314718175,7.951590042552558,6.2508550576102575,7.4441393707964,5.78557461137437,8.06044914515183,4.0313634906096265,6.3757614361865125,8.801576463542359,3.8613004227202175,5.0858126398283625,5.99228161912762,5.161681232078209
YHR079C,7.04325479805734,7.840639626545254,4.085092719347701,4.5585123533939305,7.836388984460275,9.422038120868619,4.8845802626311015,7.716343390916148,7.5857961977936466,4.63629639422383,8.143086270192995,8.719539818573281,6.5359505796861574,3.963811084353351,6.612201268689718,5.894675634371555,5.175944560500335,5.981312992737003,8.021562907150633,5.535864968171119,9.604874222458069,6.421724507453202,10.370505934903713,5.050165921336761,4.31487442358443,5.663774218718006,7.2954042895496976,5.708718447104199,7.8529138572842685,5.983784929867483,7.3336969800157235,5.887966011196767,8.156399887959811,4.958960590308874,6.288849221988253,8.815941761127563,3.6482704885024213,4.905253228227152,5.476970953584424,5.3198505087469234
YHR082C,6.670384981819859,7.178330888973043,4.646401225501103,4.369443145494714,7.972748286051908,9.704819884274428,4.684807872936618,7.373425650196578,7.366133597868347,5.220973538339667,8.580154316998192,8.794074802487442,6.845337308876651,3.3386552609466915,6.820645777807402,6.112549115411954,5.140061139638124,5.615691026181308,8.20682080873121,5.923123974065683,9.449308616661687,6.445060631826143,10.635379990272114,4.391540414969628,3.959944530369568,5.682030363744103,7.456266648438683,6.095461453524817,7.956391407004647,5.462847583617402,7.478993578751083,5.88911587262076,8.354587762483831,5.077033485539183,6.236778966084198,8.617129105198972,3.752910066266432,5.0894070915164855,5.7173770570235325,5.391234705160785
YHR135C,6.967875151255464,7.656583872012107,4.1737112893463495,4.767360772405037,8.124486055671866,9.767119252645044,5.075662930288608,7.2888724210062374,7.122108471897256,4.825136257085312,8.630794982431409,8.658071464491417,6.953550522219388,3.7503416456775187,6.1810737257500445,5.865037016401832,4.364610655935706,5.7828222045843924,7.921338111013403,5.629780224420391,9.58562338295774,6.339675743081702,10.086812102009604,5.211750766577574,4.160643602733956,5.477967654427903,7.330141495924008,5.782085263995258,8.088501470894093,5.9250099504744576,7.692929367800917,5.714565143836747,8.206411354186788,4.7317245840789495,6.0030552398200285,8.770898132562309,4.432697942735498,4.448478896905252,5.738657525302278,5.477714264924382
YIL035C,7.031878166726509,7.909499689629913,3.493011604935928,4.736941299191008,7.415924519697679,9.310751932018828,5.06120622417743,7.9009901854193245,7.363175741881378,4.283662532185279,8.088103393361548,8.656539606778582,6.47599217171503,4.1113155548410685,6.252311569345928,5.5274390032493015,4.379123900036662,5.645779346361644,7.623709087085216,5.484572849763143,9.463364197272986,6.344335923704229,10.356940859931832,5.1856488806420185,4.665195527528391,5.460473425997346,7.289057817935778,6.385042685563117,8.008542214866253,6.279069137895209,7.48300136932837,5.786619526995943,7.978694021317742,4.199465448234032,5.6955098086810985,8.846405590256039,4.004244441342482,5.3136466818958805,5.3151492517164085,5.006911809128953
YIL042C,6.849224469214837,7.337942419771077,4.422508069636701,4.425306550170614,7.9738857875653295,9.649914384897324,4.841928103739639,7.181236698161482,7.297938377657922,4.822354650653303,8.469689516224545,9.052786750786431,6.916180380316954,3.886795308214048,6.382020207964473,5.766435454888775,4.513205713267137,4.653933174900581,7.6851838704255675,5.6397797000836585,9.274548415654463,6.326718300514072,10.236413872686065,3.8097151161590936,4.474759293774085,5.588591097022006,7.416033157602662,5.958178247491957,7.981073650485213,5.673773393742282,7.405794832035098,5.6842192540709675,8.494919270503276,4.574956328495774,6.043884931849267,8.841491785601994,3.7953849123250096,5.150433746113229,5.6206822136693715,5.430003213260026
YIL095W,6.886668359720222,7.5876442666771515,3.914653075587064,4.279350011989643,7.764155762898327,9.460607161208893,4.995567712306396,7.91796594585675,7.4171520744551085,4.602037221349691,8.289631142868473,8.676045673308199,6.8643747893014195,4.33564782657937,6.132577445617037,5.7579724549655165,4.185013060911997,5.696011667975202,8.021921742228313,5.650657509501486,9.50018031926751,6.280253098955687,10.791741815308598,5.4718466483801445,4.349284044182728,5.789569997518184,7.494703251042499,5.9476710988351975,7.705261617267442,6.1957250095772896,7.579089550661259,5.791488911912483,8.312963514887668,5.077330131692981,5.655686263194939,8.716851232998849,4.408843491543031,5.025848642352745,5.185626234568729,4.9519130390688435
YJL057C,7.5168362422125,7.732023348903117,3.7072197723232434,4.302567712157311,7.9246408624106826,9.72302831587371,5.074668558767256,8.079821503354477,6.887974677549192,3.1477287628154333,7.9763672312348195,8.760659754007252,6.702326595276839,4.3365446103689855,6.066030001226666,5.550583230176419,4.030909443188321,5.725110513443199,7.737875891742528,5.433269047770729,9.723665347535425,6.020514761580486,10.55972316050857,4.9524586590646775,4.557873001663821,5.090624375655162,7.228310233903841,5.532818588667902,7.994710939347343,6.2521285647907066,7.666491707851107,5.470614862031192,7.518145064448795,4.3601188661482615,5.300483234326417,8.762794375540508,4.451004409003146,5.169536390963957,5.616699815533576,4.551742017229143
YJL095W,7.323344934018373,7.933736991905095,4.21378799989541,4.7366418062006055,7.563602175464651,9.53002063143126,4.785903813814802,7.68520790362087,7.054283306734858,4.473211784427457,7.981838275658574,8.803581702837306,6.765063125369921,3.4850246621261083,5.928590155143434,5.47511184723773,4.8237276174374335,5.461060713288691,7.826107814276277,5.587796108007778,9.6091632847563,6.378958038404508,10.284948083813996,4.937230740776465,4.204561194401572,5.274034621238899,7.5302436597335625,5.400977840936233,8.006073477481856,6.132844380088969,7.904606684708598,5.803370209241928,8.215577594782845,4.664219896548539,5.727224153117343,8.484932205806357,4.474061299797996,4.228924109484195,5.553252483985269,5.090974743184134
YJL106W,6.96492038038686,7.740241117956657,4.014349014774776,4.557472385625687,7.976071458715579,9.783049859499206,4.975771386529799,7.8637601483824975,7.439730335316738,4.8646660910173605,8.148264542853381,8.575778115897695,6.672005263335025,4.0311166614764105,6.256520555872887,5.949987148569004,4.4323686897299925,5.3510670330204135,7.99755953896554,5.4415490356215095,9.413995569554915,6.424230074725503,10.936948398943544,5.401973867382607,4.045141754244331,5.692050314096347,7.372607536001646,5.631352771412183,7.8481343393036225,6.051463618493633,7.35046455185334,5.6110477158600975,8.34720959576545,4.6068883503411415,5.749951237364986,8.655172571816129,4.3345312900284165,4.813523226064052,5.349768499954744,4.151178403246569
YJL128C,7.194134148016059,7.6919938526089915,4.1575123561630365,4.494146168994434,7.7537650704449135,9.47078175911193,5.13896379750212,7.449543481452844,7.118863057837603,4.8999724227518735,8.240381345915432,8.72329821142537,6.77311766695304,4.405144024525887,6.283945426269174,5.76960624084584,4.837867896855325,5.503078107857656,7.966234423924233,5.8133037054310215,9.5478336619718,6.289769516121383,10.342746254070665,5.175000597051348,4.267113639085494,5.675732743169151,7.237381114320141,5.982257190099657,7.979707374592298,6.117323074535188,7.5563088449717775,5.8239391905544915,7.999910195361581,4.737694837534186,5.8484975825717305,8.531290024364452,4.252620569467902,4.678124939066123,5.2708253796711,4.949543426718263
YJL141C,7.275821882737397,7.956318565767754,4.039717620046479,4.550676232537875,7.639536494654031,9.565974652169773,5.220699813446621,7.5615295731982,7.418099256521933,4.8035867378025685,7.610924546593251,8.89826194469698,6.438170554839273,3.6765534615711677,6.646482347018914,5.909976017049411,5.601447813137941,5.637772474472245,8.078828521158519,5.833903430834432,9.737726116326268,6.49168060122209,10.307643550215467,5.185983351084804,4.028506248520413,5.607649810478928,7.583102314819473,5.636512587336234,7.677980225280981,6.051474695356013,7.220775209414782,5.9056790021817065,8.185872997786111,4.96354722973271,5.69986369163083,8.733700107394503,4.129255935084982,5.341225396250618,5.676794532865388,4.196438838502713
YJL164C,6.988105394000431,7.393935325810577,4.397625892949264,4.48388139259239,7.968302316091509,9.608284286812657,5.118673329418601,7.506442876591866,7.388673280744842,4.901033749209197,8.30992436983457,8.670100180861848,6.7451819155164685,3.558842351998726,6.390339639960482,5.892216114832188,4.48926882631556,5.295068590338955,7.838969734827843,5.78308118904582,9.526250868893742,6.304623287373918,10.456286404670836,3.734615051563417,4.080571756048818,5.664960166189848,7.477715590014057,5.836205209521504,8.04023533530247,5.753727814771664,7.5361749350505365,5.787345438681951,8.186713014990339,4.826432488992066,5.955607083241771,8.744998171791812,4.1033113211652585,5.058229666377351,5.370632233121791,5.302497452170409
YJL165C,7.1551447889803805,8.105746230772278,3.76118680935517,4.88869940072493,7.93509204042248,9.883184091812325,5.2361715763042485,8.036377831548368,7.2244461562580184,4.659470578118617,8.224033971901989,7.885686771465593,6.484324034002519,4.433591016912452,5.510645348289852,5.657482710808277,3.4441913708460294,5.3504650187842415,7.473124143378991,5.288327373091715,9.73215052999707,6.284943366994322,10.740788175028053,5.372567727804902,4.366234813027163,5.759844949936638,7.1085717796721255,5.755162623495481,7.7639726845488655,6.1176313657979415,7.8890659549161954,5.4273592096499765,7.911774271141718,3.7813439290980098,5.458064335683331,8.453813414980925,4.399177937940392,4.6105934925764505,4.992417948556001,4.588402416852516
YJL187C,7.490108470925485,7.7986826262988975,4.137268445628979,4.6717961916537885,7.682342141989746,9.782142749322064,5.1857206334307095,7.9524350334406515,7.230267735042758,4.777726453309959,7.8586205754313125,8.165759363317107,6.359286873006033,3.015469269354635,5.095716789595606,5.5419360516813265,3.5685226057380133,5.469413857201637,7.497987328092803,5.39878436613571,9.790420389547991,6.473178365557241,10.537626880385599,5.24779233514159,4.440459617580808,5.973168791986909,7.321657860467559,5.413622589382854,7.692081776307107,6.1362114069549945,7.833382204052995,5.78133470451542,7.8668667261103975,4.101205254775834,5.7380643578184785,8.370053431652092,3.870532291512748,4.48282162381363,5.335656326038543,4.9307190089328286
YJR059W,7.115596028839848,7.923938552530822,4.16512666618359,4.758303979092114,7.7848337402054515,9.92935292804038,4.751562866561044,7.790764762826046,7.274565256398227,4.69969997693376,8.033298335290812,8.280565264282927,6.56059542364828,3.181863823816368,5.865024955863782,5.869198316385938,2.4600466939208063,5.145346162177117,7.829316892353902,5.305508622415345,9.89114811892806,6.542391627643025,10.7277855193706,5.277075982466691,4.2001715981322345,5.3665303247970435,7.335386833687687,5.475715863112155,7.833237780543512,6.005619559440392,7.725649501348277,5.565840409771432,8.124255531176274,4.233746048809314,5.982932937849264,8.552728745463254,4.4381595688678654,4.295284741431705,5.476181014337291,4.773633027192436
YJR066W,7.017910908735093,7.829246077175133,4.134054711509191,4.575182164801546,7.9844361514752125,9.634020258232159,5.273935392871207,7.911567362503778,7.1489732487112025,5.065132833259825,8.210562329566164,8.204430240969781,6.632200314289032,4.246031146277423,6.01194166402901,5.815105300248293,3.899972122757833,5.672550405200732,7.892455026073217,5.373634952540928,9.34530781518528,6.3876325729976235,10.856455841140605,5.814123174582539,3.9199370617178455,5.93149365305463,7.566954906797402,5.38587692874599,7.727386322215136,5.874539219448563,7.528396409765544,5.5744489422428645,8.255076980825226,4.669039703811743,5.522207407858423,8.66993474634938,4.100113548655373,4.771870545026527,5.2379848935807365,4.159060749260169
YKL025C,6.968558984112482,7.301455686822518,4.498939060882406,4.799955839807613,7.705300536098343,9.569116767779938,5.068333366118627,7.470026935296457,7.114308009632201,5.200570592895123,8.246225219623987,8.810492540497194,6.980462384042772,3.311022630359864,6.3061883535241,6.0155182627733215,4.396377456570636,5.166749602283676,8.230089579895147,5.9215905161992195,9.627380737019472,6.4959062061162065,10.217656521660484,3.5820509601299197,4.244735390290137,5.670337154792539,7.444358550859377,6.2879849332322895,8.030803908515654,5.4471159854142295,7.7776496281355465,5.615739917984945,8.2610044556603,5.033424336227147,6.034086188489202,8.771868076732927,3.8016711693874337,4.817850542166895,5.812871270280413,5.609852982904037
YKL101W,7.407741976591492,8.020471446754202,4.008273069327855,4.6829576914226605,7.995467474182051,9.414205154187085,5.285984915958967,8.213136619350662,6.8441486253189465,4.7486409806135566,8.152789961226889,8.258404406786571,6.678541426152897,4.310102146887628,5.65342536633576,5.583627465253342,3.6463898546648816,5.106357395174983,7.5977170605581215,5.661606283914231,9.631345508882806,5.983245987754806,10.603374366915032,4.95322291654716,4.4589277397556994,5.235351151319992,7.218986158291978,5.165454841220331,7.98920074380411,6.100038645977207,7.800844028991324,5.016432020346122,7.5980814376930175,4.2932050662652905,5.154640241734082,8.804561237897735,4.4509230241683815,5.049444759322449,5.684317386413372,4.147395382712577
YKL116C,7.015198914074923,7.609535052942919,4.277922796042417,4.697660099902172,7.804493464633367,9.84989469357356,5.125256958300872,8.1276672693467,7.424694108021277,4.680688543915308,8.023884018214263,8.132550320059329,6.480678884421928,3.635712605802844,5.809378570030475,5.720373356632723,3.4435730836562333,5.4957892553436745,7.394222429260436,5.484279427018644,9.54280129207381,6.1589309677235855,10.73454158012852,4.911444484712182,4.6230132144762095,5.799535692540947,7.0613823386115016,5.810326782062807,7.6230684458829545,5.91696049295023,7.255634572501359,5.8185805627194425,7.824256236777897,4.171460960586775,5.808307438772495,8.868322097301743,3.801709824283004,5.064632158236654,5.3377385193527855,5.027690296398747
YKL126W,7.2155793614363395,7.3982573109929515,4.374571700229909,4.568061114880631,7.783916894811145,9.216761969575133,5.246182342233036,8.170536582341057,7.740968501343287,4.354007172207973,7.996334406543933,8.763145761954911,6.391921316899773,2.6411716308674302,6.210218494210447,5.639216014452647,4.425996427103947,5.866328105869992,7.914938560218091,5.9160650302661,9.510391632612286,6.392614280307195,10.920245656866024,4.723205097260929,4.397337328425795,5.6390244617365965,7.398076401483069,5.890207375444579,7.77746961007754,6.187417405201554,7.150868597134829,6.156278954698725,8.262234220204585,4.7532865201950445,5.9762063432768,8.827512958422922,3.6114223069210976,5.369394131515086,5.359365934595322,5.092516660493417
YKL161C,6.739682631084218,7.498037150268811,4.405991467482289,4.6917935338373296,8.028303632893866,9.589122211255663,4.8415869326934935,8.128596102345972,7.532851611371182,4.552926155517693,8.113271809294424,8.35319435787426,6.458933610844268,2.806257283457829,5.919350617217788,5.619074955775373,3.254271572294861,5.455742282511702,7.800870340795426,5.469697576892773,9.307636278286436,6.275567516923754,10.98014091594275,5.412423741936254,4.2097470650189965,5.731942500515717,7.400698340391318,5.895099788987004,7.615439934194669,6.1071822779377465,7.009834722501756,5.747805208662381,8.271580924543406,4.229087654966054,5.565508902017246,8.654257247750182,3.823617415351426,5.043246089421464,5.103861623759423,4.9215599364531135
YKL166C,6.964158217561562,7.6078150781980325,4.1724995622210495,4.510745016126296,7.955298281238981,9.747632475603085,4.909693809538188,7.915596194063702,7.493210056317419,4.457801002846028,8.14084984310187,8.182053205664777,6.536465109821309,3.4920435835499437,5.956330845593484,5.728193359101661,2.893501087497799,5.546527939833499,7.798360105083468,5.51603164357473,9.568221820768713,6.3845280589708535,10.719162125093183,5.087782562391579,4.384265025793342,5.6642917353946105,7.31501715940712,5.480707250846523,7.740190139811586,5.853161523136952,7.065598627785312,5.760299554727718,8.085855534683569,4.4987821339581435,5.857394427936988,8.835627853552339,3.3946734107687813,5.072927691844368,5.420030978080421,4.924003545045123
YKL168C,7.0550583968558165,7.635478673637397,4.049303091259857,4.712762082499117,7.737229515868847,9.843574480300486,4.894165239074298,7.854353373048776,7.252517917228893,4.664658127264151,8.12903511571396,8.352142337721313,6.630273728792116,3.3833676746668218,5.380397976201266,5.5644278317301925,3.736567298515257,5.3204516049019865,7.624729972383442,5.183186816156081,9.60808655266265,6.281290836506374,10.55965040096255,4.9254718979915415,4.22570173252183,5.688965225453509,7.12597238809175,5.7835400474602165,7.798368715075853,6.062782015026237,7.953504033792459,5.736126325231183,7.9836441689225905,4.058395847110413,5.768702279752836,8.390264168817296,4.166071838008129,4.412549631907466,5.2153725389846395,4.916631295314624
YKL171W,7.230028773132707,7.841819694782628,4.2446393343458775,4.812022074642527,7.719229796914218,9.79763094799962,5.019392665054609,7.972449992845143,7.223375371631397,4.319690619224977,8.036799896371235,8.210358140612396,6.563691914070677,3.260901543411977,4.981269082139964,5.582632577087878,3.693059867087058,5.401107353098348,7.473540641295682,5.288183116672375,9.685414197499538,6.261489677525848,10.564873779315015,5.0331219051140215,4.2786600732138425,5.876305799555548,7.0354234368329776,5.531371079287497,7.676954388864671,5.995853716886373,7.832446220585841,5.637468396590017,7.929855620845807,4.2551198155253775,5.7432257460385685,8.369472002454058,4.284932879106884,4.311602166617032,5.171246727738254,4.9996066894596245
YKL198C,7.332506701616688,8.080466743519953,3.8549884199811064,4.671827908153339,7.543634608709414,9.839430821054009,5.4153850258352785,7.772688922561341,7.1852702826969805,4.501205618720455,7.983422803203527,8.175473064455858,6.555382627501142,4.136971963762655,5.924503990500268,5.874859472763107,3.988496028153473,5.252280546726249,7.609534039064988,5.483815358981119,9.693013050210915,6.289069407221452,10.474032313028426,5.282721987779611,3.8648098680120464,5.65079100969494,7.14844411725162,5.635658891903082,7.764547953354531,6.128589533789568,7.795396897568061,5.663449696834973,7.76187267958022,3.5722153671099823,5.8046474103524535,8.541194204343583,4.202034913593005,4.801226702867572,5.430851128614494,4.899031526803047
YLL019C,7.202237235387553,7.544298378334707,4.155204594845502,4.607732377241206,7.9233877195892415,9.506928130719707,5.33513643522721,7.713637734050481,7.152787103444176,5.1798704762830665,7.884366726304981,8.623866503970179,6.548286246274523,4.057066273377582,6.552317412777916,5.52067172466743,5.009303220187746,5.3403012232171285,7.952213914351606,5.708266689609528,9.461640309482284,6.247272514556185,10.872382093969195,4.3575097452987785,4.2425544252307335,5.591440627288381,7.486027657317765,5.3183303614273205,7.727262154207226,6.057121253287367,7.3193121129533925,5.634686386539342,8.368650172513048,4.905569564765192,5.151194902683309,8.712919031980269,3.1131620625498737,5.210031622243713,5.526609123168473,4.586746359391379
YLR096W,7.192359198354822,7.766626217003872,4.015553204166583,4.657273100183155,7.8882963160684945,9.603513700143964,5.031691756207082,7.822303579747491,7.083831961854732,4.744684591375237,8.40725929229783,8.509949966715832,6.7493386506703485,3.9238349621622737,6.240212603735535,5.830623107486369,3.930890328662576,6.268527472922258,7.869119062738752,5.566325754187975,9.711290027763782,6.474014819398928,10.50297364434333,4.971165382099327,4.453862373355935,5.590867629576093,7.331936419142164,5.8079153062931725,7.766471255921927,5.963359226509067,7.53920045114408,5.790412361120678,7.993237235928754,4.597768804386671,6.053962847973577,8.841201995634282,4.195434187765425,5.011055404991397,5.585834901826616,5.15709305122896
YLR113W,7.027773672770293,7.928259667624571,4.084311222995675,4.65158055300421,7.6790040039806975,9.469467037714322,4.816008166867022,7.655628717016017,7.2256500931098175,4.595260765096347,8.25482369083797,8.756505102081674,6.762424505780232,5.826726769382839,6.490905082459323,6.053704061753683,4.477894004194581,6.091389404966764,7.769637958378023,5.667627071893482,9.29166587276272,6.43231293790422,10.593958006642797,5.271755181340043,4.648015698679598,5.787245379235494,7.237292150864468,5.8448385659629825,7.996263601569886,6.241786984342007,7.370267797860073,5.85660675487136,8.088374192588258,4.028583700965778,6.188890790029976,8.468060599483415,4.108942284078713,4.671722116404456,5.5685544769134685,5.076751947167693
YLR248W,7.208999841531237,7.692120820283246,4.254890812559681,4.6103015501023785,7.737339688685428,9.76975318434878,5.012790242085435,7.911754740382129,7.256605337456068,4.732019652095024,8.029389886440036,8.162735255514765,6.483638103443706,3.7105823099399737,5.379276812481117,5.613373770739694,3.415303746417495,5.381648492553348,7.541363359859178,5.4005866704992025,9.564759607197184,6.365653676975782,10.69497635657588,4.915327202989946,4.288033474249628,5.945483369037949,6.941469385520944,5.537601943553402,7.651722909351022,6.104478156574742,7.855296133656857,5.673878649862398,7.9722282961778195,4.038216366260511,5.9108013012129925,8.280319550211813,4.152033458999998,4.361122383355903,5.200657933885855,4.846382636597387
YLR362W,7.1712693305402055,7.824027805272213,4.209576563517404,4.78198456198584,7.8085369279866015,9.754589955221617,5.049332657018498,7.953348522196182,7.198546263865688,4.84713912803008,8.063593212385074,8.094670998458376,6.523808054185362,3.494671195604366,5.233969427134171,5.4926597688191485,3.64201813680215,5.543061969993851,7.623061420411662,5.462526454755672,9.731763134558856,6.3720159695821765,10.675818936662784,5.1895170638498485,4.2766762101572615,6.00251585040429,6.990399014722723,5.5791156519351,7.738812311250343,5.890485605026831,7.904704304306079,5.571045784359233,8.017349685097706,3.8877154740020017,5.872971563843875,8.364974861932701,4.43276391346352,4.417416111083134,5.2549491646044,4.8442294356080815
YMR104C,7.05723244642037,7.664601587703185,4.162235303837937,4.552615759997241,7.6420389706305505,9.779457508277527,4.818518906862767,7.365835351391751,7.225077178143978,4.663816360683428,8.296698695457621,8.281874355390025,6.711080207348942,3.8969791270570284,6.016665612848206,5.895721342928088,4.013436238322254,5.4158519057894585,7.7468258450252225,5.317713292268729,9.66686192901115,6.290137206756848,10.543855901845804,5.651900013255322,3.7898300651578265,5.483858463848662,7.3094134600762475,5.542017816525542,7.8530216049088155,5.8228811464573225,7.730194453801852,5.513719108668943,8.158411401137219,4.7257820494902445,5.884374811964058,8.550751949051572,4.510653074968887,4.745606269559955,5.1944616536099035,5.053163411283365
YMR139W,7.145627102667599,7.592009215210103,4.306919873433163,4.5812768454614945,7.678554127376494,9.792007265329863,5.073372315442754,7.563233495434923,7.012283301062943,4.517510888913291,7.967399611069037,9.010554524585364,6.630532081958269,3.046715108119706,6.408837584688176,5.462716123241992,5.354624256581387,4.916366547844351,8.062797174479034,5.714943233790794,9.63554500773501,6.036022169539112,10.66277438525848,5.3146892965004815,4.315979988817847,5.1461393060729215,7.323891266032548,5.400912820485698,7.842573038166036,5.8621265115965135,7.515132080831827,5.651097768893968,7.822108123938565,5.002353701089363,5.334018830492512,8.65273347945605,4.347461974061732,5.500692245848507,5.594829845003724,4.38014610331421
YMR216C,7.077195566183553,7.6530417438622464,4.335059887411271,4.0647895630705735,7.8027066498253586,9.752005835216103,5.170875252106897,7.362567043534595,7.516492883198539,4.718320102009181,8.664438126792069,8.706066814780659,6.97285257356753,3.586330820447661,6.439904165722584,6.00858345329369,4.702983937383313,4.5232172810709335,7.8788443753029,5.613321991919133,9.523968353304575,6.532383570391471,10.577400289563695,4.411037342596822,4.082961999507101,5.770998176757628,7.570649019277277,5.946177894387381,8.145334936776397,5.5413416809127805,7.373729876693043,5.6723924473593605,8.046716905310966,5.037394554843214,6.271506117829143,8.90514020698975,4.357661550926527,5.187106914564321,5.575447916593329,5.105025663966552
YMR291W,6.914339914604657,7.657374994863707,3.9545609437606566,4.585810098950555,7.747178852127131,9.608694516274657,4.913471353302798,7.533516292950784,7.270159616771383,4.692841528825352,8.30247549277822,8.708106605975683,6.775203086830202,3.8801200594331737,6.5425963400449145,5.849338764407463,4.8371079940522295,5.940221929893968,7.914488879742117,5.468181422401817,9.604507663808857,6.461836439055062,10.421640904229411,4.591341332993856,4.228587056048895,5.530450327675449,7.434997432098464,5.8177683977778925,7.827437638333968,5.657057030823452,7.33074762929354,5.690151411109222,8.179251880008275,4.9369260290908485,6.152670386578205,8.835167257547072,4.085754382911877,5.121952728991307,5.5159200922348415,5.208020139769928
