,YAL035W,YAR002C-A,YCL028W,YCL030C,YDL040C,YDL198C,YDR098C,YDR174W,YDR341C,YDR510W,YER042W,YFL039C,YGL011C,YGL062W,YGR061C,YGR148C,YGR240C,YGR285C,YHR027C,YHR068W,YHR183W,YIL075C,YJL060W,YJL130C,YJR007W,YJR016C,YJR125C,YKL210W,YLR027C,YLR061W,YLR257W,YLR259C,YLR303W,YLR314C,YMR229C,YNL069C,YOR204W,YOR285W,YOR298C-A,YPL160W
YIL035C,4.1917914645127645,6.5685507458582855,4.806809302951356,7.098167850934391,3.6082722724143887,5.411141170840655,5.026736308904483,4.8035025144447046,7.318949597649688,5.513106344333172,5.496343932098501,9.468749386580484,6.651302616505178,5.607457494307648,6.930198125592883,6.58402740504164,7.248599113972357,6.587852704392186,5.965710176138914,6.473480421106776,8.329618216466132,5.355278302155798,6.017351592256535,7.226926131232183,4.561119316850415,8.008542214866253,5.461203245108348,6.694835773380781,6.888035311497366,6.384892716646128,4.748266633784131,8.225998669559212,6.852563729730492,6.238461227115224,4.199465448234032,7.774828006745283,6.561215618219987,6.228533808511639,6.330692514051652,6.837055087733018
YIL042C,4.8746097264634365,6.376564704349612,4.6041418686559945,7.287664513339004,3.622481243772985,6.1095835747671385,5.324481058405508,4.589366176476758,7.519275618446517,5.534772894724233,5.499476802709778,9.06006241877864,6.384742868168693,5.778588274821165,6.849541349579867,5.962021011832447,7.278327264978262,6.499182312703445,5.886774451766702,6.523256731286068,8.553387315584972,5.2535575077979,6.724614524886468,7.358099169802432,5.157007848002484,7.981073650485213,5.5801387254219295,6.961116175498493,7.204149273719411,6.721813083095074,4.075551583657014,8.154755750798781,6.8255865742923065,6.144085695564259,4.574956328495774,7.5159055232898435,6.484396398846487,5.368585994398961,6.388569026336445,6.8095411331331706
YIL095W,4.507146459924039,6.547539490712744,4.8046089686161695,7.326388234369472,3.8184968111944775,5.655697213549392,5.1091768654062095,4.926122622412597,7.635245252776198,5.446852194135783,5.85362323559838,9.137348927402764,6.5095563206300175,5.7288832884216605,7.324705178488733,6.288319438724807,7.21473244885998,6.7778791864106935,5.855331506253807,6.475219180828164,8.369162957653835,5.303200953285045,6.376143896964643,7.3191398693443634,5.249797321412214,7.705261617267442,5.537200740343269,6.940902907701778,7.089542591651496,6.6709596062019765,4.50075344581913,8.373252775065104,7.016510601263733,6.278108559740058,5.077330131692981,8.110551793462392,6.553238438514548,6.363775901508124,6.420590169835597,6.936832285719812
YJL057C,4.979908169853903,6.430388444231486,4.458266887824045,7.430094514595199,3.800930965605456,5.923895770197568,4.961739479153995,4.913271604656686,7.327637476127522,5.4151526253874085,5.617269091770128,9.477220185105123,6.3631102616914745,5.6483315878178395,6.812455945992798,6.108646338979543,7.27793244927217,6.219473412663794,5.8632008429519775,6.418806023714678,8.445803804713893,5.4735059993308814,6.909354704230258,7.395061891153599,4.884940273955557,7.994710939347343,5.306994488940012,6.925892878351232,6.887823123286037,6.425923537215753,4.94009356921274,8.204064354855339,6.892091870999535,6.347881434894264,4.3601188661482615,8.357111612218343,6.833491001803341,5.114165453222297,6.312917428281434,6.973945062500446
YJL095W,5.534247030590834,6.372305120009682,4.418447186102506,7.400663759142293,4.4245380893906985,5.863164222297906,5.329141844605032,4.857255818925285,7.6489856535900405,5.523738020636069,5.796768189091124,8.897521735936374,6.13177721819495,5.8048104318087015,7.246315706288063,6.3287552051979805,7.6891758347421435,6.3559430302177855,6.2023442335425765,6.673461309452404,8.504091438569862,5.707554699862928,6.963579601436419,7.948663477581498,5.828950369105326,8.006073477481856,5.621188522067274,7.391011977047161,7.152205244290874,6.2014264327254605,4.832641734496226,7.964155789766778,7.054578897980227,6.102435181992048,4.664219896548539,8.148280053441036,6.562852634524796,5.9649049556539575,6.142304608777372,7.183217586839397
YJL106W,4.631259028293939,6.698078643371337,4.142922866417238,7.394356076286644,3.7226543517542794,5.490008879488358,5.022204402963621,4.576618772687252,7.452704666591258,5.586662537251824,5.948469435757378,9.043398200295016,6.570136142188346,5.699623286118497,7.371183113273177,6.430626172737695,7.3725665377853655,6.437167562834728,6.036368645611224,6.582815625635186,8.389646956239421,5.582419135885509,6.3227945896927364,7.346786551667236,5.445692627403853,7.8481343393036225,5.701465796665273,6.985964133123352,7.232551069820487,6.086164939436264,4.522690498475611,8.174579524328008,6.886343236977857,6.052859682002479,4.6068883503411415,8.018976151719322,6.47315925728601,6.524115983177122,6.16823128883705,6.9166681851116705
YJL128C,5.4224082777462685,6.38606929150267,4.225442777947092,7.622694640093309,4.213845732162056,6.140126524775227,5.167773999402295,4.357049219346671,7.583918103205344,5.5191159727304,5.430602771120824,9.01319219280123,6.272638864151032,6.127626930606858,7.1760416131151565,6.091620010034659,7.4657557572674,6.3718635941680715,5.99216200431519,6.509000290952049,8.441436497211761,5.647894915998024,6.622983149264574,7.824175645191604,5.679761975497513,7.979707374592298,5.450623293921548,7.032569009319196,7.130001463647707,6.105882165756826,4.7591961090440655,8.197472063600534,6.450095231696063,6.103010012720635,4.737694837534186,8.280851255567837,6.474399439651008,6.31814741919354,5.953414763209563,7.060737660396932
YJL141C,6.213857898158354,6.596980335775973,3.739934493549952,7.413195353298215,4.41485803155084,5.6251707511295415,4.911154690010767,4.62367402359141,7.46852129550717,5.947015567044523,5.316049866887882,8.599541435204685,6.474563974101862,5.951439130792098,7.4710473683445775,5.920073560142225,7.668343702591704,6.3039946051580085,6.104298956744309,6.5473405856485405,8.366975781420496,6.034821839790316,6.828291644150304,8.364956001608128,5.683888993891395,7.677980225280981,5.5319131460096385,7.4391749724791065,7.231872592606357,5.9269570277296255,4.7755720774646715,8.150078612323549,6.927396999542823,6.077041879854697,4.96354722973271,8.596808401701635,6.417369185768258,5.972600676687387,5.5690625828250075,7.0712124530397125
YJL164C,4.893821627038178,6.399741645715729,4.182762482264558,7.288729912685508,4.079404981740222,5.971806852215017,5.147967254723153,4.534601441356228,7.450165173206782,5.7250495990785835,5.539225089779219,8.932822544078167,6.204722417267456,5.967493800182537,7.2087178036840145,6.28008296147415,7.429958772178677,6.497784189829536,5.95714538988567,6.6998178344476305,8.537704058965739,5.461446132184565,6.0923081434208575,7.605330606200769,5.1244215364093035,8.04023533530247,5.661611584810247,6.8639555181706475,7.201457044304317,6.7730097790539885,4.338123273496096,8.111360632170689,6.785227342640173,6.126183335019888,4.826432488992066,8.083139074095408,6.417803828612291,5.75947593738401,6.393731856723898,7.0278473486489474
YJL165C,3.9691619168057377,6.5113775495028605,4.207751261839418,6.908704155313747,3.522897326189888,5.904047811019225,4.940188588209256,4.8204758638100165,7.337415666679022,5.6111164577494925,6.17267759358084,8.982457608161472,6.478965759734418,5.531686010087272,6.822241113364939,6.634075320793032,6.981645535690545,6.70390391683544,5.963013549159782,6.629923469239207,8.499320018427511,5.390964202425705,5.591299532058362,6.307187318791722,5.48127907648555,7.7639726845488655,5.757970774876245,6.410584491842594,7.186438397235769,6.528870019468679,4.665317823974097,8.288307825718388,6.653140637231183,6.06076191243889,3.7813439290980098,8.149775642557467,6.480112900426109,6.368874280329993,6.477094072868241,6.6918305218932055
YJL187C,4.132429408417072,6.697925269597442,4.714693979451678,7.066676391817124,3.5250431769243438,6.0622783786316825,4.258191696274274,4.798703720154301,7.358881446530114,5.523360008642207,6.0852902842592265,9.304888312911904,6.525483229653455,5.51597107881431,6.513236237431487,6.245984103183058,7.237995542133386,6.552637841491211,5.978409708785571,6.453501672189457,8.399050005916699,5.296047632489096,5.840322739800812,6.7320102116103415,5.670185061677053,7.692081776307107,5.826320362271272,6.727954571455069,7.142834363482241,6.377626626911766,5.1037009519759975,8.26558753368309,6.863332389783182,6.271554745467124,4.101205254775834,8.18865130109205,6.04548346320946,6.639634785390303,6.323818897962313,6.710168898774023
YJR059W,4.14949645986511,6.53862371052452,4.496872903776325,7.060553278209071,3.8146790074418537,6.164418301394473,5.370357096636956,4.734766416492684,7.318486812667255,5.432416796283697,6.092248643921052,8.660835444592085,6.3536075416888975,5.648457513863883,7.29735364263613,6.618380188598992,7.270492313646621,6.567409023075718,6.1350428553553975,6.5351800279361845,8.384921328434658,5.556913037819316,5.879580913270468,7.2683862346211825,5.6528041541222676,7.833237780543512,5.639100616400286,6.8962060597678745,7.303522986978733,6.356584272780997,4.862546858105421,8.191982583274052,6.572462242149799,5.955957580170499,4.233746048809314,7.783131315672471,6.471648084009018,6.446406690666626,6.368872750326843,6.9508072094618685
YJR066W,4.505767326221767,6.494552387634952,4.3085509904760055,7.155274224107318,4.2427515472247785,6.149605245313027,5.0915472218465885,4.679859299269311,7.539036191312901,5.905259975488549,5.8738406310749856,8.978876761494432,6.446041017734501,5.801085000537813,7.311474494110756,6.1949769396160494,7.304402686228893,6.4650704313344285,6.122577069933577,6.552321807299098,8.317832651363737,5.560322301391472,5.823743104440798,6.937236912096084,5.756565353497035,7.727386322215136,5.653508143721979,6.888752050225266,7.222351979214416,6.345451550732496,4.903646776982702,8.01773990435975,6.872532083311608,6.072186629140887,4.669039703811743,8.282177230651751,6.441100343309874,6.553886561831964,6.118749809387933,7.071705047828817
YKL025C,4.71882202993696,6.416362904753479,4.609911057139066,7.3832967820508735,4.4618753445413395,6.683629905423161,5.194503276961755,3.945058641704365,7.9284900856622125,5.524632740322518,5.4401837431588564,8.694541898402727,6.227033585810799,6.36381088745518,7.228416504626613,6.30287596260741,7.673086385069003,6.404229875648142,6.222762536465496,6.064376997260318,8.646617176556,5.891973135162656,6.196165815201932,8.048221124817147,6.3070407398810096,8.030803908515654,5.419252593840059,7.212437119821299,7.374970616912153,6.77715597735445,4.563000357968514,8.068875059826436,6.386459708138276,6.173274075091343,5.033424336227147,8.476555143259725,6.297514206992274,5.5388759544881845,6.026197021543353,7.184022674448509
YKL101W,3.2288455300403465,6.3870486114250875,4.670120952683654,6.9090154945903794,3.962679362744335,6.1420288375069685,5.112919754791716,4.591563979813039,7.5238271936948165,5.645704416977424,5.392397245892342,9.255641476413174,6.063331812195505,5.3553203725351315,6.4595494254756725,5.888643468639689,6.95071090093492,6.208128899360236,5.6693045105286135,6.47180871734468,8.45764782500533,5.363609257909198,6.133343001329675,6.4788206281450496,5.317832980755551,7.98920074380411,5.505282760169873,6.6409749797362325,7.03822110641633,6.6080698384389445,5.184007367636924,8.172162610049504,6.439170280524171,6.3873501853357135,4.2932050662652905,8.649831517491563,6.796520837275318,5.564793074104278,6.2086603838347285,6.827363055382554
YKL116C,4.025419682732328,6.793986592361857,4.845203613617426,6.9239682718951485,4.036681936619393,5.273583660016986,4.419936012489766,4.719246728868304,7.079736824634402,5.648065495760428,5.9970844897288025,9.324871331888048,6.590036600894575,5.269906510759632,6.5145688760444225,6.4445826601012195,7.0163416216526375,6.589958744716997,5.823208944675798,6.517021073927839,8.222695599811043,4.8797015413524285,5.865533502384348,6.582609233940962,4.147637609132352,7.6230684458829545,5.720751107223906,6.421093481599073,7.120168776246223,6.735614160633631,5.17767129643297,8.424969727181049,6.495724009643593,6.2872120586139095,4.171460960586775,7.845786147349293,5.703863854745434,6.842119387398786,6.581091388772646,6.52958054991725
YKL126W,3.0312198721251384,6.910207792092372,5.141697707828974,7.3828140938024625,3.6901876834672485,5.23246416679775,3.4270029320250868,4.999141627229285,7.298697769592345,5.713111033765991,5.579104030360278,9.673144800472189,6.802440535354089,5.5269951979557455,7.122560834581383,6.542346447230911,7.304771481220996,6.704573437818763,5.657148548137356,6.359665036616176,8.139322064423633,4.9584379027167715,6.150177369360063,7.244548851195501,4.898064971568641,7.77746961007754,5.938659031935563,7.191577447179084,6.8882849646169015,6.521158920260409,5.174309695955465,8.470454090438366,6.764720928507988,6.545926948362912,4.7532865201950445,7.503930854941633,5.397902770262876,6.816960107088455,6.252251727412133,6.9451093305893465
YKL161C,2.833303736784138,6.709934288314487,4.832375503123184,7.047539204844759,4.026653387790377,5.256247888854633,3.9268790909655173,4.757943099392828,7.2382345610472525,5.577074808476041,5.7262141469199035,9.284593839773592,6.587712294067901,5.264991485722802,6.874000728238176,6.639299095303342,7.1703741398110745,6.768819071121397,5.576051150649589,6.526102926469841,8.204533031816577,4.839193175504102,5.780403671806162,6.503958446444567,4.59381523734282,7.615439934194669,5.232378561577084,6.755451593224463,7.059269327674514,6.560051190443537,5.117588438885327,8.478432785158429,6.783012779970116,6.388848089682085,4.229087654966054,7.623560874773184,5.302221845475928,6.619631112085305,6.492268890442452,6.6815052199620535
YKL166C,2.7650322496814463,6.672587271334344,4.844244376475611,7.057697626360139,3.1716034958007984,5.484078300208838,4.441630869092978,4.708946155381917,7.228421956713833,5.229717722503522,5.692082959629903,9.329555967224733,6.551393896804572,5.447055152091748,6.7699595907309975,6.337451158095718,7.059757119439256,6.534373897954217,5.742521267980724,6.579964667056083,8.339988524966477,5.26099214008598,5.6163587731662155,6.542407286059466,4.607430893674667,7.740190139811586,5.579681347709024,6.4806306920311485,7.2551862366307915,6.304582384980918,4.618133136849472,8.398002708154221,6.7230774661943125,6.153693213803352,4.4987821339581435,7.6026744585627775,5.675580531942232,6.3466956022060526,6.409232992515443,6.732069157831478
YKL168C,3.3426874547783445,6.642612706316719,4.704537156772704,7.23799147829237,3.6059056721609832,5.910960184110247,4.7246744274849934,4.663159299266467,7.451286657275618,5.382958658381853,6.055781172257638,9.216797886898377,6.585457216383584,5.589868619916151,6.68438851339292,6.386260140104424,7.228500142022432,6.6044197897763945,5.873669246438007,6.573588238619586,8.38944297686326,5.214856484491317,6.090143356731589,6.796916703328116,5.906589663774126,7.798368715075853,5.684474514645853,6.809291560824891,7.182692238827219,6.221654139998796,4.667458907127095,8.253230942055916,6.629498467817488,6.077480925936945,4.058395847110413,8.030060175854317,6.1651132046907104,6.32701909564206,6.345808187495504,6.605553010144166
YKL171W,3.992966502111551,6.566663650943557,4.8846459419791834,7.115791405845666,3.625426588766328,5.9512720468206,4.066832363166632,4.693170985243643,7.391629590750954,5.289399668768868,6.17445169168742,9.181609373893581,6.198258567235809,5.478585393556795,6.499661237051267,6.310972086210373,7.196742830821253,6.841458976709527,5.8783748649533925,6.494349191922335,8.493441365075627,5.162341385481172,6.308664145753451,6.700275966033776,5.728241152768501,7.676954388864671,5.615389374306663,6.753702858086053,7.150158274169388,6.364928235476418,4.944376986019276,8.299320205166076,6.696747373590231,6.201407345721233,4.2551198155253775,8.170632105920987,6.0963858415410375,6.6619211726859975,6.607044323239043,6.601248306292758
YKL198C,4.085956640564388,6.5370127489256245,4.5860832765536745,7.104240177779176,3.376239419209485,5.673828696835054,5.024002598129199,4.682452956004143,7.333321917138133,5.533606049269299,5.683482810847464,9.071639505684034,6.4292549743935075,5.60548128391868,6.748296488256197,6.722877797232348,7.0541978022883125,6.676287697132113,5.9939931967047695,6.461822539522027,8.439727393221848,5.3578337306405786,6.094697929061572,6.628084724127411,4.788294248477882,7.764547953354531,5.851720324763415,6.6154406751408805,7.204921094650701,6.4755220427592874,4.716074254784257,8.194613718304192,6.616335440308951,6.085656639001237,3.5722153671099823,8.155774078256396,6.5273170962862626,6.4113863342524775,6.449034403848393,6.61725357082363
YLL019C,4.278040440524219,6.373398341545005,4.317299980231772,7.473122191908696,4.130739546009912,5.5965305976566615,4.9268767514488365,4.688415344617614,7.485357846728662,5.9099553820612245,5.474452164268256,9.090836664366238,6.470457678455492,5.836116448384876,6.967701202486575,6.1789051808746285,7.448737548263449,6.262056988455073,5.7460784777277585,6.495528918264103,8.327748632370739,5.749164821351433,6.264868759028977,7.827225204692267,5.1871399567832315,7.727262154207226,5.616752602272352,7.292151706988293,7.313665904714225,6.041617103680142,4.729666012456233,8.157685586670569,6.778004363793932,5.986099953637937,4.905569564765192,8.26772099282108,6.509244410281906,5.569261022675061,5.942719932182766,7.172058594319878
YLR096W,4.430635783042466,6.591557631556128,4.655418110942702,7.121181803382576,3.5554868507536748,5.789533024723887,5.1321602063144365,4.878397118363984,7.466433857474924,5.414081512099575,5.7986853051124525,9.166740372772312,6.252817836868353,5.781939227736436,6.922117537125831,6.318524051766571,7.227257060958222,6.5657630368785895,5.988342614309727,6.345573222587749,8.288184857858331,5.396137561887275,6.20304512088372,7.049329395903111,4.750521839185973,7.766471255921927,5.751101627140911,6.8078769864868685,7.007612570542087,6.590425509901322,4.792024780590172,8.057627370460143,6.685482234726504,6.171066028892095,4.597768804386671,7.7296231976625975,6.574132854092243,6.224933601465689,6.493790552146673,6.884813003374842
YLR113W,4.6726769776183605,6.473414815966631,4.389285022045532,7.436472801812859,3.5625890539391567,5.63016437598696,5.157359043671526,4.750969488009237,7.577316356470482,5.250510103772536,5.828896028668831,8.797360596957857,6.356639181278979,5.573105051253334,7.096344944844053,6.371881485765523,7.21733523953797,6.561643554776557,5.952986454382953,6.613021447555876,8.451336094903683,5.53824688068376,6.670413517119539,7.497602131231153,4.931767573157671,7.996263601569886,5.515201569242177,6.9037549156389115,7.0918150592465805,6.27128210075028,4.856355564355778,8.225029189023054,6.8415019327859286,6.019831727963015,4.028583700965778,7.829693320530504,6.648512784496718,6.606946676983132,6.414963463693807,6.859842200020252
YLR248W,3.671551670321125,6.4976506957843725,4.62472224746868,7.024407960811763,3.757786462768076,6.0778707398007885,4.344871853111317,4.7094324175308016,7.439932013033304,5.277677537148982,6.147735934991872,9.122989883054704,6.389184911300955,5.5083793674548165,6.683404474134918,6.28884103572694,7.159031977808157,6.6629206021344665,5.8579811401801765,6.466755534833684,8.411819139543061,5.230866700703412,5.9301367972208014,6.710089989242532,5.849412879689948,7.651722909351022,5.7361891996225465,6.846256125804183,7.117433567474471,6.299522764579502,4.878177020990744,8.229984838340691,6.70112281714128,6.184632487142276,4.038216366260511,8.259778125666763,6.134041843997068,6.520585627567584,6.380421081243763,6.674171670759224
YLR362W,4.184909035764212,6.499623907680948,4.710828735075662,7.150904907315447,3.8673708119636094,6.253577139999767,4.2195711811381615,4.585127896199603,7.353296427814459,5.3018534761605665,6.090951279068552,9.069116064265335,6.392043956838673,5.634622947016617,6.863147709182918,6.239081423592934,7.262731333192787,6.7491771962661815,5.822512089723027,6.487841373177674,8.569748151944237,5.301060816874834,5.880604696856768,6.6475098346260255,5.6932631209685445,7.738812311250343,5.767832002429807,6.816143983563961,7.142232489290942,6.639857246223517,4.786218950428513,8.317850955445804,6.617078770000008,6.187754783101624,3.8877154740020017,8.075046475146909,6.059164204143182,6.586213051356393,6.393876009400247,6.7681410431694164
YMR104C,4.512144215745956,6.3606815001192745,4.361925936276156,7.234285397988317,4.110030463763693,6.048325425317737,5.188592782570365,4.697373905742502,7.575166195258473,5.191271235736831,5.890404331179828,8.876429178216878,6.278123294634852,5.86392530500238,7.1630444647947895,6.494236292960338,7.270953628436025,6.592813095382043,6.0507259583134925,6.532889454327132,8.470002692808785,5.368335787348955,6.1407277787939325,7.225665948601708,5.6691044344549875,7.8530216049088155,5.578910604730663,6.683708489758892,7.15529532207079,6.368417021265049,4.443498260051949,8.042298061560526,6.536440563179925,6.058006913923701,4.7257820494902445,8.074101900899915,6.573566576857313,6.2147672810816275,6.429115634354522,6.942505454527457
YMR139W,6.0174002019759225,6.3924351265762125,4.359302217171441,7.547944001037989,4.134889888482641,5.748992541348216,5.205001746562537,4.669566517919852,7.3839019080050985,5.768927406598508,4.987661921032641,9.085963018111762,6.293781091941048,6.064623067704284,7.279817600475183,5.7325191827013455,7.565619868209077,6.1361516432033385,5.828896867212577,6.468100640280089,8.42935102681732,5.848731644483111,7.0618742905197145,8.080454073238029,4.904270933348252,7.842573038166036,5.1217304341485415,7.268643043795272,7.0673516853420315,6.0784269876380135,4.719157462132313,8.159619049968518,6.6533415349449125,6.109229924587321,5.002353701089363,8.372193156051468,6.709699646094701,5.541018943199355,5.892280165627266,7.246593153182384
YMR216C,3.880265285155845,6.396057126041696,4.444409278987345,7.152180843905303,4.145361144357239,6.278590109676332,5.3917132344049925,4.573436734664687,7.700140603894428,5.960781784026072,5.661706584161445,8.977221356518271,6.21994015621483,6.0644202419549895,7.450919468856454,6.281283749133553,7.493149983820857,6.658543158728924,6.196615655616858,6.6492200118961815,8.393808080417747,5.591368181350987,6.010094389927183,7.572708932541514,5.7430556480592,8.145334936776397,5.829434606093535,6.85292765218624,7.1253980770133785,6.759142323360977,4.368547818508772,8.167724187890055,6.442055085933336,6.1291027616944405,5.037394554843214,7.963565431460607,6.342644341172451,6.003082566163046,6.200684809290283,7.1030808367028975
YMR291W,5.160346436958378,6.513729894873028,4.656949348718762,7.237218113006513,3.798930783196956,5.715307779669173,5.125617786893404,5.024974315487686,7.443430444020135,5.615483521305347,5.499692478881501,9.083821989769463,6.316561940065642,6.112325679041926,7.152554283891476,6.396318829749628,7.435176843981497,6.571261425976355,5.968096112977422,6.51706608034243,8.305846103696757,5.567915783827269,6.608674495303915,7.671399470731632,5.281587748406993,7.827437638333968,5.667162018175902,6.9858092203993225,7.061035954384392,6.618759778842487,4.6154034605378005,8.09145541697068,6.867804726082933,5.9626475471840825,4.9369260290908485,7.742527458886692,6.444965488397819,6.194658179526257,6.371731314664652,6.963763172055192
YNL020C,5.348850717580543,6.391745621508048,4.443288152666557,7.21974199109947,3.9681761284945423,5.439343695526338,5.237347439108686,4.420112907105604,7.494046710080175,5.20020372632591,5.241199273816116,9.087856449454263,6.318680682958647,5.946456778760109,7.275040792818757,6.303325436035175,7.478831887395301,6.537848968345934,6.1580027025228175,6.47847188684805,8.408337323231143,5.495168388369019,6.617064065917997,7.983572620578673,4.740901361229178,8.004554507514538,5.705311507454338,6.901028374376128,7.220510461210758,6.64862191948674,4.351362473065153,7.990493789098577,6.523119240756325,5.995630213968132,4.942452493631125,8.094714585922175,6.711950825476046,6.426635920805813,6.239028285373945,7.2532328093452305
YNL154C,3.7184957339315488,6.57858725709859,5.015401527538174,6.565611805138322,3.710485664373642,6.202732490075906,5.646816491851907,4.8475796318097775,6.618923916681805,5.868548184365396,6.4094553793226465,8.86213314249261,6.3392721666705,5.284244116982039,6.709895467042283,6.2494766025148225,7.053381658269599,7.3759132331871475,6.109924212860947,6.668329488294319,8.127791684617453,5.1276641929437385,5.372740986450687,6.466809887275031,5.173140548696441,7.531512644606247,6.046346814214775,6.733305362309396,7.099250061785293,7.011914016552052,5.019765983884619,8.583082994114996,6.2412245185929915,6.4838224215749785,4.528162167819929,8.037626988468697,6.369509471832662,6.624816271099834,6.522613466644946,6.53435445252671
YNL183C,4.923352886253581,6.569799537695168,4.907559621189902,7.654144334954221,4.1402609456546005,6.0910903211056695,4.996801429318676,4.720184279828461,7.687630336378215,5.735327524684133,5.699186980976465,9.112318610330385,6.55445288010728,6.0917812601731445,7.3698869502322015,6.135860566606926,7.492004734600954,6.758286794036749,5.860978838792228,6.297687477250202,8.02500014617304,5.621303895041971,6.870541608644262,8.0657120110155,5.44493217412675,7.735245462064143,5.6002169666888255,7.317456809203667,6.7676269526821295,6.471382803644666,5.491225808483152,8.02415082312157,6.649654746783545,6.149651839914935,4.608761188232308,7.628332613005232,6.27738800229318,6.37330979161962,6.143731175934766,7.101061201797077
YNL298W,4.4476623340991726,6.4198291045428855,4.546166603538029,7.222176481941855,4.2555871817333975,6.258410307008806,5.302208454699002,4.399020604088191,7.774360745884381,5.707487590083172,5.558859008924603,8.933812830742392,6.281489635479917,6.1640629042962525,7.172635894517753,6.027643505402331,7.662212446575527,6.392739847069218,6.122506478108766,6.304845722470295,8.398901672113132,5.591712976773268,6.0405850903363625,8.110642212852925,5.686012119235055,8.098128950803186,5.734004855325074,7.314509218564613,7.238085306448352,6.796035115213593,4.500455276498641,8.155922928064129,6.389697655976565,6.173387785093382,4.888386112099781,8.269182391227643,6.241711622572409,6.115019951820747,6.233776730333423,7.187619576264058
YNL307C,4.587994966620792,6.420567578155521,4.2809186302741935,7.5432643984743155,4.597512420266264,6.479261269928905,5.123457006449835,4.918989125136653,7.616633920831907,6.03369350368385,5.44340612278059,9.016050729188429,6.468904505508717,5.899201470537872,7.195487858476512,6.0395693799321295,7.602950873963818,6.366867755462718,5.921776237831743,6.826979383176174,8.615994550193205,5.648122689753244,6.207112212029606,7.320170426014942,6.1485695675753735,8.018206493015892,5.470804341315249,6.9858565097062835,7.3506715491531205,6.090047755880425,4.81959722600948,8.009034851290245,6.259566677596983,6.1706236613919865,4.640080605308116,8.55459101886046,6.554834056535636,4.858373316565483,5.988812996203243,7.014906368484218
YNR031C,5.425422108730768,6.37504357617237,4.491571158204088,7.637887032032701,4.322269037680667,6.097724170776321,5.006799892529474,4.757841462633051,7.535474743130388,5.613607616020566,5.427066108249929,9.351355093227756,6.013690708864024,5.873509224629508,7.12024481638512,5.767909217132789,7.359683735711544,6.15612532753816,5.543740492005514,6.580305678530711,8.618718577879473,5.653106288819353,7.015945519977745,7.723717871219042,5.220294743973504,8.103790884997021,4.908329437628363,7.103533684779129,6.9519303850163725,6.311962524118947,4.977030737547422,8.295577005775522,6.766986059305522,6.326664271236727,4.770095302281544,8.636240840783238,6.832992501925392,5.2744157294305145,6.224467566170183,7.196242479114816
YNR047W,5.922449987636376,6.2925907111127675,3.8346355332681203,7.623413932365207,4.5791061004380085,6.1533746884160205,5.066485212791318,4.4843450878270765,7.6513588597958355,5.96630922276739,5.752269251619393,8.740068811053085,6.355612277445697,5.972198315047346,7.387787038869712,5.915170238611673,7.897286156425046,6.1426993463019945,6.413153184590192,6.7002027370152195,8.530557811667846,6.096203825437889,6.556957242726654,8.185493747661548,5.816905534917438,7.765621478479724,5.42771254798056,7.436308386914737,7.193671732273071,5.718343458145737,4.649759406546846,8.102525197303178,6.917503849005324,6.002978050221764,5.057729372958788,8.721067007530689,6.479445610489522,5.890768411854321,5.678006875775592,7.149585801984979
YOL016C,4.404716875052292,6.302497894794447,4.449593626178447,7.248296967768581,3.710549534375037,5.887404066217427,4.894817537912685,4.487181463516063,7.4698138575379875,5.470382748391629,5.736439691955527,9.067313689353009,6.374821185162146,5.731291266895394,6.8211383191009185,6.617549101341254,7.187076875685736,6.553743723512987,5.887376988030367,6.550688195392481,8.491723826130299,5.388621802055702,6.283048061545108,6.902233715339513,5.334398329019281,7.827818775220928,5.774432615595988,6.661317710268757,7.245121983206848,6.381732421342405,4.768292925798628,8.129841735312787,6.819485900501121,6.1214958808986655,4.120798082262187,8.022152312650759,6.539078853271063,6.255136318166843,6.365390753351603,6.7198279601181925
YOL045W,3.709211633433224,6.630486312898044,4.540991748557522,7.0199893491843355,3.321954707846932,6.038051855536063,5.442415669198828,4.8139938234469035,7.30235901166057,5.6187011186954265,6.151267696077317,9.25004792224046,6.501377491485617,5.533239883657769,6.882548859918662,6.406330728917338,7.20411163848662,6.521349460379926,5.938614592048224,6.660819191374206,8.399668428732332,5.306302537419172,5.754697639280425,6.286791400484677,5.6868050461608615,7.780895285308831,5.687060984201636,6.5896158763670325,7.282053981664572,6.349370337872893,4.691364662043477,8.412180124533384,6.57173267014354,6.243626152924588,3.901788732951763,7.9271963054515755,6.384007687195138,6.437996643454463,6.453978987397604,6.7080722027539075
YOL113W,4.636848672041412,6.389233244217082,4.560024205390993,7.181033959190321,3.9360565479637577,5.696515239526351,5.01601330590792,4.5543423559261775,7.4376628689575135,5.235998050333069,5.6845249326676495,9.036027395819463,6.437346464878348,5.7013857800855465,6.798480448960308,6.589293236440665,7.193927564414598,6.5718295640940125,5.957064903261927,6.434089419091968,8.378349288868854,5.339263923008801,6.406672875267633,6.911669565063517,5.276214919777352,7.8348085392800355,5.875685315031699,6.623206059169389,7.204182654440433,6.416167731173607,4.6765452789548485,8.086026519907776,6.924489182754807,5.929380866570829,3.9250886890694123,8.104693886946519,6.467837243954485,6.254713044948302,6.443496537578543,6.604028755210048
