,YBR035C,YBR249C,YDL014W,YDR063W,YDR064W,YDR353W,YDR382W,YDR408C,YDR427W,YDR533C,YEL021W,YER012W,YER081W,YER091C,YGR175C,YIL022W,YIL125W,YIL155C,YJL001W,YJL012C,YJL066C,YJL217W,YJR109C,YKL067W,YLL050C,YLR044C,YLR180W,YLR438W,YMR120C,YMR297W,YNL112W,YNL134C,YNL209W,YNR021W,YOR007C,YOR184W,YOR198C,YOR259C,YOR374W,YPL262W
YOL113W,4.363588912372757,7.792913419033527,6.757610352681987,5.039339391480332,8.639930038011226,7.13587293347981,8.371740436366572,4.462833593889934,4.510560466674543,5.966606968483723,5.502183311010119,6.111099404632876,7.191806663010667,9.628973495317435,5.475232862637366,5.661261662828784,5.551029888894424,4.456509403066017,6.513924550719821,5.105700631709107,4.437784380753491,5.726076841336143,7.093886274669468,7.218780349204263,8.296820724896124,10.430720890100432,8.041031261315142,3.933702612429396,8.007014559617645,5.521565614032289,5.569613683321693,5.711387240811321,8.214776303345028,4.502831534956671,6.494647419297071,7.38932589890265,6.668140974527997,4.804369925967869,7.0218653113889635,7.021285395655644
YOL128C,4.125605324505787,7.823554865680097,6.535053789069406,5.111500532593807,8.500963505220058,7.104926575670465,8.610040947382151,4.054878397242775,4.420224420596542,6.1384762007877,5.500651260536476,6.137587566262843,6.496071150476184,9.922208135633324,5.2876168463106215,5.183894548114771,5.4911790566510845,3.6624983685531056,6.6763320973581255,5.570162988937309,3.504531905878913,5.406918418946803,6.8716777059980965,7.17475216234554,8.389338640940544,10.196502626374572,7.979449009143669,4.256275898310281,7.992448277199672,5.764890955399388,5.5972223993715655,5.630332607224858,8.058921260998469,4.667128062497251,7.06678189386967,7.606739817717153,7.134425943101393,4.477829778989162,6.56717384358163,7.019508428752087
YOR061W,4.038978286568542,7.668156262173232,6.5521492663559675,5.0683813049285815,8.336838855587173,7.273080263873783,8.609447133891921,3.3133081692646016,4.8328833807006415,6.647409225568391,5.567821815191853,6.0197951117718524,7.1614222390846125,9.534448461708152,5.606061509026611,5.058775651325559,6.048067738351487,4.204522198294157,6.646867891978199,4.734461098225118,3.140621360206948,5.940298094311041,7.304022541146648,7.474133774595026,7.905550658876263,10.053077285674943,7.826346763458628,3.9099514436079343,8.175742613287719,5.401337734547671,5.613573833117503,5.989120025490342,8.424729409512311,5.290361294664704,6.2764133194658855,7.270858317072912,7.027331136255247,4.670014777961813,6.560975596646061,7.075697037837348
YOR231W,3.7051486455479847,7.869289129455428,6.82500945004678,5.154036431586151,9.091053307724119,7.910465004112574,7.970899980008925,5.017609118079663,5.515467656550936,5.608378735632192,5.015380107906909,6.777682105637287,7.609447626356581,10.229638239445203,6.477010073488278,5.581948958966105,6.213310234448953,3.789299784959596,7.087002982993544,4.461782466342077,5.022116708643497,6.220242263070168,6.606714845267407,7.30802017866332,8.114338388263397,10.400813896468687,8.322143914145462,3.6124780646873775,8.599097622450351,4.910406154987727,5.029287820811152,5.556505114844287,9.189905060375516,5.144041817009457,6.664376037344395,7.575278786017638,6.710354896380338,5.171098054944786,5.550739801907611,7.031585185115971
YOR233W,3.890174580040422,7.580595659716887,6.8093948259020864,5.227069532863222,9.2232500094584,7.705769307065713,8.800028705360539,5.216468570876756,4.6586684120025526,5.985411558655603,5.461727384372599,6.232238917899236,6.8041443033100615,10.007447334263563,5.672345269511283,5.513359696367578,5.677518925782173,3.584862004165797,7.035939873867547,5.646496295331647,4.197898380156707,5.948553126948358,6.631514555216683,7.387775813407003,8.27503804397025,10.204839821918704,7.974155861460905,4.052448811408194,8.247705030317048,4.906065193126039,5.324238963138726,5.778744678100468,8.496736105686418,4.64769049640704,6.785454382376994,7.437020077840239,7.007148718970808,5.376223594613295,5.696013397257503,6.789105147081168
YOR267C,4.1401436355281875,7.717197058091166,6.681484509238485,4.930199096463077,8.513570880044817,7.386235844550039,8.85289199936043,4.125350556592449,4.883275514996127,6.250473239583098,5.5393271996903595,6.2420427293565774,7.185145288700852,9.589418748406047,5.694914788543185,5.278073183116182,5.980254981306793,4.7233886892630865,6.7046662757744535,5.120085129914811,3.979875363095261,6.204017633087868,7.644785870293663,7.539641023274102,8.341155990790632,10.060963551822166,8.148515661044891,4.014369761633296,8.26824542137067,5.325503192723259,5.8206246561455925,5.737133353687963,8.385895307218721,4.581501872521646,6.664433554249762,7.7612065033096655,6.745316872823959,4.801858995456444,6.56661705579518,6.922553890258667
YOR351C,4.262352983046878,8.046629647889173,6.140350932263416,5.511232570400084,8.940571700772189,7.456324416990126,8.84185571434847,4.321829000358433,3.019280043280611,6.417032454780183,5.730676984106281,6.175142459967708,6.361783867572818,9.397384304972304,5.066184800437343,5.006929129251772,5.31248323673808,4.737499533889931,6.800515856624062,4.7225475898876255,4.822835354577178,5.307373603165418,6.297059499538648,7.942807218670416,9.151219894303278,9.586792285959142,7.583817417482723,4.153097918943988,7.552214138870551,6.633099140358567,5.4900044758233975,5.9821576877174385,7.668139791373483,4.9785486663887895,7.84095405453283,7.836749119614452,7.357377282698255,4.0954554367265885,6.795989075338928,7.4694404134166525
YPL026C,3.884708801313063,7.829860285075442,6.825156128374097,5.144165107076034,8.646640342859241,7.110096512843054,8.367541508439329,4.354242381820978,4.408191366207026,5.867938721468911,5.609886577339008,6.184284637622273,7.12326602482074,9.650395872427238,5.399946047268667,5.312933712774732,5.489088496315384,4.252677326638221,6.65026794970469,5.080340595079539,4.22877032479496,5.72118818131649,7.033296660810032,7.079407877384161,8.419492303593149,10.357411550539023,7.919446691066713,4.2599533818654125,8.164114806010247,5.575539957449768,5.557238790250416,5.130822403114107,8.117462696293178,4.240582221828179,6.244751971372138,7.3648687864769355,6.9068188471190215,4.562332076086991,6.635760212764732,7.109091096432513
YPL042C,4.242215014876499,7.810912062086258,6.603263097969532,5.286679570693722,8.477146939560493,7.270838767554866,8.704648936563716,3.8319193416752526,4.685954689888663,6.208424457896223,4.882991611781315,6.0306622800697305,7.412107429796968,9.571382768986316,4.612856930412962,5.366699776245374,6.193426546707492,4.436905183908128,6.243792990140611,4.213854486139689,4.314654133064598,6.180178511378896,7.190188572147664,7.557258429223667,8.872543578841409,10.129890998060182,8.313700434575434,4.925009505059457,8.059185489651217,4.897540579984009,5.68575608402821,5.814757892178982,8.256493547881979,4.4699106658604215,6.145737673666043,7.396776012963557,7.107446513804923,5.301737319427138,6.720377267351105,6.7611148223433375
YPL140C,4.197768405192196,7.595921841307824,6.86050014996979,4.9832946490833745,8.752439961322766,7.099434051900383,8.51817059669539,3.6575391732330345,4.895153981216732,6.1950986499516425,5.189596516378723,5.892594201507598,7.312335103509112,9.882764395464873,5.9166970657179165,5.4449053850711655,5.891097643598468,4.458652752082961,6.278731182296936,5.776431944051549,3.97577038410322,5.331232308148506,7.344186157882852,7.103604926485066,8.161018372849046,10.173639083611196,8.097866829144492,3.2869418025904125,8.394327986150898,5.5152163471348405,5.5173974206990986,5.196500343382508,8.231216080442858,4.301706223525375,6.48489374033982,7.299385520141135,6.8394889259218274,5.044176184180484,6.177310205727241,6.75315082972786
YPL141C,4.038698113157888,8.0251686906172,7.030289998642652,4.889850020790072,9.196697074889384,7.113396994928997,8.662493496299737,5.0865964571212885,5.003739658311983,5.7739804103748025,5.24124481994857,5.915694188557137,7.24588636220318,9.830750564012972,5.7914772172700975,5.457196236919002,5.118491798946171,4.426892644771803,6.250159870727174,6.068136156297225,3.679486275399285,5.751245715361731,7.362787852087059,6.916200385156128,8.028307202679294,10.03559141359892,8.359389061168772,3.0282060798165737,8.551428507525765,5.381264497004525,5.524359421203263,5.399996981939221,8.206759998299678,5.315246824877608,6.62532869328745,7.552599608302906,6.92237525288805,4.964410138473035,5.9182450813011975,6.778283331496056
YPL150W,4.423386944339411,7.738268521085928,6.323942635005994,5.138128450861289,8.91503826548834,7.258629738165633,8.64795230723604,3.347577712070146,5.00754942747087,5.644716294326347,5.027285768892013,6.08465908427945,7.158580989746575,10.145057522933417,5.170759459212449,5.531434426147452,5.572429412458472,4.8181926510954485,7.576729789476545,5.0736815476886905,3.8512117480620622,5.556076686100477,7.568755344226058,7.230362315442934,7.884266170872313,10.152486254484797,8.196317302587486,2.9601899644452234,8.48385619913517,5.315189798037576,5.5492141072912355,5.0775426385378735,8.347920842103703,5.000749784430545,6.751405773290196,7.545381954870256,6.726318609580168,5.054608969271535,6.115288487490988,6.8166340877139975
YPL203W,4.137990363569053,7.460202862889927,5.585951710058168,5.2923718258117995,8.415929607394785,7.036469398354613,8.490641775440904,3.579821766144254,5.09380640532788,5.661703066941452,5.100214599434002,5.812546503826126,7.514617828065172,9.902865805039374,6.148526937303963,5.452591251418875,6.0909269765561875,4.7425758353163125,7.6660084545314815,4.853535177117774,4.2642274686776585,5.268003353487579,6.991905668347924,7.3947719686149105,7.960349452581191,10.061925683603109,7.813620678975015,3.3924413906573245,8.355485260181107,4.919607452441342,5.4219525466328395,5.193529429584436,8.552459788624773,4.578089402395359,6.2269824656247375,7.108130580963834,6.494391645991148,4.759167273258816,6.654942918575008,6.802437574662948
YPL236C,4.121026810639817,8.021341088713786,6.830363200922892,4.776799150917749,8.832198377639628,7.149669056836167,8.425941504899923,4.411335472300374,4.334951934678837,6.005176749835483,5.434384938132203,5.937717556224843,7.325871841917727,9.734205441745242,5.710075729964485,5.187560848930422,5.458581055175063,4.478855781677246,6.614810321086452,5.2887343032638165,4.284034998929221,5.809108297914222,6.824560506982695,6.873391989176429,8.5733669868465,10.573338803340594,8.155855788917275,3.8682532436586494,8.299156748581678,5.7819319190217024,5.627065261913924,5.665938257260017,8.343737984847952,4.98482539354968,5.943141735093527,7.392573055105486,6.655050259293923,4.424187263567512,6.685499001421148,6.84308837433225
YPR106W,3.7080412080231033,7.688438704703183,6.767618143153273,5.0439166921220835,9.079809361483603,7.738407530314209,8.671573692530577,5.002387485429843,4.341156627539061,6.085009366258796,5.3903232102199565,6.0749334081263,7.592157328068076,10.112476441929033,5.986357434091651,5.641104688171028,5.883003649300468,4.467171273271249,7.105072463805321,5.158011484982034,4.46560185404599,6.012990740079683,6.624650464923878,7.451835977429331,8.542897094366161,10.420276578310226,8.065265810676264,4.261291862213336,8.288754905600996,4.845337264875228,5.188068472168262,5.988397856317443,8.627459320829075,5.179896378796738,6.764463162897089,7.370438946262183,6.2754552430654265,5.294262977048891,5.819718928014067,6.9267175563783
YPR111W,4.183062977236213,7.6524572436578975,6.737574942954787,4.965825506845328,8.904208195520686,7.224602823102616,8.42009945363416,4.4837050955699125,4.798120151111236,6.10904627615496,5.66999005851654,5.833554864320298,7.135705280512982,9.638455967181152,5.71184394438067,5.906687800328053,5.474902026443954,4.889733035913649,6.793572114172951,4.863177342577214,4.3306050027897705,5.517149908947368,6.612876453474759,7.384039614162832,8.340986120374833,10.428792235146854,7.958885050364324,4.12544917333644,7.935119076795733,5.93846670029088,5.54863085538686,5.920214575013574,8.17129579250229,4.870399012125635,6.315488351956668,7.2853821057349535,6.195438127540202,4.553209130966174,7.159923384110596,6.911607889534785
