,YAL007C,YBL039C,YBR011C,YBR072W,YBR084W,YCL037C,YDL100C,YDR019C,YDR032C,YDR064W,YDR155C,YDR158W,YDR321W,YDR533C,YFR030W,YGL026C,YGL031C,YGL157W,YHR174W,YIL022W,YIL155C,YJL066C,YJL130C,YJR070C,YKL112W,YLR292C,YLR355C,YLR438W,YML008C,YMR120C,YMR229C,YMR297W,YMR315W,YNL287W,YOR099W,YOR120W,YOR198C,YPL226W,YPL262W,YPR118W
YOL113W,4.761827046181356,5.192867969450548,8.69453967896844,7.7215005938460495,5.468062599899306,5.801791628844921,5.59691831671242,8.077727710337637,6.8307418224617855,8.639930038011226,7.721997799678912,8.19729825346064,6.286762629316494,5.966606968483723,5.942720926359768,6.396276477720353,6.8853367603973545,5.665628107737862,10.413335076893214,5.661261662828784,4.456509403066017,4.437784380753491,6.911669565063517,5.810635106320468,3.3392661437020825,4.789754959081217,9.45408888827872,3.933702612429396,6.739499994346389,8.007014559617645,3.9250886890694123,5.521565614032289,4.723433721705373,5.3007872636382025,5.249124555223943,5.160908380624893,6.668140974527997,5.381142605112912,7.021285395655644,4.171524666512012
YOL128C,4.5985805720924535,5.059714809097328,8.959808026447798,7.406250593395122,4.9478150803783425,5.89059194539912,5.631703121503394,7.4752427442531,6.88730239927843,8.500963505220058,7.93718701277794,8.38989969716658,6.384127746650398,6.1384762007877,5.282170466936822,6.304536560812499,7.093991191005499,5.80582857984747,10.599141628318954,5.183894548114771,3.6624983685531056,3.504531905878913,6.479954291312188,5.920710640446643,2.776406168205962,4.8718923349502194,9.429476747802985,4.256275898310281,6.815934106492642,7.992448277199672,3.976054626725349,5.764890955399388,4.104188376544958,5.356022657741487,5.147909752316959,4.784783777858098,7.134425943101393,5.696999149280321,7.019508428752087,3.837030033813444
YOR061W,5.016875875521361,5.900884554247496,8.698972157458417,8.227108772746467,5.705503794572136,5.541555042276262,5.463143634646953,7.009995138580678,6.71353164060326,8.336838855587173,7.336949554639777,7.994009224520665,5.838602260492616,6.647409225568391,6.599353776676568,6.870297075903821,6.846242008059889,6.1956866468386735,9.865551236359043,5.058775651325559,4.204522198294157,3.140621360206948,8.13321109494233,5.4414457972687496,3.5087565317089253,4.438765848201998,9.346090795320556,3.9099514436079343,6.555141181931738,8.175742613287719,5.104233448891528,5.401337734547671,3.7678613810947503,5.35283810547732,5.580490460823648,5.256888132724573,7.027331136255247,6.160749406026032,7.075697037837348,4.447785022295541
YOR231W,4.623654957202168,6.128255467349358,8.667915449825147,7.314684577526605,5.45039053281333,6.101531710717999,6.665906684400629,7.387956326032058,6.076562835499753,9.091053307724119,7.8974565289284335,7.746974577881784,6.2971885462012684,5.608378735632192,5.790688849166743,6.386240187533464,6.693513690770488,6.312886525628017,11.172459473398797,5.581948958966105,3.789299784959596,5.022116708643497,7.1320117758696195,5.507999982034661,4.259273518309227,5.8375553024782025,9.656059068040426,3.6124780646873775,7.4316898689727475,8.599097622450351,4.577624078801046,4.910406154987727,4.206333396711967,5.814557085857548,5.153312387529766,4.9963562321425545,6.710354896380338,5.999981100896645,7.031585185115971,5.637018464608147
YOR233W,4.988062572045713,5.573925671381586,8.752940038917611,7.798032683542676,5.153362227654443,5.839281989670191,6.4086929687837255,7.414832643332592,6.529520557705742,9.2232500094584,8.216262669522795,7.998025820717203,6.334176306910408,5.985411558655603,5.863020379196072,6.3116308889002095,6.987417570045213,6.0836061697450186,11.125835652475297,5.513359696367578,3.584862004165797,4.197898380156707,6.305972315695692,6.319262053308022,3.9177268767938176,5.402910673900634,9.34686281831782,4.052448811408194,6.885399696617488,8.247705030317048,4.278644560292694,4.906065193126039,4.022256693851524,5.550946655106545,4.995860597690172,5.227331928140519,7.007148718970808,5.249984803066409,6.789105147081168,4.995311913090696
YOR267C,4.636354660056433,5.864908382336912,8.711784429560304,8.007474096554718,5.704687103353683,5.3789342155213395,5.696296767459023,7.08579362219974,6.707982844541491,8.513570880044817,7.809769101317414,7.7528659763282315,6.020306788495585,6.250473239583098,6.340139699609073,6.851067502198276,6.813376282073861,6.050067720333862,10.094527264753538,5.278073183116182,4.7233886892630865,3.979875363095261,7.884429691436215,5.726670285368477,3.8782947162694947,4.4924466117507285,9.590868061178377,4.014369761633296,7.059268026438144,8.26824542137067,4.857373503651775,5.325503192723259,4.645280153123989,5.771652786879665,5.674868749441591,5.001422137521006,6.745316872823959,6.275149760446799,6.922553890258667,4.708873021464943
YOR351C,5.122929525583216,4.578474149650784,9.718857110098117,8.974557015966052,5.153020765081335,6.4282513723409815,6.154305191548067,6.785218773919469,7.932191213795548,8.940571700772189,8.498961029125038,8.045316377985067,6.520328708201108,6.417032454780183,5.3050875025521735,5.956962422257881,6.83205035963889,6.283290803970367,10.756551966251813,5.006929129251772,4.737499533889931,4.822835354577178,6.301810106106489,6.379115970746143,3.9891031082835178,5.419058956202196,9.760467371668854,4.153097918943988,6.640840269792516,7.552214138870551,4.47215275695549,6.633099140358567,3.908010015803756,5.384976778401827,4.9430046962472876,4.555330925550732,7.357377282698255,5.101346373349493,7.4694404134166525,4.231996131416723
YPL026C,4.6254386703156465,5.151494958853151,8.73360639854926,7.385677375779227,5.3670696620220335,5.932352819664227,5.464462932207264,7.197761225598082,6.911277272732806,8.646640342859241,7.972112594502825,8.316636621622619,6.279145414588099,5.867938721468911,5.866497021284642,6.5343865172679045,7.060397001718173,5.8223213771095885,10.461294346395613,5.312933712774732,4.252677326638221,4.22877032479496,6.7805384370090085,5.723279098964367,3.473456654361708,4.977099890374698,9.337568895359322,4.2599533818654125,6.704692007312198,8.164114806010247,3.986009887611796,5.575539957449768,4.418474291243991,5.1123887102179975,4.907357572267271,5.018912735434657,6.9068188471190215,5.505208555830103,7.109091096432513,4.153561949105232
YPL042C,5.114947019645059,5.687174089753394,8.663631254240903,8.337548481501344,5.429036299842516,5.2986505082605735,5.920610925830222,6.314194092506562,6.435229863060111,8.477146939560493,7.479286202239035,8.266521162292477,6.034369146210913,6.208424457896223,6.4362999955863724,6.7117103191038225,6.49006597527983,6.349499073950031,10.395504344379995,5.366699776245374,4.436905183908128,4.314654133064598,7.517911155001148,5.423845542940036,3.584625058871094,3.9400528269668857,9.29601405020885,4.925009505059457,6.586940699751245,8.059185489651217,4.833873703777823,4.897540579984009,5.070605055737765,5.302962032271715,5.575585039313679,5.43465829642008,7.107446513804923,6.063259541429938,6.7611148223433375,4.328200746558212
YPL140C,4.736244478916984,5.589697454962734,8.786324768683851,7.393541766715503,5.668799640706197,5.268350158710545,5.602771879516708,7.2133419209249565,6.206624382077986,8.752439961322766,7.873687089414682,8.11906401049663,6.0634397896412215,6.1950986499516425,6.410376288536675,6.955599548412411,6.75059655378324,5.993084723461697,10.833574275985923,5.4449053850711655,4.458652752082961,3.97577038410322,7.638933684762216,5.761365619575049,3.4681516130280325,5.097091976810697,9.26506008951653,3.2869418025904125,6.755800481216916,8.394327986150898,4.808843532823318,5.5152163471348405,4.588780415863353,5.9282976794541575,5.4018364713347236,5.018996865706111,6.8394889259218274,6.053785603416053,6.75315082972786,4.939303226923784
YPL141C,4.680275772629384,5.8164163905107,8.919496135685819,8.081779941247174,5.5742904141728475,5.860336052235142,5.689436227869259,7.162805129311643,6.340320697620308,9.196697074889384,7.703762364020518,8.145119986645751,6.325329216840652,5.7739804103748025,6.1294415288208945,6.630634537178852,6.96357204452233,5.795326366319583,10.70469346653718,5.457196236919002,4.426892644771803,3.679486275399285,7.14778636076344,6.196919401858555,3.5293192022045963,5.048309018579381,9.416345634175267,3.0282060798165737,7.0736240078647095,8.551428507525765,4.579681815787466,5.381264497004525,4.182412319333657,5.669789380219827,5.401130124251448,4.7909520443058815,6.92237525288805,5.787330028431847,6.778283331496056,4.7979511759011135
YPL150W,4.946943168438941,5.1638908729417015,9.020670599553767,6.805463061461043,5.337494684567415,5.232261259896858,5.515646353153901,7.0511916539323245,6.364895022227508,8.91503826548834,7.664592971117702,8.300090371725206,5.920156082005062,5.644716294326347,6.436424439698008,6.596607064025335,6.479896473725723,5.676294521601252,11.149480531939062,5.531434426147452,4.8181926510954485,3.8512117480620622,7.361515949804459,5.771446747611464,3.4844534251398733,4.305590325145043,9.350881539029624,2.9601899644452234,6.668104785414423,8.48385619913517,4.91694844933569,5.315189798037576,4.044199907158351,5.867625791375231,5.587426066143924,5.096095654712824,6.726318609580168,5.778785576722053,6.8166340877139975,4.925417241106598
YPL203W,5.014747358362173,5.960476354368893,8.863316621443756,8.027498609822329,5.435054275293993,5.019397723891842,5.406419862072822,7.264702108855972,6.411384813686192,8.415929607394785,7.626275408982452,8.110063975464312,5.8926766230918455,5.661703066941452,6.731252225855463,6.915725100462527,6.429988050960009,5.609574818780287,10.171124879651464,5.452591251418875,4.7425758353163125,4.2642274686776585,8.175452027804191,5.673071253557692,3.7382654849939936,4.930678640252503,9.117452601131687,3.3924413906573245,6.625069123431366,8.355485260181107,5.114358581829025,4.919607452441342,4.488149569580201,5.7150198536930015,5.6735526939253855,5.2263104197728865,6.494391645991148,6.095734235208617,6.802437574662948,4.976484554482743
YPL236C,4.693131033522619,5.6325499296233525,8.946395727755137,7.332559425695125,5.273778655257496,6.158486905690218,6.144500863728273,7.278431558161888,6.9867147170565,8.832198377639628,7.704718729266974,8.286653779652292,6.2152829773938105,6.005176749835483,5.3995204965716574,6.487668220399632,7.3959851846358715,5.261901210702085,10.653520013590171,5.187560848930422,4.478855781677246,4.284034998929221,7.110167092489988,5.502508235922622,3.31072195906446,4.517629580870707,9.463963664500925,3.8682532436586494,6.885848949244831,8.299156748581678,3.8117790847322985,5.7819319190217024,3.9585022971809294,5.2103072493749885,5.311936770257076,4.872668502068047,6.655050259293923,5.539548045875082,6.84308837433225,4.2358423028494325
YPR106W,5.027235499384697,5.7485256953944575,8.611812954915552,7.8140425671076015,4.959022669525403,5.704582224326029,6.461062776255415,7.386805910083664,6.381260034444723,9.079809361483603,8.06142540624776,8.211605345833958,6.101053464972223,6.085009366258796,5.995545156125242,6.423801893885071,6.675836523897304,6.0291295389676325,11.054293778800668,5.641104688171028,4.467171273271249,4.46560185404599,6.778163955690651,5.716385926799124,3.745648846890282,5.6495300265232995,9.416328054055906,4.261291862213336,6.817447389544853,8.288754905600996,4.332278469461575,4.845337264875228,4.45303049927334,5.554362000497939,5.336747653890121,5.238723176119964,6.2754552430654265,5.233661749375373,6.9267175563783,5.097441994808318
YPR111W,4.908536873574142,5.2220406231983425,8.856429677778507,7.6762693542911915,5.260867460628243,6.147272125906111,5.870439836405059,7.299455282682802,7.222834362302697,8.904208195520686,7.7366808607072475,8.112570251322188,6.010909909761282,6.10904627615496,5.423036850243865,6.111604280669607,7.241065988779483,5.566764592426409,10.578449604265645,5.906687800328053,4.889733035913649,4.3306050027897705,6.72110040491609,5.540100226137496,3.8599744924349415,5.1647952649293964,9.342731298596672,4.12544917333644,6.765494076869973,7.935119076795733,3.91329694614788,5.93846670029088,4.563085547816232,5.1849535809120475,5.295205823154545,4.821525990675807,6.195438127540202,5.3848909278151975,6.911607889534785,4.177657195927068
