,YCL009C,YCL037C,YDL084W,YDL092W,YDL131W,YDL195W,YDR037W,YDR091C,YDR127W,YDR158W,YDR174W,YDR382W,YDR516C,YEL024W,YER031C,YFL039C,YGL031C,YGL253W,YGR185C,YHR029C,YHR128W,YIL124W,YJL008C,YJL080C,YJR025C,YJR065C,YKL182W,YKR071C,YLR262C-A,YLR303W,YLR355C,YLR380W,YMR186W,YMR300C,YMR318C,YNL112W,YNL243W,YNL312W,YOL012C,YPL028W
YOL113W,7.502646177377873,5.801791628844921,7.700825973747174,4.394404105581339,7.950068258310328,4.902656480677137,7.189444417400647,5.8846646033130074,6.309966336935915,8.19729825346064,4.5543423559261775,8.371740436366572,6.947971031331215,5.151546999600316,4.310593633484742,9.036027395819463,6.8853367603973545,8.419656303016279,6.213812007630424,5.335525561162958,6.193710771216889,4.990627909801688,5.656180111520648,7.62607184086984,5.113186031824202,6.080282295925941,7.133866731455377,4.2934629170019845,6.599831752864708,6.924489182754807,9.45408888827872,4.3172367379791705,7.3761905193974036,7.075867064083709,6.499181003441204,5.569613683321693,2.714220621132446,5.022255115614449,6.741916954921111,7.873231190307464
YOL128C,7.485638764244926,5.89059194539912,7.843281647672268,4.393420050858569,8.40091400594036,4.591348269528559,7.400907142279943,5.892727129509151,5.855840073802109,8.38989969716658,5.005857168620065,8.610040947382151,6.7681899520985676,5.341359139887826,4.4641931566440585,9.025153426825787,7.093991191005499,8.78358722315869,6.41703971719596,5.404694395542455,6.317960572498088,4.721546985829819,5.7131959014445375,7.517699469160679,5.025379423414948,6.117769421697524,6.912827073069713,4.449337712442071,6.544218152392531,6.622874123393762,9.429476747802985,4.571165719123422,7.415594035271324,7.2979112171866225,6.681814400664837,5.5972223993715655,2.7043554794877966,5.374048802421149,6.6683545353874525,7.985387064719663
YOR061W,7.436005561887747,5.541555042276262,7.609803446006197,3.996110989799668,8.100843955106784,5.786987693597019,7.2857240090076685,6.4293091804024645,5.947970112348473,7.994009224520665,4.502010668430449,8.609447133891921,6.572171899901835,5.381488725246331,4.364760208298611,8.636628596705325,6.846242008059889,8.64242350920675,6.274660742647862,5.1748725816934815,6.44090786433717,4.622365034403726,5.648885386547869,8.020772444288474,5.196936837635968,5.714092997473202,7.942294066777072,3.9279894143932252,6.562569846690955,6.968600073471213,9.346090795320556,4.34768621215073,7.264493233520055,7.134583029460537,6.855952430141658,5.613573833117503,3.9221722593381374,5.0424134267685385,6.4864241974853245,7.636212477054273
YOR231W,7.931531900345247,6.101531710717999,8.104743830938467,5.153972076850855,8.152995782091773,4.558950631493336,7.164075652486701,6.6490053398305164,6.337283783828836,7.746974577881784,5.1274191535934035,7.970899980008925,7.8108271295807326,3.289736562806452,5.366395657270305,10.035122976455613,6.693513690770488,7.229989384196245,6.4352674975092325,6.145228695996506,5.978305882178197,4.882508517642322,5.846278045434562,7.166408031981209,4.3115511710122805,6.154608196405055,7.354865694086312,3.404317104497812,6.30187017605983,7.407784493899604,9.656059068040426,4.5950795727648925,7.317060319938897,7.97182534885021,7.0487622277983375,5.029287820811152,3.2229670493459035,5.741028243963765,6.542510752393168,7.484748969186644
YOR233W,7.608478322468063,5.839281989670191,7.79087007226593,4.360257837763592,8.409103471411258,4.372908018811267,7.623427154208635,5.696084355236358,6.431653033847541,7.998025820717203,4.999290817665028,8.800028705360539,7.487389148873747,3.958010051333868,3.580955358880036,9.400966710221722,6.987417570045213,7.776619476098741,6.2795658884420975,5.6518930509292185,6.094432913335574,3.656149804037253,5.174340600829293,7.350896231366551,4.7191246920018015,6.133989164560268,6.782811632440896,4.054007032446504,6.5136489873558014,6.806956509443985,9.34686281831782,5.38626589100801,7.241135498276505,7.606768842792307,6.42333934413517,5.324238963138726,2.7005462536064764,5.236138906786256,6.483907748497086,7.640249147864889
YOR267C,7.9409101693877675,5.3789342155213395,7.550018492090348,4.387000795494005,8.40142872998431,5.772878912295103,7.670802127171554,6.042558929162878,5.754477614366825,7.7528659763282315,4.739982132980662,8.85289199936043,7.109399268950069,5.34472017150776,4.4776574593950835,8.802066214386752,6.813376282073861,8.671851921102487,6.310388975097308,5.472513797512954,6.506190451246928,5.097861530536017,5.80306379987944,7.3987933026619945,5.435327911754147,5.858991960689616,8.058778742165456,4.420377020222588,6.677108323608407,6.697787574583435,9.590868061178377,4.442837484743548,7.071657528911167,7.179545545183662,6.508201773253174,5.8206246561455925,3.947156721659191,4.696187929327489,6.76050624523166,7.96042858431983
YOR351C,7.658570330461984,6.4282513723409815,7.115060354900392,4.4790445716889495,8.337805541861185,4.954583499489363,7.474419802798353,6.010439413652084,6.087583293149452,8.045316377985067,5.21278692141507,8.84185571434847,6.451455598497387,6.379312990597148,4.939570254819815,8.879159133009294,6.83205035963889,8.953568875612621,6.449745177449375,4.638625811122981,6.946294583051497,4.824053147213292,5.608190757690276,6.659606064993696,6.03064514992928,5.422091366547266,6.76660550965631,4.801335280414709,7.073892800429278,6.049971537716018,9.760467371668854,3.9977758413106166,6.959707616959022,7.091161463576393,7.199975598233948,5.4900044758233975,2.9702011689122987,5.71369064447553,7.421809512673018,7.547105746728178
YPL026C,7.411693580110486,5.932352819664227,7.856674967023874,4.5007281730372455,8.115445407057898,4.542520916744088,7.219458717048888,6.078887067996655,6.217934785601356,8.316636621622619,4.844866319061913,8.367541508439329,6.9831159761034485,4.956710734369577,4.390445220739953,9.063586959943068,7.060397001718173,8.247681606313146,6.26851967494491,5.507332554385773,6.187293732542508,4.811829653057084,5.831540783930807,7.784383713008538,5.050697496676813,6.275037863795606,6.9772079794737545,4.359797438220406,6.460071173005848,6.893601463546141,9.337568895359322,4.579266671257376,7.448831065632813,7.22381304767458,6.625543404465208,5.557238790250416,2.879925689819294,5.2578529237968565,6.6578383414382944,7.941820647014127
YPL042C,7.685081870515141,5.2986505082605735,7.686823578708882,4.18751388444419,7.948167712843381,4.908963150255944,7.10316810416811,6.0208990826553785,5.2039089142361865,8.266521162292477,4.360935455913023,8.704648936563716,6.9968006549726205,5.380350463372674,4.446235663185604,8.971884376409434,6.49006597527983,8.396805695235829,6.488469041552044,5.0648580582551865,6.37332073748746,5.100615868026108,6.5728676956049155,8.107845834530808,5.318704537834964,5.777955242761061,8.099629621338744,4.27669305947302,7.060901119418437,5.998405925048016,9.29601405020885,4.729540285076811,6.618922829059608,6.94638738004238,6.481841134525888,5.68575608402821,4.059855912694476,4.850166033867459,6.76212391421346,7.753714731968775
YPL140C,7.595780561572334,5.268350158710545,7.774002111507852,4.442496618093934,7.9695389879590675,5.650097855862138,7.474221297137456,6.26173465134195,5.340786291212676,8.11906401049663,4.8634208532663425,8.51817059669539,6.849631863836168,4.9993838956554715,4.566390634628679,9.02581767451419,6.75059655378324,8.46435726578296,6.336249301537602,5.623057918508865,6.3242524928012,4.776765522747444,5.645493400440768,6.93178542108986,5.016304110243791,6.125320012435256,7.660050369164742,4.181399712743672,6.394983764087211,6.9188587740781555,9.26506008951653,5.14608177704267,7.130733211768365,7.273215892856331,6.27326594028372,5.5173974206990986,4.054163287242201,5.0412629108331055,6.679272408237193,7.650316397448562
YPL141C,7.6566883849229574,5.860336052235142,7.750547129932809,4.492579226532656,8.268835219215783,5.111781279473557,7.661610802172675,6.250170228983297,6.2107903338403405,8.145119986645751,4.528872777572482,8.662493496299737,6.702591844376284,4.634605533765752,4.9392679000226725,8.931217308420342,6.96357204452233,8.79144437326249,6.585953826608425,6.0196400526996925,6.5527001831618845,4.703381762828559,5.7843698968747255,7.91028636348984,5.031335971694327,5.870952668120062,7.383466407160992,4.417687162945953,6.425016478149617,7.0179743138385104,9.416345634175267,4.646722441620661,7.161058798469997,7.3021387173270655,6.508986964495582,5.524359421203263,3.8795511982886137,4.903154485023238,6.524704297466544,7.8616823417779935
YPL150W,7.737273004993371,5.232261259896858,7.544243856544234,4.335226739733764,8.357625333195116,5.17027094901686,7.7011433845970165,6.273552130893513,6.049956791689088,8.300090371725206,4.814009815460932,8.64795230723604,7.008268929125628,5.192270467620928,4.838101515958818,9.104951485304001,6.479896473725723,8.843239421724313,6.516507240945884,5.407029855134484,6.524670359696034,4.799893741020124,5.460290434372877,7.876235878996147,5.2979453390438564,5.998395003077454,7.796309393484713,4.092022413290929,6.615487945483802,6.604070548457574,9.350881539029624,4.341391637413845,6.8887479942901075,7.337721581070862,6.436202732623119,5.5492141072912355,4.016437412689843,4.92316156044315,6.681819650581107,7.701517363980537
YPL203W,7.650767315217098,5.019397723891842,7.456351334956029,4.337293862637621,8.187211660248655,5.636131200822383,7.449666713234552,6.429687815188725,6.243421377670473,8.110063975464312,4.97438207108401,8.490641775440904,6.973227313816848,5.298493362842232,4.591612161276546,9.042890828156985,6.429988050960009,8.426579884872227,6.4695022774317374,4.931938416129905,6.343031734000918,4.833282641060709,5.482870616177019,8.070686707232879,5.082070807538062,6.10460948766436,8.055481764252473,3.975744200634221,6.60145946763313,6.633621882259456,9.117452601131687,4.7366977299384585,7.1048957452435975,7.237763025209067,6.246018809652183,5.4219525466328395,4.306168245385228,5.181815101824973,6.7244303328045145,7.479328721381451
YPL236C,7.550604408271183,6.158486905690218,7.921999110120361,4.130604558780661,8.139060075106515,5.649090642520754,7.312254929073869,6.2336854594045885,5.5565597725213065,8.286653779652292,4.854901964523749,8.425941504899923,7.111062094405381,4.86522547173491,4.147397463741942,9.288086285750564,7.3959851846358715,8.463785109187496,6.04147560702982,5.491612994678209,6.390807017521218,4.35245609878887,5.923114973014302,8.108055790271598,5.440030506697206,6.015440303834152,6.903059561548675,4.319456622791767,6.319908090861567,6.9137911477708265,9.463963664500925,3.3534063736594306,7.589322131043723,7.140708723142378,6.598538657561628,5.627065261913924,2.5630795561323505,4.9654417714601795,5.9791203206700265,8.045434318052902
YPR106W,7.816821579611468,5.704582224326029,7.924169240389161,4.558268880790983,8.22092657580531,4.6593382841489035,7.397503525515813,6.894254372994642,6.341017118330862,8.211605345833958,5.00359009633193,8.671573692530577,7.645365873006653,3.7086480253862497,2.903826041028903,9.652512409862345,6.675836523897304,7.588981050481879,6.1689751972060405,5.835221241724799,5.991576230314694,4.595757142425031,5.260544043235362,7.235120636223571,4.568032253525374,6.113107820755844,7.157897803324307,3.280753484894371,6.303590719199195,6.7983416963718355,9.416328054055906,4.843989956259232,7.374737145228544,7.570703902756712,6.745753887251677,5.188068472168262,2.9737962727099485,5.3970483093283415,6.371369731762584,7.647094851548113
YPR111W,7.49294528516754,6.147272125906111,7.86913408844398,4.159471719872292,8.014441306552111,4.0910393285921565,7.2007914554811645,5.934358874743348,6.075806909653172,8.112570251322188,4.563362097949174,8.42009945363416,7.28382071406492,5.408633354507781,4.460668862982911,9.273709561399507,7.241065988779483,8.410328466134851,6.380384171038705,5.2854428030818825,6.3241888787594975,4.802429004370888,5.843858341462995,7.987441423775832,5.580457934027815,6.0425257523808815,6.8988685626872925,4.215575779853255,6.48669723768406,6.804420271613905,9.342731298596672,3.677093774414227,7.372784848720657,6.925863363639612,6.404808593927509,5.54863085538686,2.9613342759302093,4.665318442267824,6.808056326646239,7.690122976453156
