,YAL005C,YAR015W,YBL092W,YBR084W,YCL018W,YDR158W,YDR365C,YDR378C,YDR502C,YER073W,YER094C,YFL037W,YFR009W,YGL009C,YGL062W,YGL253W,YGR130C,YHR007C,YHR020W,YHR068W,YIL094C,YKL001C,YKL210W,YLR061W,YLR075W,YLR153C,YLR229C,YLR244C,YLR314C,YLR448W,YMR105C,YMR146C,YMR229C,YNL255C,YOL061W,YOR198C,YOR261C,YOR298C-A,YOR303W,YPL249C-A
YHL007C,8.326935623273156,8.046258547840786,7.970733706385762,5.835211320793,8.731422618527,8.025616907168112,4.493560427755472,6.108177032768098,8.438454055695745,5.9360836882500365,6.101787779652756,7.847496028234389,5.5738480940498825,7.759141614657711,6.19113535689069,8.883993039334989,4.2192979724873725,6.764701968981588,6.726031595925323,6.45654339299584,8.298301170037455,6.18634582973102,7.207740906934409,6.892341884598602,8.212576359340042,6.607787143668939,4.314911621516703,6.003935206042777,5.966314558761144,7.068331511907443,5.2700927426946755,6.999973136815138,5.23871246596059,3.996376869916368,3.958850211232293,6.857039154442132,5.1989267688856575,6.108687334322945,7.121495706065757,4.344675838149225
YHR030C,8.740940018987018,7.875247041561417,8.367723764752808,5.318127258284672,8.67530103802586,8.108264247834514,3.2420818695559674,6.084911239844447,8.65852477379385,5.622081994996559,6.475324118901089,7.771304158234692,5.276323549605227,7.795819100949374,6.025480864202804,8.438145965902091,4.5639433897244315,6.14230138821882,6.124034045524754,6.757213216391798,8.221010637852231,6.19203623601374,6.992859891745142,6.273541322484799,8.073762519500594,6.675049972901743,4.273254629084127,5.87127922695668,5.942296545678365,7.350540713202088,6.329569348276329,6.987565102838364,4.0313634906096265,3.5845267873264133,5.059820817928233,5.9945656834253525,5.213740860125911,6.071387994797193,7.0469621813074275,4.659737750912434
YHR079C,8.716275726203728,7.470497438464415,8.589297803944147,5.664096071537921,8.768117044812707,8.16250856916336,4.102207351362284,6.040780041968278,8.381921398796258,5.53522367450296,6.2977891063411136,7.808813958194167,5.642013557183407,7.648151204288322,6.228566142696365,8.184997647199165,4.442007993782128,6.112739683210383,6.343697113882952,6.574680671116183,7.850970460887593,6.09222458345734,6.944026698990448,6.569767188681609,8.026118106516089,7.144015973989803,4.62020246016613,5.641050492447803,6.126982470049449,7.8565522364982385,5.742432831876438,6.841936575666863,4.958960590308874,4.10392878149754,4.462465055372324,6.901671263241629,5.068988631718192,6.304390298261291,6.690094865522194,4.525386801089863
YHR082C,8.424258604427996,7.97046364340667,8.153787703774437,5.766809769669868,8.394468093055066,7.997009008421537,3.980970893482,5.949568851940566,8.179679331398418,5.675635728022606,6.167011927107513,7.657061352791066,5.566547614696739,7.826890269483697,6.528777398194334,8.73357846846434,4.055153136489111,6.563638062534275,6.664724126942209,6.536046662046143,8.110665930289443,6.223339131902683,7.289538086993141,6.709236492624651,8.163265316521331,6.968932156256981,4.552708726710473,5.913466333635838,5.936461849175885,7.805028571901796,5.2861934399233315,6.764579021854085,5.077033485539183,3.8782168646782935,3.848543107215989,6.965518101078743,5.209627850162863,6.235444892253701,7.109708641190617,4.762620926101111
YHR135C,8.459606653358785,7.625713083076849,8.49762277796595,5.478730473857548,8.425666039641314,7.896732912863034,4.001342488838012,5.798223183015115,7.959547824223878,5.602614128921908,5.686609881735909,7.528427663794037,5.430591961950093,7.587044707667742,5.969992313214385,8.678292875066163,4.186091848282314,6.7002862228821245,6.674352306598925,6.701393127938235,8.188794529541786,6.229878259588842,6.6902965845607,6.672015935648124,8.076417375428374,6.761760419751884,4.600683086971113,5.8101928352911605,6.1411543987318575,7.448219025286701,5.701859390206042,6.97944220561589,4.7317245840789495,3.697879795584152,3.912431324572837,6.855120177547053,5.17186777120308,6.5046302907952365,7.192447282306741,4.046831887911319
YIL035C,8.683298037673223,7.428241699272553,8.778126971415244,5.219133189394287,8.813832910737363,8.045029824274996,4.02843259519019,6.005890682244012,8.335730796452982,5.693188489400338,6.104910472657464,7.626725167193192,5.511086674271141,7.5227130490121175,5.607457494307648,7.931228714752117,4.954376884628406,6.015290122344965,6.154884460221809,6.473480421106776,7.995888867648053,6.015425680983323,6.694835773380781,6.384892716646128,8.323289615666727,6.761910766188422,4.606480071508153,5.6275793916556855,6.238461227115224,7.72749512683963,5.759237520942812,7.008751963016036,4.199465448234032,3.963194348274585,4.48561346308425,6.824579754834641,4.823090538709044,6.330692514051652,7.095322446469304,4.6610530444876925
YIL042C,8.368697262741293,7.634544108704578,8.362533590534145,5.351623166137821,8.507333575716906,8.079649897963424,3.610953913974893,5.942305491429619,8.509766760217165,5.562396878988905,6.173357260224211,7.636667285231272,5.228322964248903,7.731457660741093,5.778588274821165,8.477369950469647,4.158370925485608,6.202049808163582,6.443097488307979,6.523256731286068,8.147820741717977,5.934730007725206,6.961116175498493,6.721813083095074,8.265744691632179,6.724230301188961,4.581796846327,5.795844206111367,6.144085695564259,7.674559569895892,5.387799034906749,7.050034064875691,4.574956328495774,3.955653886014015,4.131826220971207,6.609106654113786,5.14989111837232,6.388569026336445,7.015653427010765,4.776226478792937
YIL095W,8.359154725323737,7.810779112826098,8.289986333431129,5.370224843434304,8.469462279967791,7.9450000480659115,4.0730078241428815,6.117149381880712,8.386297017334506,5.903317713583768,6.229921206816683,7.60704554040755,5.603464097623363,7.822083596861391,5.7288832884216605,8.137545885375388,4.17223520097645,6.456502558000535,6.622737236588532,6.475219180828164,8.021147845901407,5.871941403519855,6.940902907701778,6.6709596062019765,8.207825896878223,7.130683472978211,4.320737309361105,5.902271121252272,6.278108559740058,7.908241167410844,5.626330933293125,6.802369391777687,5.077330131692981,3.9782029672309753,4.915683291079841,7.0056290737874365,5.399606125243405,6.420590169835597,7.0726585487985005,5.490901265788826
YJL057C,8.693368986001309,7.220603114294785,8.836243502560732,5.1811303884320665,8.363150489890971,8.204341634490657,4.180286862443977,5.8129657994749975,8.481214666250219,5.834337251060822,6.276621118971704,7.6209027222655665,5.251292814249989,7.6980713641646314,5.6483315878178395,8.37634904009642,5.009692690643097,6.092509411309266,6.076198029576895,6.418806023714678,8.112629318271464,5.953493511405583,6.925892878351232,6.425923537215753,8.703421009608826,6.544876892168249,4.311077429406588,5.341251061820226,6.347881434894264,8.119439545939994,6.120329623901759,6.840378921851965,4.3601188661482615,3.91373634589966,5.19803654252129,6.678929255290733,4.73989526516751,6.312917428281434,7.115345498511476,4.786022224362311
YJL095W,8.6371438089127,7.5098162309754946,8.428055672316027,5.5574793200313035,8.447875376814313,8.062521727715481,4.003115383810013,6.066911282907348,8.676937166766312,5.3269689598084655,6.055942165408431,7.565981569979714,5.2927603136554735,7.5892815185547935,5.8048104318087015,8.384138773703807,4.986638895338428,6.345757094955018,6.647399228418182,6.673461309452404,7.853473575362908,5.752235011226486,7.391011977047161,6.2014264327254605,8.445500279843722,7.173202851719776,4.257649584317125,5.561379890418813,6.102435181992048,7.6105202314195575,6.077534392829058,6.86138718233188,4.664219896548539,3.7970871383618467,3.9782435296329215,6.89430628264863,6.220687475700912,6.142304608777372,6.859715908965254,4.9643912316591665
YJL106W,8.140404666727225,8.003728401139108,8.737195474831035,5.781337584495971,8.717920566914778,8.181035703060447,4.1532984937532405,6.2232960418952725,8.45776040145033,5.5716407100433365,6.375917345193992,7.745954500228468,5.744175000308952,7.64582847494822,5.699623286118497,8.516006623386426,4.4083457831912565,6.141168008520852,6.362126455958313,6.582815625635186,8.046078262469566,6.354579619464654,6.985964133123352,6.086164939436264,8.224469258651869,7.03855476023818,4.150521188806661,5.854266863471535,6.052859682002479,7.714792165667753,4.751581553186641,6.889265117796504,4.6068883503411415,3.636859530512041,4.638910130377402,6.871648054320287,5.263825627130043,6.16823128883705,6.59604047358119,4.270303658594101
YJL128C,8.59504340165237,7.815969902709565,8.5348588489211,5.619678272611027,8.763414009284514,8.248657439770787,3.34547581400226,5.950189793702495,8.59709082424449,5.696057440613799,6.362999193624189,7.6703628808670254,5.517638429579122,7.6807792886064865,6.127626930606858,8.353813932536873,4.752191007317684,6.228414369381517,6.539439036066169,6.509000290952049,8.015822412403315,6.295409828108399,7.032569009319196,6.105882165756826,8.447076325019964,7.103042316443496,4.173932839551393,5.516410461607741,6.103010012720635,7.856789673788834,5.934632812901572,6.73255742191662,4.737694837534186,3.5664384156007225,4.120760043429788,6.829682862961081,5.1801402187663514,5.953414763209563,6.6099900617459415,3.97120099888227
YJL141C,8.644281783461686,7.507565286958947,8.619567618639026,6.011062419872174,8.478577459419741,8.128246669750805,4.584548194079384,6.247251088234438,8.546213872459951,5.601771876249285,6.474667641467893,7.809399160251647,5.731395308937388,7.878266082710095,5.951439130792098,8.425530803943374,4.926799299145159,6.249804399544798,6.620013892498388,6.5473405856485405,7.793849977997382,6.249310067547574,7.4391749724791065,5.9269570277296255,8.441511074746606,7.113150583449952,3.815899012938986,5.645615192559951,6.077041879854697,8.028892926188982,6.089427521594857,6.648756006159915,4.96354722973271,3.304609068407947,4.181846297836406,6.734902675910009,4.961025754834762,5.5690625828250075,6.556880680283723,4.288620749331598
YJL164C,8.556055585580125,7.839362493533209,8.241998268787551,5.512042080413816,8.897070753833189,8.073459716653337,4.163893789696021,6.0148933685448585,8.3746155632334,5.7004222838594565,6.223503615558085,7.4316715903283965,5.4922327728412546,7.513673163065925,5.967493800182537,8.421792786623419,4.517921794167979,6.162987490515327,6.325786759196893,6.6998178344476305,8.236889011482099,6.272340588135111,6.8639555181706475,6.7730097790539885,8.283998881792547,6.514918435770071,4.536064320506092,5.915586862050757,6.126183335019888,7.600396694136045,5.612487681590736,6.924439417564333,4.826432488992066,4.047441413768775,3.647238452888668,6.951622778422652,5.270425938865049,6.393731856723898,6.755328514731027,4.5654383341108336
YJL165C,8.659064235876084,7.825614230509952,8.444322872790304,5.0647317096961135,8.994944596546631,8.156885505677261,3.829650194874516,6.242648789444014,8.244473066555837,5.771077166693662,6.112692015130684,7.687460225147508,5.36945755453555,7.267463182597113,5.531686010087272,8.65342075836249,4.637871427127129,5.832676098639961,6.368930172646331,6.629923469239207,8.081688160685253,6.606702530556192,6.410584491842594,6.528870019468679,8.516749466365429,6.65247883009119,4.426396628457827,5.339361472687108,6.06076191243889,7.598303486756081,5.391852860977021,6.938267887986681,3.7813439290980098,3.264501626242855,4.167700452259835,7.01123705976606,5.602004026834775,6.477094072868241,6.4211750724556955,4.662560820316892
YJL187C,8.870542866269743,7.417247398565711,8.364731373738389,5.26533905802493,9.038558425117378,8.04854392920423,4.103282345724431,6.139165369623012,8.520520934459746,5.664551900292128,6.491540715986612,7.635248679451369,5.396474689342124,7.124312002034688,5.51597107881431,8.423199745607358,4.847378952814978,5.956854827274531,6.225627366870514,6.453501672189457,7.933958328744638,6.484364633666308,6.727954571455069,6.377626626911766,8.539315087811174,6.886465012892955,4.297967940049003,5.530022410669049,6.271554745467124,7.834303319025147,5.7271380388931545,6.846999091509923,4.101205254775834,2.425932004043156,4.419952689935113,6.441905989528896,5.330143861028638,6.323818897962313,6.444667936233201,3.793244017478469
YJR059W,8.345257901306887,7.940571761080855,8.207386719587683,5.511763969572492,8.582951329841014,7.909219745841337,4.109244587370416,6.023008096598196,8.62967317636166,5.665907716359987,6.223910479478043,7.883278958235885,5.560453638579254,6.913248355364488,5.648457513863883,8.730060383174818,4.629596231710665,6.163439760441375,6.398893862556572,6.5351800279361845,7.922770679756037,6.219546508036108,6.8962060597678745,6.356584272780997,8.566923886721549,6.756678567617655,4.433889526433145,5.549510360366662,5.955957580170499,7.37331837483625,5.295563261094701,6.806007955138639,4.233746048809314,3.3405395073713104,4.686932056978655,6.962527368877671,5.421513234375478,6.368872750326843,6.550053511227745,5.289909623188706
YJR066W,8.404931806110353,8.087224662590268,8.284177737588575,5.59390759813109,8.879449377055822,7.843240553710669,4.351126994659712,6.311660695198302,8.500624877434957,5.502178426376761,6.348024008934687,7.8431724724452225,5.563599403015988,7.304619981533379,5.801085000537813,8.745011914383321,4.012140301302648,6.448445501130463,6.567645315024072,6.552321807299098,8.055383613846793,6.508975046213263,6.888752050225266,6.345451550732496,8.481729759810612,6.9112269531093276,4.173970564567994,5.809227082960121,6.072186629140887,7.517810170654233,5.470281960523739,6.753288650317353,4.669039703811743,3.3967745469508053,4.578507595155582,6.891124883675697,5.420538138730059,6.118749809387933,6.59077801900237,4.639146097317131
YKL025C,8.576583918820367,7.891296437124049,8.104821674608798,5.892845331934439,8.593859713900914,8.204454273810219,4.22706488758827,5.786044413682108,8.541611567708568,5.638458920787143,6.1131205059250044,7.800687188791088,5.5014212459665215,7.733013560208754,6.36381088745518,8.877360991728539,4.168574895329799,6.538362047980247,6.660979999417808,6.064376997260318,8.16321913252764,6.163067633009499,7.212437119821299,6.77715597735445,8.40131508836251,6.64637560095488,4.380657849498158,5.75384899843364,6.173274075091343,7.513172066565795,5.3825981739295266,6.6219868879262025,5.033424336227147,3.7317008850533933,3.403169584651996,7.081746938593818,4.96226278405538,6.026197021543353,6.660433087442392,4.779896769404913
YKL101W,8.794814642632634,7.76469216522441,8.515992977531651,4.827668090734092,8.530219531979286,8.007431407186928,4.042315180074303,6.095450705636663,8.404628076666704,5.8708129130574696,6.3024718293907895,7.839181778494952,6.31590890408908,7.330780904155116,5.3553203725351315,8.688782252891594,4.7116149359738175,6.010151004112863,6.111363972192359,6.47180871734468,8.317920778170746,6.343044122683367,6.6409749797362325,6.6080698384389445,8.10492635507095,6.548678594897531,4.275686852969833,5.4193947489380285,6.3873501853357135,7.5653989743862855,6.183897877452853,6.7685178402082515,4.2932050662652905,3.5939577527886235,4.9795022706493235,6.6097710967516585,4.590258910296631,6.2086603838347285,6.809919120562454,4.8234169383084815
YKL116C,8.608920303177689,7.6931989494004025,8.529635680175927,4.8988050922179935,8.883913051424004,8.055374144035307,3.8829992875933486,6.326712505431403,8.258592555993989,5.575466861111059,6.242517545315093,7.618307933753092,5.1283891309965375,7.300513121406281,5.269906510759632,8.321845330679357,4.661183176066012,5.7350931742833255,5.820698343676741,6.517021073927839,8.173212820896131,6.518783998808794,6.421093481599073,6.735614160633631,8.555752937187329,6.629835863913777,4.5700159997407965,5.889593732812655,6.2872120586139095,7.748460695973233,5.2707441169007465,7.197292715457503,4.171460960586775,4.141768922676001,4.262562837151415,6.353113261714017,5.610856029644686,6.581091388772646,6.580106857816548,3.989196417688899
YKL126W,8.674269104317945,7.440709367402251,8.691681339708666,4.993166931780356,8.694201310364459,8.226876576511494,3.6700573509221,5.856281026194928,8.30696388558944,5.8424043487420825,6.051476574141895,7.611756990443312,5.692281536289277,7.510130005768312,5.5269951979557455,7.386856298466401,4.8999578656305545,5.9548235926196025,5.594745927594691,6.359665036616176,8.138155786395169,6.184462699006069,7.191577447179084,6.521158920260409,8.529824571050996,6.878825671574183,4.526770083680082,5.765072448655739,6.545926948362912,8.150053209500477,5.686378539599107,6.824737534631221,4.7532865201950445,4.284135254947389,3.4655137582931816,6.176284323014243,5.365619144808083,6.252251727412133,6.878719042799347,4.464768287616266
YKL161C,8.292799566705039,7.753932521013317,8.720161462953289,4.954453617496505,8.986635369355827,8.055175431391042,3.9784105841271806,6.114680283014574,8.169298812971384,5.887706861369259,6.417894931998849,7.5030690215654205,5.494145183870238,7.585058333738803,5.264991485722802,8.024894711967367,4.355223576436861,5.905207089083048,5.8906728263424775,6.526102926469841,8.123838234753428,6.553414462683097,6.755451593224463,6.560051190443537,8.50815122910127,6.775144813594513,4.525484442852655,5.811076863607098,6.388848089682085,7.9909050595824125,4.495118867945922,6.9924554958268885,4.229087654966054,4.304051071914997,3.839383537361546,6.712532599659076,5.279380924743046,6.492268890442452,6.686838664256912,4.13569238966331
YKL166C,8.505106131064226,7.679888400603525,8.682129153925358,5.073693553115978,8.954586391931857,8.030912395678062,3.692530182976725,6.301602101343878,8.196180556281215,5.320427542246034,6.277155774779597,7.608129342965549,5.296273706710147,7.633007366712049,5.447055152091748,8.292840692818217,3.638419717748661,5.93745547752412,5.782820160095018,6.579964667056083,8.166939596369783,6.396564223813485,6.4806306920311485,6.304582384980918,8.718832349490219,6.6010997411377454,4.4084289365887965,5.866506924523165,6.153693213803352,7.612404124138327,4.7487561786148245,7.047664221039512,4.4987821339581435,4.0628977978130045,2.8009511506341056,6.64513289843109,5.091844921767832,6.409232992515443,6.62196169322246,4.423325433576899
YKL168C,8.527347157061085,7.6849702321086,8.569648123553929,4.871886726890496,8.59274877690455,8.212546068708585,3.7958629077105854,6.054379670373956,8.533874241205583,5.500196422418041,6.449011961621245,7.621820703578291,5.314870662738348,7.532097738874223,5.589868619916151,8.485219855570017,4.481841177673374,6.091060261476077,6.443514303773501,6.573588238619586,7.910786654768996,6.30480797010218,6.809291560824891,6.221654139998796,8.572809116545345,6.974737738115567,4.485357689434863,5.694056852316276,6.077480925936945,7.873290111493982,4.9024863238284,7.0509708193612575,4.058395847110413,2.4619539467736877,3.9568639719360585,6.523837516656643,5.278986095161222,6.345808187495504,6.770762021470222,3.902502512919103
YKL171W,8.821230651227966,7.545536521049929,8.559994138376563,5.121596723573754,8.645629191928974,8.08194031201257,3.6240753635618015,6.089717692639973,8.459945270561619,5.616806157061938,6.133619049945325,7.4025760234455715,5.258890026207117,7.327249522361518,5.478585393556795,8.492476114589266,4.788094292614295,6.127511374725969,6.293126920166679,6.494349191922335,7.989278729058141,6.419279292082639,6.753702858086053,6.364928235476418,8.585365190568805,6.74327081927022,4.207878432604487,5.732541662144308,6.201407345721233,7.7783993017416,5.748261970457947,6.864972408253165,4.2551198155253775,3.448873809094807,4.183752660520399,6.459705765074759,5.297275161117518,6.607044323239043,6.684667209445231,4.2552240627892175
YKL198C,8.759137846237657,7.6298076130758625,8.483209504416292,5.6568704157677505,8.696031426322644,8.053332774202467,3.905821021046432,6.103696586962387,8.34137541336061,5.655344565263892,6.034945911309983,7.697157255772399,5.477038208315654,7.327456512689562,5.60548128391868,8.359709510937108,4.854580082869921,5.732853000754668,6.098233096473919,6.461822539522027,7.944055619627045,6.300289396821331,6.6154406751408805,6.4755220427592874,8.615950857517785,6.627186472709413,4.597505834370222,5.507229211256004,6.085656639001237,7.618375135673348,5.692370191610191,6.915898854486307,3.5722153671099823,3.616216553167512,4.1341815480300586,6.928377667299516,5.414440378307684,6.449034403848393,6.560093795137067,4.800012293446894
YLL019C,8.79068019738477,7.765542822713377,8.66540236684991,5.37050081819366,8.647084434876131,8.205453961643633,3.977832198145524,6.206218398421832,8.422985925726387,5.694119746176466,6.432725783690673,7.66121058306399,5.5788494666945505,7.828684377376081,5.836116448384876,8.480485853676077,4.3261277024127205,6.1517446136346745,6.550325216556871,6.495528918264103,7.8719312450424574,6.353543773509883,7.292151706988293,6.041617103680142,8.305802158176954,6.949570481182201,4.0742746259923965,5.578078953004222,5.986099953637937,7.67251591316363,6.161918860945692,6.617245334603814,4.905569564765192,3.7345528713653713,4.431532120397538,6.543719844909804,5.099453872707894,5.942719932182766,7.0377699993544995,4.6315495500830135
YLR096W,8.781181091794387,7.636187561082704,8.388037290722972,5.508400889247948,8.675546392524598,7.7481377332597585,4.136409176967852,5.730373732722343,8.198286440245809,5.606720881804024,6.0202382828961305,7.619943843698512,5.410502688235184,7.453166074612838,5.781939227736436,8.367783905699033,4.747531827957063,6.1643582892929825,6.129353486915804,6.345573222587749,8.091727067544017,6.244988000687777,6.8078769864868685,6.590425509901322,8.103632616852789,6.502242976893816,4.704176709653929,5.823823424003806,6.171066028892095,7.532059121391834,6.421156901567595,6.932640984621098,4.597768804386671,4.063721856787713,4.334449804940602,7.125452649453349,5.350744211917812,6.493790552146673,6.771248488956237,4.651983480854391
YLR113W,8.400642206734064,7.810289178735138,8.538922556480678,5.507033433459399,8.76841423549746,8.105787697626635,3.635533550695042,5.963829709772432,8.4329898731198,5.557948196471468,6.3278871368328895,7.481798143618578,5.613307908679695,7.401198065336411,5.573105051253334,8.08244014518164,4.671111057639965,5.964716910824831,6.402392845743773,6.613021447555876,7.962902291837617,5.990759571084457,6.9037549156389115,6.27128210075028,8.26044174638786,6.94601183780383,4.576545047265834,5.773388199705678,6.019831727963015,7.75884135270895,6.139341751285723,6.903169109788778,4.028583700965778,4.065629333758897,4.726447137981632,6.693298696527157,5.1641034861883535,6.414963463693807,6.669188898304743,4.729939567669632
YLR248W,8.492373294694978,7.618134464107348,8.303008139953366,5.267123289367778,8.996192685599597,8.041484511132202,3.834135542714709,6.065146687823456,8.392540538418615,5.697286140784893,6.2655889708611525,7.545124032807733,5.408858854980521,7.297394160740493,5.5083793674548165,8.48085994567975,4.672788425169577,5.932359158939213,6.310518694874633,6.466755534833684,7.970842292024022,6.414578489391865,6.846256125804183,6.299522764579502,8.582887876924861,6.819999332413016,4.493299292454703,5.655228269063017,6.184632487142276,7.857149226761244,5.577178852671744,6.8309854332009925,4.038216366260511,2.9164199555507277,4.3206774608136165,6.6127541119739375,5.364548176687472,6.380421081243763,6.5722798592930225,3.81084668043774
YLR362W,8.847222995335297,7.547211162474698,8.406919366894918,5.281042163943887,8.90922240929066,8.043015139296893,4.2432166651304435,6.135681786904388,8.460271565860962,5.700912638161932,6.079249496301108,7.550496164495044,5.282904187073481,7.3646520754835905,5.634622947016617,8.499166225296468,4.894570148756725,5.844052546220813,6.354515995442724,6.487841373177674,7.992006944475548,6.534665885469392,6.816143983563961,6.639857246223517,8.602049483290326,6.7603080109105855,4.2155094478377935,5.579535429982613,6.187754783101624,7.722316247276662,5.789820346115169,6.8672325425183205,3.8877154740020017,3.360154019227421,4.133336860845539,6.637172417559128,5.359906976563057,6.393876009400247,6.547806878074035,3.594747412273116
YMR104C,8.266894017929959,7.667475751579651,8.336646826282067,5.4740171674798725,8.49349758744734,7.936165975233727,4.27184194992696,5.7329105476074815,8.515740138667354,5.632993918607804,5.939360160267353,7.440023661287407,5.290077330285385,7.420797216986338,5.86392530500238,8.720827704226865,4.155614663021112,6.335735997185023,6.6145320075739695,6.532889454327132,8.10136438468983,6.366286031505097,6.683708489758892,6.368417021265049,8.436120038649921,6.840699402060142,4.457517217531321,6.003571086330947,6.058006913923701,7.6893112030106785,5.1991935935433,7.032875346051732,4.7257820494902445,3.659910809837084,4.162501151461024,7.108858314162602,5.205709909132796,6.429115634354522,6.714038332321586,4.2652479951177975
YMR139W,8.715022370280176,7.342552438651283,8.916857683140767,5.452591329017558,8.432914125976112,8.157947353824733,4.32257137064344,5.967056119808223,8.571641250620472,5.59876303223814,6.4216146344679865,7.550674691663987,6.254368531448609,8.083583528384878,6.064623067704284,8.415214488290532,5.119853097558875,6.262115430645098,6.55552852540881,6.468100640280089,7.90350848896805,6.103781618342169,7.268643043795272,6.0784269876380135,8.524895956760743,7.137560990298297,4.106123854798455,5.324812798829214,6.109229924587321,8.010830714487719,6.0125302299281875,6.846176586712719,5.002353701089363,3.7414489241822912,4.35767530252328,6.480755550875897,4.564431615298366,5.892280165627266,7.238611246854184,4.673774757818518
YMR216C,8.392314693285687,8.139357021705615,8.208147155267856,5.7980580495134975,8.430051462216085,7.878385024092412,4.0925027264427785,6.104760670330945,8.213993735511266,5.786194497492257,6.0890722991600885,7.790611011034964,5.6612923278932366,7.547816745430647,6.0644202419549895,8.597492530838121,4.234451905935395,6.351993314886283,6.7236515356488775,6.6492200118961815,8.17819953558882,6.116304298152998,6.85292765218624,6.759142323360977,8.165195912725778,6.5998856298459065,4.508154154618143,6.0912577758536255,6.1291027616944405,7.403794168189478,5.468880514091602,7.053443306471434,5.037394554843214,4.146816336033963,3.956724792279657,6.986932497883978,5.19015681340491,6.200684809290283,6.743548850916247,4.514139211709248
YMR291W,8.695610881792499,7.508947137435062,8.531873940611499,5.563824541981345,8.588885792037082,7.881678180456216,3.83533635808783,5.971241701725187,8.337315286338606,5.486671570017298,5.871387218558535,7.561242159864554,5.578489044089746,7.650086926671972,6.112325679041926,8.227689719636299,4.410976272756515,6.518719226293613,6.3189344523054185,6.51706608034243,8.022199381293527,5.994169488738514,6.9858092203993225,6.618759778842487,8.166590839121788,6.803143014523332,4.602405889274551,5.907365210362297,5.9626475471840825,7.710608995327622,6.327189257747191,6.970753368535527,4.9369260290908485,4.142963936036992,4.142177756143962,6.957636755550027,5.03113765362683,6.371731314664652,6.869267617290218,4.5609813965941015
YNL020C,8.78936829861111,7.526938269081472,8.555464082791863,5.689811052978282,8.605913031538677,7.581786283943296,4.200717738615447,5.758215521930341,8.132423692099776,5.470699802980716,5.926605614582437,7.4973066909062815,5.6364974635640275,7.867307785197928,5.946456778760109,8.359903349004455,3.7963144114664034,6.214288297522732,6.46160686339404,6.47847188684805,8.15703551023927,6.028876900397996,6.901028374376128,6.64862191948674,8.287654883040759,6.733945807075907,4.532519620550579,5.922133431240356,5.995630213968132,7.758625982013504,6.039541348075002,6.920909914221643,4.942452493631125,4.216076550192545,3.4567270032849327,6.9197317142636505,5.8712799686768244,6.239028285373945,6.918213105945487,3.8936343473052646
YNL154C,8.814709489028473,8.286173067261867,8.180407926609844,4.934965838073994,9.10922400487943,7.709288402346166,4.200966594715906,6.514103286414803,8.111398947276957,5.799767964461343,6.337317018436305,8.02410213191581,5.687307619408243,7.07530850533435,5.284244116982039,9.037222877144997,4.8094471018980585,5.953419396810764,6.5519504871655405,6.668329488294319,8.093152967591418,6.940316871203897,6.733305362309396,7.011914016552052,8.497678184923839,6.239462689919892,4.608979418745584,6.038881778615838,6.4838224215749785,7.1540168152427785,5.423548282019688,6.986137159829117,4.528162167819929,3.282574390158256,4.013728405191843,7.267286532487764,5.746124196966322,6.522613466644946,6.431693719998799,4.8007900060987225
YNL183C,8.244932904744141,7.615186034965153,8.354806231543117,5.2495256338752965,8.35060727949562,7.839744609052812,3.6993990293296384,6.110421639563617,8.583616569415803,5.855573126752173,6.13520960396967,7.763750303961991,5.546578358816216,8.058817024839673,6.0917812601731445,8.233873390185767,4.295862661382179,6.522565850877787,6.518251126336918,6.297687477250202,7.792590098557483,5.966994326108789,7.317456809203667,6.471382803644666,8.059293434837194,7.258593267630777,4.674957613670971,5.439296762228277,6.149651839914935,7.699941444146546,5.2455381030154635,6.5316781358771445,4.608761188232308,3.69296733420834,4.851377071123443,6.962921812675027,5.2250903004966425,6.143731175934766,6.059117318450477,4.689423034613516
YNL298W,8.801257588533023,8.030630316036223,8.065441397542735,5.4623270585871815,8.117312521610188,8.004766578847063,4.180886933601482,5.931242391126465,8.519182092266593,5.452067275912782,6.114682886791116,7.908819178181161,5.433675108624861,7.763268244501992,6.1640629042962525,8.895014098331602,4.3379415670082375,6.125544854443077,6.5460656140994695,6.304845722470295,8.154684087404705,6.121113938853247,7.314509218564613,6.796035115213593,8.25345545999263,6.5743584683577785,4.507413596724812,5.770376526300242,6.173387785093382,7.495577156866476,5.567871276610598,6.813012943671906,4.888386112099781,3.715241175671829,4.104698485232842,7.1341528872427045,5.241731931057573,6.233776730333423,6.29589520882458,4.821042311234557
YNL307C,7.9993758924207725,8.109464679808058,8.295376844992782,5.449648017833357,8.780667829082187,8.275969255907174,3.8549842754706933,6.2996058046086825,8.334716257615522,5.921000193812707,6.421473332566909,7.853518973153004,5.656667117076918,7.840603901383365,5.899201470537872,8.858389143302489,3.4326096781644337,6.365276175230688,6.644243240210433,6.826979383176174,8.062569743920147,6.6458055297010885,6.9858565097062835,6.090047755880425,8.41445409538808,6.8914304654854055,4.366333144501693,5.695768806281188,6.1706236613919865,7.345464383968081,4.320443001822214,6.821443804501607,4.640080605308116,3.4072378430078083,4.5542385528973375,6.835806927502077,5.198751219532112,5.988812996203243,6.955548280384942,4.480662935756281
