,YAL012W,YBR011C,YBR084W,YBR111C,YBR154C,YCR002C,YDL182W,YDR064W,YDR533C,YER012W,YER052C,YER089C,YFL018C,YGL048C,YGL062W,YGL255W,YGR061C,YGR086C,YGR204W,YGR240C,YGR254W,YHR027C,YHR042W,YJL001W,YJL172W,YJL217W,YJR109C,YKL067W,YKL112W,YLR061W,YLR314C,YLR359W,YML008C,YMR099C,YMR186W,YNR016C,YOL151W,YOR007C,YOR259C,YPL262W
YOL113W,8.909530274333815,8.69453967896844,5.468062599899306,5.169603486910579,3.9907807728342712,5.777495653966278,7.557056671501827,8.639930038011226,5.966606968483723,6.111099404632876,6.730805379332629,5.92430598371881,6.739759281579095,5.862232645402488,5.7013857800855465,5.016549949095861,6.798480448960308,7.876450721817968,7.611317631472438,7.193927564414598,9.64203263929248,5.957064903261927,6.2638374272748685,6.513924550719821,8.853707892581363,5.726076841336143,7.093886274669468,7.218780349204263,3.3392661437020825,6.416167731173607,5.929380866570829,6.743912127027807,6.739499994346389,5.689727356237794,7.3761905193974036,6.444148726655996,5.42423802865723,6.494647419297071,4.804369925967869,7.021285395655644
YOL128C,8.882819939612276,8.959808026447798,4.9478150803783425,5.221788362735271,3.6927996910156886,5.624517902690406,7.949916272642603,8.500963505220058,6.1384762007877,6.137587566262843,6.501880095934278,6.10093583201129,6.518602102023388,5.599675817464472,5.37551545595182,4.913509477016551,6.67346572174232,8.036471213556172,7.579757570904339,6.982311187861745,9.593417438522923,5.9132469120877325,6.270038044761442,6.6763320973581255,9.215751383498814,5.406918418946803,6.8716777059980965,7.17475216234554,2.776406168205962,6.346026450910788,6.226307174184946,6.889909893727385,6.815934106492642,5.2904958838107525,7.415594035271324,6.028637370123263,5.6466402100867805,7.06678189386967,4.477829778989162,7.019508428752087
YOR061W,8.71891375523087,8.698972157458417,5.705503794572136,5.2748165608818,3.114260715376718,5.8846744996901625,7.903360104234762,8.336838855587173,6.647409225568391,6.0197951117718524,6.67012303698326,5.853200444266727,6.648484917518548,5.598830335543584,6.1175664853445175,6.0101760975518825,7.279919889574293,7.573676996174838,8.134979066545169,7.75875593303462,9.939994376338174,5.884488639029035,6.1320606744716075,6.646867891978199,8.443010008505203,5.940298094311041,7.304022541146648,7.474133774595026,3.5087565317089253,6.491238070604244,6.053562726322506,7.123070596691616,6.555141181931738,5.6272414444906245,7.264493233520055,7.37699447378127,6.435991434690603,6.2764133194658855,4.670014777961813,7.075697037837348
YOR231W,9.213439211158473,8.667915449825147,5.45039053281333,5.945252075637679,4.7366062057163605,6.023507997952324,7.805956707333668,9.091053307724119,5.608378735632192,6.777682105637287,6.482003177727743,6.4620281791724725,6.386803954468343,5.07785237382896,5.3102239569572385,6.167276121135093,7.552862826684987,7.972401429544949,8.25544801008899,7.180253001137153,9.218097973503669,5.563629406193427,6.412632800642863,7.087002982993544,9.138938161448744,6.220242263070168,6.606714845267407,7.30802017866332,4.259273518309227,7.348534623064253,6.570564769723481,6.916583624663618,7.4316898689727475,6.349859821440308,7.317060319938897,7.165049491809199,4.5840125803587535,6.664376037344395,5.171098054944786,7.031585185115971
YOR233W,8.916705317838199,8.752940038917611,5.153362227654443,5.732238864604156,4.4562571280771754,5.506032436916891,8.181246696484633,9.2232500094584,5.985411558655603,6.232238917899236,6.368703834944482,6.277382579418241,6.0211599027547,5.499572347123059,5.234291958960408,5.27840680160052,6.818116091566893,8.349155915003912,7.853906688956855,7.095444742809902,9.401189937969805,5.206959846698995,6.446106792035778,7.035939873867547,8.778926953668316,5.948553126948358,6.631514555216683,7.387775813407003,3.9177268767938176,6.707630880832442,6.539684431365093,7.185192232339665,6.885399696617488,5.827232516193369,7.241135498276505,6.2269276645790494,4.607956994875338,6.785454382376994,5.376223594613295,6.789105147081168
YOR267C,8.925092313058348,8.711784429560304,5.704687103353683,4.850314018407106,4.0966417113804,5.931993037725501,8.208523699741692,8.513570880044817,6.250473239583098,6.2420427293565774,7.0086650969425675,5.928155834993549,6.376867989318716,6.006690211302496,6.463092683753668,5.337414739116877,7.293900511688212,7.971980725316366,8.129782250835104,7.690918034341682,9.644624047887728,6.193628417579997,6.608866558189229,6.7046662757744535,9.111889821444107,6.204017633087868,7.644785870293663,7.539641023274102,3.8782947162694947,6.167285678025972,5.999792697447858,6.900955284686263,7.059268026438144,5.7373653409849465,7.071657528911167,7.55482469246241,5.556821400344954,6.664433554249762,4.801858995456444,6.922553890258667
YOR351C,8.985156579668548,9.718857110098117,5.153020765081335,5.789882315208142,2.606115548066485,5.271566163449679,7.764648385658845,8.940571700772189,6.417032454780183,6.175142459967708,6.129808736515964,6.433348752387757,6.319016211449712,5.6136748235869876,5.2814488237415365,4.990956585608419,6.3574124204775755,8.919128670086277,6.874372938974463,7.222967826340548,10.338923312080569,6.203007355154213,6.297649580386062,6.800515856624062,9.50116327072692,5.307373603165418,6.297059499538648,7.942807218670416,3.9891031082835178,6.824010567627949,6.114722737291938,6.235839100242917,6.640840269792516,5.019229533811095,6.959707616959022,6.345336898093276,5.7409861166205145,7.84095405453283,4.0954554367265885,7.4694404134166525
YPL026C,8.868754369437164,8.73360639854926,5.3670696620220335,5.199385150307531,3.5131695106712884,5.5530593803784605,7.715831262368464,8.646640342859241,5.867938721468911,6.184284637622273,6.671074190148407,5.957459996757171,6.9351126839173975,5.6128402147693786,5.555085071140749,5.6228794222399525,6.532212146264162,7.928476302263871,7.358896981669339,7.1483778521683385,9.635798951243585,5.8039386240542425,6.057116668020559,6.65026794970469,8.867819587259849,5.72118818131649,7.033296660810032,7.079407877384161,3.473456654361708,6.352490920615062,5.999848879370709,6.857221495351022,6.704692007312198,5.549122002177807,7.448831065632813,6.2658365554993525,5.419892571857559,6.244751971372138,4.562332076086991,7.109091096432513
YPL042C,8.649509111130769,8.663631254240903,5.429036299842516,5.501340248080753,4.0356712246627096,5.983010849010515,7.838745195674315,8.477146939560493,6.208424457896223,6.0306622800697305,6.8961440785952615,5.773986574439046,6.372934240648912,5.886852101650492,6.131537924647146,4.727319168912022,7.135548170516236,8.004026555502987,7.77138692022192,7.592032886818862,10.292567821788557,5.860037792258594,6.2228140472979625,6.243792990140611,8.403835520591787,6.180178511378896,7.190188572147664,7.557258429223667,3.584625058871094,6.723742995408281,6.2081304781503786,7.254453785385199,6.586940699751245,5.6769485537565165,6.618922829059608,7.625659378386313,5.337234652677432,6.145737673666043,5.301737319427138,6.7611148223433375
YPL140C,8.75019475356653,8.786324768683851,5.668799640706197,4.849383563893161,4.515140222824352,5.808804820282588,7.781314573473669,8.752439961322766,6.1950986499516425,5.892594201507598,6.67295082099534,6.050568378120885,6.76697596414376,5.784937529540953,5.858182910094267,5.140861006529422,7.393598517942553,7.9645441715497105,7.950912117798428,7.472370020887414,9.409851965534175,5.912500594405867,6.362538790384742,6.278731182296936,9.150909281521036,5.331232308148506,7.344186157882852,7.103604926485066,3.4681516130280325,6.32303033658077,6.1290836173736425,6.860435103921652,6.755800481216916,5.6814336166855295,7.130733211768365,7.188208475656196,5.2614890175357285,6.48489374033982,5.044176184180484,6.75315082972786
YPL141C,9.033597994344342,8.919496135685819,5.5742904141728475,4.770181917552332,4.907638694087903,5.721673308142745,8.128377745250678,9.196697074889384,5.7739804103748025,5.915694188557137,6.993928226437897,5.921346756801622,6.476996844862272,5.895651409671888,5.725291995162058,5.5671501363829625,7.202887914198331,7.665653751810223,7.865244392128668,7.3317036285347985,9.15604133860026,6.0040944344967775,6.38745789626482,6.250159870727174,9.100408493103494,5.751245715361731,7.362787852087059,6.916200385156128,3.5293192022045963,6.268823889932298,5.916434837947329,7.117893704800402,7.0736240078647095,5.656110596130785,7.161058798469997,6.787325147195598,5.1839898471732,6.62532869328745,4.964410138473035,6.778283331496056
YPL150W,8.976182405601826,9.020670599553767,5.337494684567415,4.947684958083892,3.444248869518188,5.4924460408974465,8.164025747966623,8.91503826548834,5.644716294326347,6.08465908427945,6.943601877003499,5.954876416407481,6.330631451024621,5.583914822396864,5.789192060446923,5.060050527798127,7.188019825796165,8.00850998279886,8.136857211676539,7.600609168178423,9.28355873971856,5.975872629921319,6.3443937455111605,7.576729789476545,8.795205653147269,5.556076686100477,7.568755344226058,7.230362315442934,3.4844534251398733,6.291262298439308,5.932168799601424,7.24570539780077,6.668104785414423,5.397639229046123,6.8887479942901075,7.362801702949046,5.306899980570382,6.751405773290196,5.054608969271535,6.8166340877139975
YPL203W,8.546582677440119,8.863316621443756,5.435054275293993,5.079241338862927,3.5611032786618435,6.010819934030643,7.9415746599676975,8.415929607394785,5.661703066941452,5.812546503826126,6.695921670643858,5.794667583461492,6.904248212985963,5.546860478741976,6.198514080768432,5.883425643859036,7.319714854790527,7.966232546187452,8.173774517079194,7.599329116253334,9.602820268573362,5.824883446992228,6.253525227513058,7.6660084545314815,8.995400840056295,5.268003353487579,6.991905668347924,7.3947719686149105,3.7382654849939936,6.485422754330268,6.133064387434683,6.917770961984633,6.625069123431366,5.352756508960294,7.1048957452435975,7.749500364674544,5.36346322980508,6.2269824656247375,4.759167273258816,6.802437574662948
YPL236C,8.974943633553075,8.946395727755137,5.273778655257496,5.403204629958647,4.276910664759612,5.8807132951337735,7.740055652049862,8.832198377639628,6.005176749835483,5.937717556224843,6.682806277452147,6.080037350658445,6.563435792000322,5.508319424058578,5.692271039199111,5.382117344773389,6.720776903246469,7.806979731074944,7.625846328981153,7.3050673506440305,9.546279338599495,5.939213344628171,6.286745191413827,6.614810321086452,9.02059406398253,5.809108297914222,6.824560506982695,6.873391989176429,3.31072195906446,6.1489490892447325,6.101224940074108,6.774038149792327,6.885848949244831,5.765930579201506,7.589322131043723,6.428922035257039,4.944039410675732,5.943141735093527,4.424187263567512,6.84308837433225
YPR106W,9.03392412297072,8.611812954915552,4.959022669525403,5.715111650687543,4.354918305571624,5.470894740410087,7.806546688758582,9.079809361483603,6.085009366258796,6.0749334081263,6.501033308603256,6.272939893630223,6.213547010985713,5.471210719393391,5.209318823025084,5.051645236510316,6.967591459553241,8.370658817469236,7.735046497458378,7.09632716096425,9.469781348255124,5.479041202042639,6.340966039074745,7.105072463805321,9.026332193111337,6.012990740079683,6.624650464923878,7.451835977429331,3.745648846890282,7.27011529628693,6.502290000437885,7.180071207212192,6.817447389544853,5.868243756576892,7.374737145228544,6.712880125186075,4.356448842310376,6.764463162897089,5.294262977048891,6.9267175563783
YPR111W,8.944424351878743,8.856429677778507,5.260867460628243,5.567733795683424,4.117572992900347,5.6434678837292855,7.5959512905263615,8.904208195520686,6.10904627615496,5.833554864320298,6.435848389840246,6.02169329390395,6.603510859162254,5.648841095463713,5.4418426086791465,4.791732626167391,6.563041987819568,8.109372578271891,7.505022595572186,7.179351445218841,9.602018865383448,5.786213720247747,6.294974960197749,6.793572114172951,8.58006289388727,5.517149908947368,6.612876453474759,7.384039614162832,3.8599744924349415,6.272178126259638,6.302003644435805,6.781800630132276,6.765494076869973,5.798682590158508,7.372784848720657,6.396505350176202,5.2463466290470055,6.315488351956668,4.553209130966174,6.911607889534785
