,YBL045C,YBL076C,YBR085C-A,YBR177C,YCL009C,YDR298C,YEL071W,YFR053C,YGL087C,YGL255W,YGR034W,YGR148C,YGR175C,YGR205W,YGR210C,YIL043C,YJL178C,YJR109C,YKL085W,YKL145W,YKL216W,YLR075W,YLR179C,YLR216C,YLR249W,YLR292C,YLR325C,YML078W,YMR110C,YMR131C,YMR215W,YMR309C,YNL231C,YNL255C,YOR095C,YOR222W,YOR285W,YPL143W,YPL262W,YPR163C
YHR135C,6.967875151255464,6.718494107889752,4.7749673405798845,6.115533099899577,7.701467036823508,5.081941115031461,8.630794982431409,6.661394747985913,4.708938834171302,5.025032367817068,6.759447666553327,6.403281720926857,5.7828222045843924,5.182864734348263,4.745025297533918,5.334388695661653,5.140848183296597,7.221605965781642,6.766739794714699,6.184526394743247,6.211040907522719,8.076417375428374,7.782354279077656,4.869656761521816,8.482372333795682,4.628646028432964,8.136970934359695,6.410213341192247,4.459227132120949,4.399214381688424,4.653543618382088,6.303764152454112,5.313782222965899,3.697879795584152,4.798932842427117,5.876569692265756,5.993218213402453,5.477714264924382,6.9182666923660765,6.604391227717537
YIL035C,7.031878166726509,6.0555840214404535,4.927056369969412,5.464378542930318,7.544715476151238,5.135804136127026,8.088103393361548,6.040331532352859,4.708557212630074,4.9187326602991766,6.084779940329303,6.58402740504164,5.645779346361644,4.5390557919216175,4.608196177367399,5.965616054295462,4.858658219850755,6.89067095819582,6.383963372442328,6.127232442797849,5.1264045228483806,8.323289615666727,8.046284757931891,4.688663448778371,8.328236939889804,4.729113085890159,7.709612262451334,6.488727130538344,4.265450724317222,4.530652679350155,3.4944217137818856,5.981914527951927,4.765258862444152,3.963194348274585,3.3130466909178837,5.572836190921259,6.228533808511639,5.006911809128953,7.115404979880103,6.650443976804428
YIL042C,6.849224469214837,6.170810268700883,4.584382877419127,5.613815284515512,7.785157358156152,5.042549700431038,8.469689516224545,6.47702084316578,4.5836922152604025,5.557347688468809,6.199028048084508,5.962021011832447,4.653933174900581,4.595367458907954,5.090724555288436,5.0842708080443515,4.912888393244855,7.184082320871504,6.708352549982768,5.991956364597378,5.581980342025888,8.265744691632179,7.853927026856785,4.692355871478454,8.41724201980551,3.7635288424152185,7.943346389308687,6.456217574352688,4.004654170991627,4.304264088673701,3.930647790449531,5.922095372561404,5.182718341402,3.955653886014015,4.613430201294037,5.6374564894034505,5.368585994398961,5.430003213260026,6.916467329963032,6.043103491220725
YIL095W,6.886668359720222,6.401969719143027,4.574681736939116,5.444228220282796,7.810892761384625,5.331911067008806,8.289631142868473,6.222359865664059,4.462232444255841,5.386209877366045,5.944090790330032,6.288319438724807,5.696011667975202,4.284652019156893,4.8808360651811995,6.085136119966675,4.678339001515262,6.932041909587593,6.4212465681733715,6.304314407640892,5.301712326017883,8.207825896878223,7.611657364186772,4.9306784243525925,8.305386346079468,4.901650999473251,8.213890970661001,6.656039713187737,4.003289897883467,4.6387289429979015,3.9556519026303913,6.364481143800565,5.049433382507017,3.9782029672309753,5.088044065485306,5.59297486545169,6.363775901508124,4.9519130390688435,6.879852563286483,6.564448872473497
YJL057C,7.5168362422125,6.411751011452035,3.773853610162477,5.771391107461562,7.54145690684899,4.67421838617804,7.9763672312348195,6.85874334670098,2.7456238629344867,4.525575834590795,6.694490930702558,6.108646338979543,5.725110513443199,4.655166091645982,2.809982935727539,4.519994117905567,4.873855487567353,6.633215690359626,6.877592194610199,5.925797491642571,5.729397428370255,8.703421009608826,7.906535150259128,4.936626049319866,8.786398851639978,5.262838375915376,9.673306925350422,6.668127992394379,4.482510575523602,4.177493692271672,4.000092951140834,6.128378188566197,4.992950611394223,3.91373634589966,4.270468637567356,5.880866594590424,5.114165453222297,4.551742017229143,6.929601222449204,6.568210068906661
YJL095W,7.323344934018373,6.865515847645207,5.023797890991412,6.316385772851992,7.473690707493469,4.98883275781864,7.981838275658574,7.314903322824088,4.5256854185460105,5.009807067766223,6.808845901774067,6.3287552051979805,5.461060713288691,4.738558170008597,4.266536791369584,4.626345902241503,5.0045739551808985,7.25392144147344,7.020383321501533,6.157647963944421,5.8796316562552775,8.445500279843722,7.574776905612137,4.685796524723727,8.910293025523313,4.587062689482593,8.231957134064054,6.2719832529241275,3.2956604581675064,4.120084071764508,4.74113055816755,6.401211674511024,5.385477365781068,3.7970871383618467,4.319186706587743,5.839712840548495,5.9649049556539575,5.090974743184134,6.95360547880741,6.784050197673182
YJL106W,6.96492038038686,6.505659364523108,4.3774042397045,5.509294947116072,7.5121860666013,5.278736233286674,8.148264542853381,6.115117150430227,4.69673804411084,5.306288442562176,5.960335149701674,6.430626172737695,5.3510670330204135,4.417641990308368,4.8930794244639735,5.937890672742146,4.610114905265477,7.2938346464092625,6.478374478450121,6.274948219180577,5.734224556706313,8.224469258651869,7.984035345183022,4.6270328068705044,8.528231298109104,5.029106878141079,8.557513526214048,6.4488219461997245,3.7446786336131344,4.491300557479233,4.403126289565879,5.910347095362684,5.058092592054795,3.636859530512041,4.540749802414738,5.5662804962818,6.524115983177122,4.151178403246569,7.073661955046513,6.667974703887958
YJL128C,7.194134148016059,6.623430233904522,4.531408967074489,5.812659265370227,7.538395977310145,5.4903465814797565,8.240381345915432,6.990373519874388,4.8748619321077715,5.5869490544249105,6.3236305266294845,6.091620010034659,5.503078107857656,4.722116735575963,4.822586164408725,5.54018467046579,4.753468310403786,7.32162054749738,6.959095632565683,6.207257693794028,5.797832253455327,8.447076325019964,7.7774617663859145,5.000534847578112,8.46293924584584,4.817297260995682,8.495033123158276,6.400286295394045,4.0693005338748405,4.315793547900057,4.2564803735461965,6.167959333600602,5.258092900945612,3.5664384156007225,4.7083633230307305,5.844564890524706,6.31814741919354,4.949543426718263,6.982565251134006,6.5538614190214215
YJL141C,7.275821882737397,6.942730664873855,4.681210043371962,5.9370461997288215,7.661365206078307,5.552917830074478,7.610924546593251,7.291020398320162,4.567963347322029,6.400986575423633,6.218705151101758,5.920073560142225,5.637772474472245,4.96565204564086,4.399610718949408,5.6969636794279195,4.814436423717997,7.265248021374777,7.227163922668727,5.875933132123202,5.756599025332031,8.441511074746606,7.590044078358963,4.720494024153133,8.809338703207368,4.826059881418293,9.222832515608015,6.472031429087808,3.921718278025332,4.296639521295428,4.553803326212138,6.160212091106483,5.0959743020766135,3.304609068407947,4.372317453892767,5.7210961202181645,5.972600676687387,4.196438838502713,6.90540556576896,6.544084125273869
YJL164C,6.988105394000431,6.43600304374865,4.837177657526495,5.61882374925293,7.631500387899988,5.153712878060211,8.30992436983457,6.4689016877124885,4.799930681045262,4.657640407431434,6.217624978337308,6.28008296147415,5.295068590338955,4.5832624422748,4.78785967634067,5.509244375067854,4.591534633465051,7.328251246123707,6.8404099362863695,6.094751781271738,5.736674143339016,8.283998881792547,7.598486591400497,4.769104548266255,8.366378140953566,4.283434982590128,8.752881514332747,6.324225744371259,3.797173609321618,4.417430944477081,4.075528416915522,6.029448250525743,5.094831216426496,4.047441413768775,4.206275020393637,5.7039816448946725,5.75947593738401,5.302497452170409,6.805882670922494,6.320036588227527
YJL165C,7.1551447889803805,6.748364286758474,4.351073235455488,6.048523560787281,7.459562045277424,5.858452806453383,8.224033971901989,6.888933089155159,4.602145279881418,4.930451422816759,6.716325480408118,6.634075320793032,5.3504650187842415,4.343158134676706,4.0453638602429525,5.769311596903746,5.0196817405893865,7.018251085752442,6.951474374993827,6.355490645238251,6.192733860262543,8.516749466365429,7.93224332887002,4.886641904974013,8.276322775595922,5.104907575780031,8.571264859602362,6.651851579447823,3.9701579818105817,4.423998164287537,4.8441581340753235,6.146304280368032,5.164487211523191,3.264501626242855,4.492782120750529,5.941608394188695,6.368874280329993,4.588402416852516,7.159165686249684,6.627406149529564
YJL187C,7.490108470925485,6.606330263161483,4.96389361890427,6.1921689699272955,7.376348612068902,5.895475831776004,7.8586205754313125,7.090966145595886,4.758708966450093,4.6583659760165,6.629955116022867,6.245984103183058,5.469413857201637,4.382123190930714,4.3866984223374965,5.860144526218437,4.910239951283052,6.585044324765716,7.136699041510853,6.268508676315436,6.101110011985981,8.539315087811174,7.840208160574857,5.155870136439093,8.383775310143822,4.5778421226031725,8.380601178851927,6.504996329126621,4.35540968433348,4.015108152569441,4.393506821603234,6.104613544898517,5.315887302669736,2.425932004043156,4.6382897750406205,5.96287272858958,6.639634785390303,4.9307190089328286,6.995125338458598,6.728311962416196
YJR059W,7.115596028839848,6.745336563011856,4.478551961481757,6.1913957211447626,7.5942303731317695,5.77923296283529,8.033298335290812,6.9843785075129725,4.761876755657077,5.019958926283604,6.677117915501302,6.618380188598992,5.145346162177117,4.395278668355031,4.115864469245805,5.444945628834318,5.138403527882833,7.080396139617507,7.095570499080746,6.423954094007511,6.1002719503901375,8.566923886721549,8.02553437991166,5.065386328501322,8.482806803773181,4.961896769520756,8.260992306361103,6.546402394546728,4.207502230571696,3.96025406579056,4.9958371183874215,6.212655858830397,5.475525675694781,3.3405395073713104,4.5965572043297485,5.7791600923640765,6.446406690666626,4.773633027192436,7.2072291644054225,6.8439834462450335
YJR066W,7.017910908735093,6.92680236293303,4.540949228586412,6.1143833152114535,7.547840693866513,5.965227541443509,8.210562329566164,6.767088258094741,4.813813634584204,5.351603706406322,6.255910604039081,6.1949769396160494,5.672550405200732,4.436332969881117,4.693869422189335,5.563061532160221,4.978507676878219,7.259705767893872,6.966653786135295,6.407104307965412,5.8286989111742535,8.481729759810612,7.730840347540997,4.883219091808176,8.30024355713736,5.231958117613742,9.322246754501249,6.567635911004621,3.803277918182683,4.342264022173704,4.824339462885408,6.191375447968597,5.485526172274205,3.3967745469508053,4.958737162845135,5.70852515435012,6.553886561831964,4.159060749260169,6.9707498159998815,6.884454157827816
YKL025C,6.968558984112482,6.887107231394548,4.374065420751911,6.471132089398366,7.8408419090709405,5.231699270480915,8.246225219623987,7.2869716425303075,4.337261468587447,4.941949993301481,6.7433628292844485,6.30287596260741,5.166749602283676,4.355542072536026,5.430304596743443,5.142242896527243,5.0836845070827374,6.922601751337093,7.106205641856213,6.964211943707608,5.756576691961795,8.40131508836251,7.930297832826903,4.892999842237059,8.831388969545882,3.9866847505498657,8.762886333243324,6.114641434517756,4.1870258535739735,3.795951760801476,4.341004349649373,6.4308529123978735,5.608654909689005,3.7317008850533933,4.785743334186361,5.933313439039942,5.5388759544881845,5.609852982904037,6.802258892420447,6.445326484626228
YKL101W,7.407741976591492,6.556881576263201,4.235620993261333,6.2287996489121875,7.6720632909411375,5.296709516780389,8.152789961226889,7.132124373750599,3.1652207120584017,4.119860571870117,6.565911096583912,5.888643468639689,5.106357395174983,4.769742423367338,3.1627125998966137,4.94030687120571,4.980282706200857,6.59705760429778,7.0377705813238585,6.265038463936572,6.076981468438305,8.10492635507095,7.744948664007811,4.912741482493791,8.474709036274445,5.050302783202,8.758607539172562,6.664012044756216,4.1628532932382365,4.055408370008927,4.692153824011359,6.327448271558244,5.544267213020798,3.5939577527886235,4.307684286899275,6.036241502726887,5.564793074104278,4.147395382712577,6.8425646873061465,6.678067466363119
YKL116C,7.015198914074923,6.031477448903067,4.998470700631966,5.26313395053498,7.554997743800372,5.113078257820148,8.023884018214263,6.161098126926646,4.965278447249284,4.610216240361865,6.276163332158319,6.4445826601012195,5.4957892553436745,4.518463252543606,4.895401423079635,6.036015641626863,4.639604452596871,6.81060859440632,6.471114799823412,6.124972482775822,6.360424847732023,8.555752937187329,8.050092735134184,4.817144278157351,7.9334833120207096,5.200584789826773,8.514913782804749,6.637198713384462,4.038388369145138,4.946713780023726,3.658475172739183,5.299145330565813,5.0575912744503215,4.141768922676001,3.8283191887228094,5.686412292731987,6.842119387398786,5.027690296398747,6.9163884175708334,6.1374162546817415
YKL126W,7.2155793614363395,6.408485777585367,4.6473261389727085,4.862420013164509,7.652790161947787,4.429649715294115,7.996334406543933,6.266436816547872,4.577849048487106,5.006607236031616,5.8789631832076745,6.542346447230911,5.866328105869992,4.774767130973944,4.846427472335487,6.162805045055416,3.0535138760724867,6.738103217447634,6.6822023545275595,6.0797771001777825,4.451366078002754,8.529824571050996,7.053685784285003,4.376805792094103,8.07216152125023,5.320829781583439,7.874706332152718,6.468543562864357,4.148100513104186,4.856270853937223,3.5719337339602624,5.540106565202304,4.89995682423487,4.284135254947389,3.5163222070316023,5.400073228533108,6.816960107088455,5.092516660493417,6.833571423579956,6.080460665505442
YKL161C,6.739682631084218,6.4608419772486245,4.735661745126572,4.653153148266346,7.594089801882719,4.812422587563517,8.113271809294424,5.926543018972036,4.617936497617583,5.063175016796122,6.081320538518328,6.639299095303342,5.455742282511702,4.665124198129715,4.8676588360769815,6.2671405297679454,3.814921526167536,6.761493177162371,6.339306344313936,6.219395428808224,5.734421028722776,8.50815122910127,7.597190878070627,4.496501500551274,8.222636798623784,4.900770176081583,7.9225735170970655,6.452979684952654,3.912174633476756,4.7522104715702715,4.243049482804653,5.366853255518662,4.861642554829825,4.304051071914997,4.751773782833472,5.20988364753878,6.619631112085305,4.9215599364531135,6.955193249749389,6.455720919050478
YKL166C,6.964158217561562,6.142627863509723,4.519558242007356,5.146357903819619,7.687492268795737,5.046001825239238,8.14084984310187,6.148365249199202,4.9468332252663085,5.011312127375363,5.972186578616652,6.337451158095718,5.546527939833499,3.8739611299301497,4.86260999602148,5.963483576008732,4.258814990387015,7.006696822520473,6.570275669941063,5.851452611176418,5.877284180030688,8.718832349490219,7.930481106804637,3.9159155388772944,8.14336384594354,5.0215764306941395,8.538589172645844,6.364980586076388,3.8065949378285664,4.29589991215021,3.390041904502853,5.34293040452776,5.048667709177188,4.0628977978130045,3.3705472797744864,5.6691670406154095,6.3466956022060526,4.924003545045123,7.014401749982103,6.313391757796799
YKL168C,7.0550583968558165,6.527056971892852,4.578820123140897,6.003195379937087,7.532667039466702,5.277582170152386,8.12903511571396,7.104176343718864,4.229929738670792,5.4976524862269045,6.700231564600338,6.386260140104424,5.3204516049019865,5.117386194653677,4.422960744030807,5.472709252218999,5.068144097810326,6.846676522968345,6.6943810962729335,6.162178323378588,6.316633836729338,8.572809116545345,7.950367186816836,5.339006360764987,8.322053173847566,4.7557236642598495,8.208898204617963,6.3556738632872944,4.056306773526961,4.3146946688189045,4.381154899123529,6.141518110395013,5.236846522667257,2.4619539467736877,4.652474797321402,5.825269029410283,6.32701909564206,4.916631295314624,6.6750028027409885,6.767915221176692
YKL171W,7.230028773132707,6.413558085135884,4.7939901667445115,5.9707566378911565,7.219412118671375,5.306143596472042,8.036799896371235,6.736901022018144,4.659106645085099,4.851701199884116,6.734224417719599,6.310972086210373,5.401107353098348,4.340622585833696,4.394352775511738,5.433302704423907,4.967953250009847,6.622856437939206,6.859422133502053,6.245906643334372,6.272571922403481,8.585365190568805,7.81259566821884,5.171076956545003,8.37933727412589,4.935039645312045,8.426165494100381,6.406620941400227,4.108090190288371,4.195815545919976,4.666433972101676,6.1560338573102,5.199917304102857,3.448873809094807,4.7011961149109505,5.842404879461265,6.6619211726859975,4.9996066894596245,6.877654676645068,6.62521853226591
YKL198C,7.332506701616688,6.353047625566566,4.662183262974205,6.104670309001174,7.503241162587929,5.706306623744607,7.983422803203527,6.967931213908327,4.623121773421089,4.758542769552044,6.609472875843295,6.722877797232348,5.252280546726249,4.736440091157137,4.495368661237563,5.883024253340656,5.060770184750672,7.074457116668143,6.8375841068828604,6.1326469122899345,6.05143513559586,8.615950857517785,7.913321577874856,4.609634006590161,8.32300158621111,4.740510318949654,8.349547690432408,6.558783797260477,3.7869595292195424,4.029470571871169,4.274137393697582,6.027533644928742,5.14187075442835,3.616216553167512,4.21080716556483,5.920007069220097,6.4113863342524775,4.899031526803047,7.112179815217075,6.582170205791355
YLL019C,7.202237235387553,6.68066681501183,4.46480052533492,5.402688036590863,7.625970341158912,4.699603426837839,7.884366726304981,7.1429094043292105,4.195179492708818,5.253020130058665,6.113486794940871,6.1789051808746285,5.3403012232171285,4.8440966771335825,5.092198815891335,4.633108771660228,4.5608137821115,7.0718063269907105,6.989060355093107,7.0527679521779385,5.680264699848468,8.305802158176954,7.407001230292272,4.52704496395398,8.678284419368747,4.845979638645081,8.335526082503034,6.5355388945308635,3.8875259419056407,4.1361924030670325,4.037189703672145,6.053893026138216,5.276971793104659,3.7345528713653713,4.219833160430717,5.637539224342843,5.569261022675061,4.586746359391379,6.6692735965606165,6.58168878496477
YLR096W,7.192359198354822,6.119546707517412,4.722921910406301,5.612349323668983,7.708722210928112,5.161124607130562,8.40725929229783,7.261482144474415,4.960017683637005,4.77738138042193,6.1495873467555855,6.318524051766571,6.268527472922258,4.838218385839671,4.739576320471687,5.579911073836528,4.694967371815432,7.049063961622329,6.777522936019219,6.0217222972870985,5.978277415915092,8.103632616852789,7.65120264726129,4.6635513607026065,8.418130100920093,4.860427222225843,8.179287619932152,6.426235495095098,4.361372120140096,4.199763964745232,4.238773967869856,5.865503177330402,4.927775870742608,4.063721856787713,4.303622650610308,5.914063370514972,6.224933601465689,5.15709305122896,6.908936514892536,5.801318031677921
YLR113W,7.027773672770293,6.289069318448992,4.753763926604235,5.774857098064456,7.704664426242673,5.3595140405371415,8.25482369083797,7.050469590349578,5.184725372506078,5.110618930875189,6.062171735235478,6.371881485765523,6.091389404966764,4.7659928019303015,3.1999882256986387,5.804031082141504,4.860129580009112,7.331484643778649,6.845192136556486,6.239808114059873,5.620623092015555,8.26044174638786,7.60907138691151,4.626272590540832,8.599337067569277,4.6496936436873435,8.602507806417242,6.503718911826162,3.8453579777280646,4.56881340787492,4.050119989344792,6.051378758621357,5.168959486988836,4.065629333758897,3.9133168186043488,5.469249343514384,6.606946676983132,5.076751947167693,7.127649006991616,6.5413297475810674
YLR248W,7.208999841531237,6.635558724974652,4.776945595438703,6.005522336088929,7.379808041053621,5.847061280901711,8.029389886440036,6.815270484361965,4.708718173166368,4.848230310544989,6.70178397104258,6.28884103572694,5.381648492553348,4.107675443270618,4.343435774215867,5.874150232572883,4.901661067636425,6.7319042100420114,7.031391252618334,6.385434653774798,6.2225456888204205,8.582887876924861,7.7672758439133025,5.16163869642096,8.420363604318727,4.435874737001175,8.618582615483206,6.3962428822551525,3.828216228457407,4.329292683275821,4.245118586956263,6.113231388743117,5.290761477839314,2.9164199555507277,4.952067120746102,5.910608021592085,6.520585627567584,4.846382636597387,6.9848043793045225,6.758109148004669
YLR362W,7.1712693305402055,6.7838125262261615,4.696449569489504,5.947260956177362,7.334725255309722,5.641142166953242,8.063593212385074,6.831182252277836,4.4128012407642885,5.118313977096872,6.632947052020768,6.239081423592934,5.543061969993851,4.243242205922494,4.18984927477681,5.616968667185667,4.966946979007108,6.863442806777412,7.090773959343499,6.282846775578535,6.301116140404482,8.602049483290326,7.7553629999492175,5.1760159531245495,8.493519056323766,4.761679155583709,8.365204040141277,6.4388789090276255,3.8257491184853136,4.262405685006256,4.6755087945041085,6.106800168998215,5.4542404750382865,3.360154019227421,4.676415638715943,5.864894359919758,6.586213051356393,4.8442294356080815,6.970975666132038,6.694573383463782
YMR104C,7.05723244642037,6.606775540147614,4.44492061832516,6.069931853752244,7.551508647553523,5.456429594594778,8.296698695457621,6.665750754749937,5.032676153593495,5.294527420926858,6.663534652200728,6.494236292960338,5.4158519057894585,5.098182067813705,4.750690250818818,5.754424967349548,4.935062500210003,7.198663845179536,6.766902941849947,6.287137128599486,6.083147301777028,8.436120038649921,7.82024039311306,5.026139650848228,8.398129485833051,3.8228565650385895,8.516406154850877,6.313081116788433,3.9732349951569024,4.490805729932738,4.674628102948214,6.255396271378922,5.3192990560450415,3.659910809837084,4.8449145576270345,5.864146094978764,6.2147672810816275,5.053163411283365,7.038501625407992,6.901098666007256
YMR139W,7.145627102667599,6.768583800760834,4.307471936381386,5.703592643640523,7.659698430871147,5.348623671362727,7.967399611069037,7.078912219900385,3.456720654076897,6.288886119208818,6.405832571087643,5.7325191827013455,4.916366547844351,4.7254295971644495,3.8222457497537055,4.911537751905428,4.973273764898526,6.889542410426935,6.775915414836732,6.479837721674997,5.6454593922891805,8.524895956760743,7.793242270451598,4.693565912366107,8.772812925027466,5.029794825343297,9.202048529732703,6.3519620730567565,4.107388577945862,4.124227388558835,4.395781623051507,6.026744039379232,5.027242740455602,3.7414489241822912,4.309297531867562,5.822536738959752,5.541018943199355,4.38014610331421,6.713720812270927,6.350637689516821
YMR216C,7.077195566183553,6.958751051749183,4.95427090651402,5.8237039597863935,7.811131870505487,5.79178748187481,8.664438126792069,6.432367037795973,4.976591383687521,4.9894875411994,6.350255153176457,6.281283749133553,4.5232172810709335,4.464522858772599,4.766957912059918,5.719483052728384,5.080076152911442,7.561964395510768,6.835966025009062,5.8814563510938696,5.393101423593353,8.165195912725778,7.802119263743028,4.684865359547085,8.559525222599405,4.023569246921655,8.163612444520934,6.322950999190812,4.055370598174445,4.663145052498058,4.410179238238784,6.258517384486418,5.508338445490477,4.146816336033963,4.816637960084352,6.010984313022273,6.003082566163046,5.105025663966552,6.992737364509032,6.24616658090345
YMR291W,6.914339914604657,6.271950677907832,4.922719309227627,5.566788386916575,7.7211518062356115,5.3051720828681015,8.30247549277822,7.411988905660862,5.0653095990901935,5.4513129546097865,5.958520509893299,6.396318829749628,5.940221929893968,4.600749315351545,4.811139420890543,5.939824321392304,4.733492442292892,7.397089237671157,6.823480025550269,5.941852329728931,5.936081180272696,8.166590839121788,7.744452240180753,4.514176911177163,8.439225614125789,4.673312643928202,8.274478809030121,6.4048820004260625,4.214994233713609,4.189501661178944,4.147599427114515,5.84232833754017,4.711660375945329,4.142963936036992,4.2357816205836665,5.624136820918523,6.194658179526257,5.208020139769928,6.9619961575085565,6.4720433853672015
YNL020C,7.127098806382282,6.3412558691384655,5.017469901291387,5.9497396468370365,7.723351518288248,5.430051350720657,8.138813408754652,6.483221957608047,5.182911350820813,5.0583331915071215,6.3397049895943125,6.303325436035175,5.1137194922362985,4.717156552200149,4.888343626382747,5.978396277688923,4.798604665638616,7.2234938357679175,6.9914698551879,6.005212921157466,5.459175681477928,8.287654883040759,7.9640285376969056,4.733501478538393,8.578248671137754,4.0320073420689715,8.39357798716727,6.432680624002768,4.298754884280494,4.424325780178132,3.7676640224463767,5.834715504356862,4.986195347791635,4.216076550192545,3.6676022775439976,6.081140723910179,6.426635920805813,5.5847535019674055,6.788561456185423,6.503901418900343
YNL154C,6.641336552788879,6.7105341321764485,4.6399431398632185,5.972742572303903,7.652132956764135,6.100572129652486,7.960903991087528,7.091591655849579,4.847328621917858,4.854930590093292,6.5459472956620965,6.2494766025148225,5.338744828920603,5.236155740280358,4.897733366651384,5.706545899591307,5.39173998562287,6.380742796837485,7.4694789170380975,5.790158396504836,6.446816703141604,8.497678184923839,8.25599568298933,5.185869476585612,7.944296983564473,5.292541687955578,9.20799641481235,6.8551300206819485,3.899289274959647,4.496949415703203,5.0622086196045,5.835261040763527,5.848068562219268,3.282574390158256,5.233700665296063,5.851831924683537,6.624816271099834,4.546719929196339,7.3920527864005985,6.5332883178253685
YNL183C,6.764434059949081,6.663131461683509,5.080555465896662,5.455023895405432,7.844407920684387,5.353002724673644,7.609566398248637,6.1337289002084825,4.9725499960498185,5.812207028222033,5.807261833519435,6.135860566606926,5.23634359161411,4.700101511263892,5.178243169042231,6.054830648081089,4.838318685508043,7.331910370205513,6.3236405681310925,6.14696617645121,5.469522793003219,8.059293434837194,7.749609125959696,4.484675922998205,8.595822167278207,4.298567424931916,8.021895203186075,6.453410038140872,4.330878976747044,4.2998641632794365,4.522758339739832,6.005928544083459,5.245568744402804,3.69296733420834,3.780774522414695,5.7887206229796995,6.37330979161962,4.787724523854222,7.044237556213501,6.37377054699982
YNL298W,7.069115317615843,6.605516033383773,4.977554751797999,6.296210040659046,7.7428409034567585,5.5346754612425615,8.078825217681981,7.257486587462328,5.133116226526639,4.214365758003773,6.320800600787496,6.027643505402331,4.418554316254098,4.630723561375795,4.9680518931131346,5.545496149444919,4.9862055084481645,7.095813900342402,7.074118574242345,5.840934382749121,5.788477638544585,8.25345545999263,7.973153772883931,4.730582297063986,8.701855861626687,2.856794924137237,8.48610653467077,6.362886735781792,4.379430243969936,3.9498680813941283,3.6723766783240186,5.976132918443729,5.0943312369436775,3.715241175671829,3.763698547822542,5.515916634239569,6.115019951820747,5.39630962370229,6.840621783593862,5.985176639742776
YNL307C,6.818479433369262,7.123325172919942,3.0912206558766395,5.924022684667468,7.634079997686652,5.323927919403178,8.080039228303274,6.464288084069487,4.801057024413896,5.787435195635275,6.399930794060112,6.0395693799321295,5.345787517446533,4.504057447395167,5.141270682636779,4.344989929354387,4.9233237190588985,7.139126418695325,6.640364215238389,5.943781366256948,5.60100238443513,8.41445409538808,7.741065179598137,4.875641170941019,8.631029122234121,5.036487284719957,8.77504455987265,6.385102686669692,3.540353546336642,4.013533595384212,4.512162833495976,6.464608989466669,5.618611457407723,3.4072378430078083,4.844789315016989,5.793912092646242,4.858373316565483,4.271237781075064,6.768014663957423,6.5828227496631655
YNR031C,7.32053125194054,6.689848369296588,3.5577986774471424,5.943709487241263,7.470804530481651,5.042250087481383,8.127565603558747,6.0876260723076205,2.834899387504372,5.555998498793668,6.5184461986969415,5.767909217132789,5.58727968425109,4.734441182846372,3.960164804722898,4.4473352335570775,4.820975822619976,6.651085938642393,6.8724940978569125,6.094429948426652,5.873674422482552,8.589488431577324,7.954763620054878,5.002744826412443,8.870168561200117,5.347278697904357,8.81826567947634,6.551360994009798,4.363337779173041,4.186989898191489,4.577078699901351,6.439071491963704,5.336704076514847,3.8268815813124535,4.5930272222952615,5.972630862233193,5.2744157294305145,4.629079649140773,6.9626513066472455,6.501692850305438
YNR047W,7.266153910165395,7.329490890790786,4.442562338412103,6.108252385057945,7.545898515072378,5.710336327251966,7.806327783525555,6.811807815972196,3.3616570652984588,6.171984050100166,6.461609189629708,5.915170238611673,4.815794010731391,4.73752756488261,4.522318531789213,4.791358727572664,4.903405251265816,7.255957760354612,7.272439037462058,6.612220271892798,6.028480507080082,8.514087663925778,7.757470114135775,4.949975551887781,8.759825854599024,4.29164114197413,9.056785088196863,6.343597222385572,4.609760206392181,4.152471207090221,4.660670058150771,6.489534022600206,5.557420527871527,3.1064335273571366,5.094183314481948,6.142991271899684,5.890768411854321,4.101407814581608,6.734314980792261,6.43204485605068
YOL016C,7.184705647164212,6.538883777494931,4.148147128543508,6.004530254812448,7.336858643233223,5.539040359515655,8.231846947479298,6.808668271956867,4.358680963354681,5.217638338709604,6.5020693692942215,6.617549101341254,5.394938921846008,4.407249716849887,4.3876689415314925,5.723298516921486,5.053458314528823,7.056260178683004,6.839049353007292,6.154365290540385,6.0789074830881,8.328362812641943,7.912322019698764,4.537985579290086,8.526062832440639,4.671802368472905,8.35270637929165,6.4490000835501755,3.991629589595617,4.345467210433757,4.6688239003190235,6.1924971944614935,5.195038217356719,3.219863056104137,4.089978530693353,5.866378318522122,6.255136318166843,5.001391467483689,7.0683108939584125,6.667776110007767
YOL045W,7.2455466571028495,6.8478806301335045,4.6320170909847125,6.015351278141588,7.551158638204602,5.4340496118038,8.097151565686909,6.90376503366549,4.712752850970717,5.153003844287842,6.617440338995237,6.406330728917338,5.360379600702158,4.567024714437165,4.346648944578229,5.562271403680671,4.988539124362961,6.797653905529945,7.047647270552275,6.066861344545357,6.278382038460912,8.671192516890889,8.137374870889683,5.186925838049647,8.325922260259699,4.66723765626112,8.68164212633378,6.416547351678998,3.546831319020128,4.342079260474272,4.820557351731256,6.149168112528335,5.302452071860321,3.264124551674483,4.883061984661593,5.704335898073831,6.437996643454463,4.875367534705905,7.049741267119023,6.827171856368947
