,YAL007C,YAL012W,YBR127C,YCL057W,YCR012W,YDL055C,YDL097C,YDL236W,YDR382W,YDR395W,YDR516C,YDR533C,YEL021W,YER012W,YGL062W,YGL255W,YGL256W,YGR124W,YGR231C,YHR146W,YJL172W,YJR109C,YKL013C,YKL145W,YLL026W,YLR179C,YLR292C,YML004C,YML063W,YMR217W,YMR297W,YNL138W,YNL216W,YNR021W,YOR099W,YOR198C,YPL143W,YPL231W,YPL262W,YPR074C
YIL035C,4.66472356359636,8.624265600018752,8.561122972026208,4.386079657119131,10.993282494350147,8.713356377324526,4.8852595699282,5.1582948983613015,8.34586416143439,3.546249514551294,7.101621001484567,6.136184026968834,5.433493631673738,5.97492001348749,5.607457494307648,4.9187326602991766,8.09554086994268,5.675581170539732,5.484572849763143,5.705384909454256,8.868795749877679,6.89067095819582,5.027594170472722,6.127232442797849,6.696600697400599,8.046284757931891,4.729113085890159,3.771382855993864,7.844252159351328,7.26034893262817,5.5761869806166064,5.11329062897602,4.540648694415485,4.032583544113028,5.3151492517164085,6.824579754834641,5.006911809128953,6.968247745614788,7.115404979880103,8.134820048920453
YIL042C,4.981508597975195,8.819217552218017,8.464875125746833,4.8884474608519035,10.778478156673494,8.745952982924415,4.4710376361067565,5.1642474289879265,8.647673369786116,3.55389442744858,6.697704052417655,6.386864828605139,5.074275037842219,7.023890330229339,5.778588274821165,5.557347688468809,7.864781860766422,5.6709214867506175,5.6397797000836585,5.4544315863268125,8.216492091516294,7.184082320871504,5.053114343494308,5.991956364597378,6.490731946610729,7.853927026856785,3.7635288424152185,4.267729586617273,7.8260474234408335,7.214775367504081,4.999725798508509,4.7953657625385535,4.003579319173096,4.445191450487937,5.6206822136693715,6.609106654113786,5.430003213260026,7.139713255091653,6.916467329963032,8.416308309269402
YIL095W,4.7301869267354695,8.993087893467491,8.611101233645996,4.480616264264653,10.993552817074509,8.27998881769394,4.960415378680338,5.064691668987249,8.085938139988063,3.638844446972304,6.876765847007732,6.223012426725641,5.301006523444113,6.081939470140762,5.7288832884216605,5.386209877366045,8.616290983366934,6.228122644529039,5.650657509501486,5.667284465027787,8.790479298442607,6.932041909587593,5.407147338888697,6.304314407640892,6.676145732484515,7.611657364186772,4.901650999473251,4.18929026149064,7.894467818579685,7.71559921636338,5.8185380048163475,4.907435264683857,4.242758330000809,5.2793534760712015,5.185626234568729,7.0056290737874365,4.9519130390688435,7.0960347366720775,6.879852563286483,8.076170342127963
YJL057C,4.8065152547863566,8.703497130678372,8.81476117139609,4.849615635109175,10.55972858274835,8.63373519315765,5.0826672324798166,5.448543162481984,8.140153663069626,3.5523839512433857,7.2015553569403865,6.2603676779820185,4.90413662338913,5.609415783112082,5.6483315878178395,4.525575834590795,8.246518099315637,5.7853640110948,5.433269047770729,5.7884984857282165,9.021236640661867,6.633215690359626,4.759525401577767,5.925797491642571,6.971176193010223,7.906535150259128,5.262838375915376,4.2000422094362815,8.248945280899337,7.275525865957053,4.721206511497981,5.6365594568531865,4.493701013306173,5.165358987971604,5.616699815533576,6.678929255290733,4.551742017229143,7.249778648749558,6.929601222449204,8.451087961469518
YJL095W,5.0757921623377165,8.75992832783579,8.498849073074258,5.176510099994868,10.740593384364978,8.547196405756576,4.698686698559156,5.242873326999094,8.606883068634259,3.1552737552810566,6.958751814853015,6.0698777556131125,5.4051603848296,5.83106200056585,5.8048104318087015,5.009807067766223,6.626352455885023,5.555569678992421,5.587796108007778,5.883368690616457,8.593892197819137,7.25392144147344,4.228057740866147,6.157647963944421,7.1980779986439885,7.574776905612137,4.587062689482593,3.978819577336673,8.580515655417711,7.0641400833739425,5.505021316407193,4.6323631296292636,4.532922999537305,4.974376454349267,5.553252483985269,6.89430628264863,5.090974743184134,7.475882358230077,6.95360547880741,8.50768698686517
YJL106W,4.760401972626472,8.847129052370615,8.574552835847157,4.842067769972131,10.961344360448704,8.526795026688704,4.85949441343973,5.122939479837628,8.554210401104857,3.667812605637903,6.87586191357013,5.778569762997376,5.342980809899042,5.99523396933769,5.699623286118497,5.306288442562176,9.059196044255714,6.030002984574815,5.4415490356215095,5.964999588121875,9.01954411864434,7.2938346464092625,5.057938122099925,6.274948219180577,6.469070724898818,7.984035345183022,5.029106878141079,4.150728528683203,7.872031698842317,7.4924106614219275,5.501838058717049,5.2497690418191185,4.442350265939166,4.072750845421675,5.349768499954744,6.871648054320287,4.151178403246569,7.328478826315195,7.073661955046513,8.267576878997174
YJL128C,4.848564687363822,8.611025131860632,8.539723833678527,4.766466530362108,10.722897335602136,8.284576565089132,5.073818359047959,5.063559522158227,8.52700459305651,3.7717331772889846,6.9865698108419965,6.340187772876719,4.96069192381032,6.1435321168414285,6.127626930606858,5.5869490544249105,8.561128906046862,5.768874617490092,5.8133037054310215,5.72087279850625,9.094620200422305,7.32162054749738,5.116187485459653,6.207257693794028,7.234776880089544,7.7774617663859145,4.817297260995682,3.998245054532028,8.076158726419171,7.177611139590107,5.773297563658494,5.2034118747301745,4.4349389027309005,4.823868269401968,5.2708253796711,6.829682862961081,4.949543426718263,7.510324213765109,6.982565251134006,8.261624567537714
YJL141C,5.100904335635415,8.472997723776265,8.520415816772582,5.1744729638861084,10.422432559277006,8.416842917491248,5.061137123880661,5.174377533977847,8.564227727792273,3.6689944996543895,6.9241088883306485,5.831132459546293,5.6045174000015425,5.897491226215617,5.951439130792098,6.400986575423633,8.836108704449769,5.634418308258687,5.833903430834432,5.751044445426907,8.498544900626483,7.265248021374777,5.276172654526746,5.875933132123202,7.185822029146607,7.590044078358963,4.826059881418293,4.619960315394169,7.688287917604394,7.114665645800077,5.5027919622975805,4.557663241304018,4.586505468322616,4.496616392949479,5.676794532865388,6.734902675910009,4.196438838502713,7.951669585640312,6.90540556576896,8.477773284565432
YJL164C,4.839799090085172,8.587560576794344,8.280372678030734,4.7986695390559335,10.71082236357839,8.416306518181454,4.423456316505338,4.833100043268153,8.751976547811216,3.804873961608053,6.824328263904468,6.2794549708379765,5.664790397222919,6.228028228445416,5.967493800182537,4.657640407431434,8.684850331546725,5.544666738347577,5.78308118904582,5.6021069527018845,8.358856133737488,7.328251246123707,5.2170209380350965,6.094751781271738,6.649376729196177,7.598486591400497,4.283434982590128,4.104557137751314,7.976545210845798,7.39788055929739,5.159892416154909,4.882332000011865,4.006659653586579,4.018839300917368,5.370632233121791,6.951622778422652,5.302497452170409,7.362718056776128,6.805882670922494,8.26927451544887
YJL165C,4.754228769771608,8.948454049393051,8.437871257364261,4.459865270202473,10.906211074785674,8.149184137417365,4.919566591900453,5.2876486803403635,8.381569526877241,3.74795852116872,6.893758164993134,6.030486422950407,5.495784717536129,6.07485580031845,5.531686010087272,4.930451422816759,8.55864412474007,5.9112121787844325,5.288327373091715,6.022095199757535,8.62456253516438,7.018251085752442,5.089559124494769,6.355490645238251,6.801436982283184,7.93224332887002,5.104907575780031,3.988806376201536,8.28658929340341,7.59839552480543,5.841729840850746,4.974950843126874,4.657037496848012,4.0107996651669415,4.992417948556001,7.01123705976606,4.588402416852516,6.650761821666241,7.159165686249684,7.9772227771781905
YJL187C,4.9617947903016715,8.933370230497303,8.490896691768848,4.35747011765531,10.836129137996233,8.457476623621536,5.107936956184499,5.5080407499447865,8.516939477961396,3.942102056680581,7.148695022559563,6.038153631150628,5.731910125941354,6.009364946808289,5.51597107881431,4.6583659760165,8.854975234236312,6.036660324813216,5.39878436613571,5.7058759640470385,8.897914050405785,6.585044324765716,5.246995466439248,6.268508676315436,6.936427103666861,7.840208160574857,4.5778421226031725,4.0722861455818,8.26698596259533,7.314962289606839,5.8945585671159675,4.95353705925706,3.8472657777818866,4.680622262026711,5.335656326038543,6.441905989528896,4.9307190089328286,6.956064265806136,6.995125338458598,8.148191544157282
YJR059W,4.9506544232359255,9.004568323660118,8.571553670924128,5.037739832497967,10.84923965008855,8.30211736931502,4.616390422279992,5.09403128870104,8.772602923486478,3.741053520508264,6.804394761114111,6.425101415641633,5.188195933456211,6.043736553256031,5.648457513863883,5.019958926283604,7.986482379275165,6.029445962757987,5.305508622415345,5.9890175623368735,9.195625537370859,7.080396139617507,5.0194817731525205,6.423954094007511,6.992064450758577,8.02553437991166,4.961896769520756,3.822196525770842,8.364853143275758,7.266148092150988,5.8420039863532365,5.15045940479391,4.637294417008049,4.310739554567027,5.476181014337291,6.962527368877671,4.773633027192436,7.1973331292400635,7.2072291644054225,8.235849568503134
YJR066W,4.846654624752051,9.017452205636923,8.453004312320138,4.628060251576807,10.8323231210239,8.015681051209757,5.098460814154588,5.268363470080576,8.657095847657306,4.073739473741166,6.8223378470382245,5.922307178793187,5.549306313713988,5.954359524777481,5.801085000537813,5.351603706406322,8.680918459518287,5.906429123731918,5.373634952540928,5.919166489318927,9.096363363357373,7.259705767893872,5.169916729806992,6.407104307965412,6.811451696530899,7.730840347540997,5.231958117613742,4.306541852906927,8.07179783841875,7.721805164980379,5.7182374903223625,5.0477121354000145,4.572517893997283,4.904432325909876,5.2379848935807365,6.891124883675697,4.159060749260169,7.2120933110002445,6.9707498159998815,8.019109415134043
YKL025C,5.270413033753503,8.809588636768147,8.399889520251397,5.10326891479468,10.658949923945089,8.605280878804232,4.645531372640382,4.6745142665748265,8.937815756288732,4.088737103601069,6.556475411473451,6.203405734569403,5.4306471952105415,6.830585052943463,6.36381088745518,4.941949993301481,7.448715692152481,5.7929566918978646,5.9215905161992195,5.745522591651684,8.639214126977997,6.922601751337093,5.352274214733205,6.964211943707608,7.323950558756577,7.930297832826903,3.9866847505498657,4.139209668018913,8.36517081848578,6.8985497700722815,5.571213418389805,4.598742984961636,3.06000954626362,5.267893006165144,5.812871270280413,7.081746938593818,5.609852982904037,7.5356642863308165,6.802258892420447,8.499459657334286
YKL101W,4.9082079375102525,8.974448312865551,8.64245221973708,4.285070668075828,10.65803365264898,8.24104645323841,4.870059610810358,5.205392452613398,8.385108244298156,3.6978153557983378,6.904543928595624,5.8249420134501095,4.890117800961718,5.64025164133681,5.3553203725351315,4.119860571870117,7.347644980040583,5.8711549416452335,5.661606283914231,5.662544015815014,8.965341286152102,6.59705760429778,4.606302051419623,6.265038463936572,7.243898103662914,7.744948664007811,5.050302783202,4.034600754566808,8.286937021422165,7.63744184196872,5.0996339695684325,5.192062754547936,4.638701830164238,4.923486439339055,5.684317386413372,6.6097710967516585,4.147395382712577,6.776108363200941,6.8425646873061465,8.134087311318197
YKL116C,5.138036298817172,8.892525023616258,8.567972693782703,4.3379102717810785,10.963682891125748,8.599938711646733,4.7078629842545086,5.452830453097078,8.835471368571637,3.8700129896027535,7.243061960180517,5.878750391386348,5.494732175775553,6.102024663694854,5.269906510759632,4.610216240361865,8.876816862387027,5.759645463897084,5.484279427018644,5.754347521527658,9.006084041803456,6.81060859440632,5.5146022065090134,6.124972482775822,6.474421237593773,8.050092735134184,5.200584789826773,4.205468707541634,7.765443113890909,7.3782054998156426,5.491965441063634,5.4073525870803225,4.4901989104246525,5.326088806761756,5.3377385193527855,6.353113261714017,5.027690296398747,6.6007635639973925,6.9163884175708334,7.9901792479845755
YKL126W,4.898181862390514,8.810955573750773,8.636297528927026,3.5799276574713765,11.050506614419854,8.746727351451634,5.172874271616147,4.9122143950698565,8.619028685814904,3.2315226132717596,7.61507535324302,5.8748741428943445,5.335339250677565,6.072875228635793,5.5269951979557455,5.006607236031616,8.763239966580644,5.9601018569807644,5.9160650302661,5.717845321633455,8.623715857081441,6.738103217447634,5.6244457720199215,6.0797771001777825,6.872713425968971,7.053685784285003,5.320829781583439,4.5093852521304365,7.49867187880287,7.458233759173738,4.903339060429864,5.198185479465779,4.515652370041102,5.178667142787154,5.359365934595322,6.176284323014243,5.092516660493417,7.104682593813907,6.833571423579956,7.691771362251662
YKL161C,5.005867888414564,8.741018485214965,8.602142449501216,4.026093727949402,10.993663754486573,8.343574821331485,4.645836222805384,5.433630563864614,8.850643595597191,3.633628285146583,7.533620253250057,5.737535740365952,5.628080436215867,6.103328651841233,5.264991485722802,5.063175016796122,8.91268491203137,5.9304261041907465,5.469697576892773,5.849673520387827,8.990653984418211,6.761493177162371,5.377730097960382,6.219395428808224,6.415105495414988,7.597190878070627,4.900770176081583,4.263045854147178,7.553143289609691,7.674504311812267,5.1588051548459335,5.2292958735702015,4.388408796934576,5.286594653852478,5.103861623759423,6.712532599659076,4.9215599364531135,6.475693052213306,6.955193249749389,7.960693777481973
YKL166C,5.329240095543207,8.82841875721092,8.650536672187169,4.4794858796603165,10.984219172701852,8.356205771941081,4.2724464016746255,4.824553465475384,8.82510946184535,3.5351785516892145,7.254597238377568,5.966622924127361,5.44346384973155,5.897136086575136,5.447055152091748,5.011312127375363,8.90728301903528,5.593395519322847,5.51603164357473,5.578219537746079,9.151552276258306,7.006696822520473,5.2208818792450105,5.851452611176418,6.639930832220143,7.930481106804637,5.0215764306941395,4.190112039749855,7.664811987077115,7.403338823427543,5.254415509880422,5.338770825505127,4.2872513996783885,4.1968335861459245,5.420030978080421,6.64513289843109,4.924003545045123,6.646983062099053,7.014401749982103,8.095384442001025
YKL168C,4.915759836254371,9.018189639092801,8.522365992767309,4.243172278135196,10.884710098527167,8.489992524763906,4.723749059186531,5.0617246585938025,8.473913780152728,3.5212062769820185,7.220523875911585,6.218223287267778,5.508105978113729,5.817910662747995,5.589868619916151,5.4976524862269045,8.503502974728862,6.025303283574816,5.183186816156081,5.804375707297923,8.878322679161013,6.846676522968345,5.0545402813696665,6.162178323378588,6.604148110097272,7.950367186816836,4.7557236642598495,3.84735226239281,8.411192158465585,7.368230768602791,5.9965651323573015,4.828187935261228,4.180139137318747,4.8337560812040765,5.2153725389846395,6.523837516656643,4.916631295314624,6.67974247953424,6.6750028027409885,8.298447782049903
YKL171W,4.741139860665233,8.987548248718047,8.546209878911604,4.300456665329818,10.833872597077704,8.409605474231206,4.7722445684205566,5.246708370320444,8.695205539837147,3.460738115591662,7.057959399182932,6.010051410249045,5.501970799205507,5.867811838287162,5.478585393556795,4.851701199884116,8.487001113027711,5.9892630263509865,5.288183116672375,5.746363211720919,9.00931193763621,6.622856437939206,5.095284672369045,6.245906643334372,6.779090228264289,7.81259566821884,4.935039645312045,3.872284599901031,8.362736949149234,7.482591333798362,6.108288674303358,5.1474999102398575,4.213036136292786,4.948534779656754,5.171246727738254,6.459705765074759,4.9996066894596245,6.698780813966532,6.877654676645068,8.1562316360191
YKL198C,4.717402167267701,8.733392329463626,8.390405271404763,4.548647962024042,10.764461431235418,8.546318812074022,4.692355314140569,5.24226386094746,8.432061931236234,3.73419826210814,6.994391345070438,5.9833033395366035,5.388422980233973,5.95611803731029,5.60548128391868,4.758542769552044,8.476162552714957,5.611223665962671,5.483815358981119,5.876352727471413,8.909600497490837,7.074457116668143,5.0440089403259005,6.1326469122899345,6.901999925666791,7.913321577874856,4.740510318949654,4.1154742746853765,8.207123486194714,7.154004604776458,5.624573223220956,5.0861665350908485,4.4823082181559535,4.198713805762004,5.430851128614494,6.928377667299516,4.899031526803047,6.98652070009355,7.112179815217075,8.11784612280887
YLL019C,4.7758399797141315,8.639604881514536,8.623927568650112,4.970350559190087,10.822040405333171,8.444840252650568,5.117799329891437,5.483211532838912,8.481831888259983,3.8102203151835057,6.982917878677938,6.103117460561393,5.202208914265758,5.9237485484681605,5.836116448384876,5.253020130058665,7.694710497000389,5.591873300855987,5.708266689609528,5.696307598082616,8.425325055753332,7.0718063269907105,4.986652528690091,7.0527679521779385,7.1450669264133655,7.407001230292272,4.845979638645081,4.843820146044657,7.9244317773693345,7.148739544925643,5.236553548604553,4.414624755620698,4.102343317627219,4.338403628006241,5.526609123168473,6.543719844909804,4.586746359391379,7.7798154098640815,6.6692735965606165,8.24114677528604
YLR096W,4.56259617052534,8.635626946780247,8.651710972055385,4.868614539726726,10.763678543363564,8.523580891178959,4.344229626806913,5.083354666665634,8.630659861335294,3.610069967088298,6.8127133495982495,6.624989941049187,5.418726320481729,6.16582804748866,5.781939227736436,4.77738138042193,7.9798196763752625,5.530712599796171,5.566325754187975,5.4198656688019575,8.99449952899766,7.049063961622329,5.225379903988352,6.0217222972870985,7.11281728140247,7.65120264726129,4.860427222225843,4.483106168311166,7.919647217719738,7.292152445192832,5.334216551907597,5.3928655039068305,4.459057273439745,4.266891431149934,5.585834901826616,7.125452649453349,5.15709305122896,7.153664849186269,6.908936514892536,8.277269615425698
YLR113W,4.630095210135184,8.496137314863294,8.523884615817035,5.1064546941021085,10.8339498761659,8.565600061594145,4.345954128569129,4.8493365092265055,8.64477056633805,3.6339715811312097,6.712182293602205,6.599210409760199,5.561016909295992,6.070346090860856,5.573105051253334,5.110618930875189,7.771671050560667,5.736354771288202,5.667627071893482,5.775632179311974,9.051673796075807,7.331484643778649,4.87603606431637,6.239808114059873,7.3226949321570265,7.60907138691151,4.6496936436873435,4.0809800817720445,7.917669643673987,7.083782470535416,5.5942349470373225,5.430779870962498,4.517486700694802,4.347775093363762,5.5685544769134685,6.693298696527157,5.076751947167693,7.05468366846238,7.127649006991616,8.361543841526897
YLR248W,4.852821093476472,8.997863461788391,8.425631397049976,4.363074850296537,10.838905659148027,8.41604787313334,4.994706515364887,5.255509025014817,8.67997719137807,3.7433381471155687,7.0856166346305045,6.069899080023317,5.431487416512293,6.045467107501942,5.5083793674548165,4.848230310544989,8.590345241210898,6.028975029299244,5.4005866704992025,5.833136404795238,8.865716647804899,6.7319042100420114,5.2472023455525365,6.385434653774798,6.9325803079284025,7.7672758439133025,4.435874737001175,4.0687561025467485,8.333741735879778,7.411461788884826,6.0510041366362906,4.847521862737912,4.042700276328594,4.695270744014968,5.200657933885855,6.6127541119739375,4.846382636597387,6.690006470804625,6.9848043793045225,8.101561002698809
YLR362W,4.82584479665176,9.001698197559449,8.477262357653258,4.175808913292235,10.821864380195901,8.321109027935611,5.112980212369694,4.797413421741879,8.478194244515278,3.654168485848096,7.096907244350582,6.11385687305025,5.461692895949047,5.9751200398404825,5.634622947016617,5.118313977096872,8.586860252500902,6.106354809679898,5.462526454755672,5.870173693497982,8.824150515609515,6.863442806777412,5.2436161390902685,6.282846775578535,6.9443478570403325,7.7553629999492175,4.761679155583709,4.222473642239825,8.269955567924265,7.359103464660403,5.926677648995447,4.7471351665686266,4.250189125987581,4.7137684363908035,5.2549491646044,6.637172417559128,4.8442294356080815,6.775218705878623,6.970975666132038,8.18230462910175
YMR104C,2.806437890217304,8.85347785764345,8.280316203718012,4.605544823695238,10.739105490271928,8.344207329973438,3.6948007016866105,5.005788727547643,8.719589631526826,3.7658068688857234,6.745908528001594,6.048301087985983,5.60333609329074,6.2950757651660485,5.86392530500238,5.294527420926858,8.799648121202509,5.749463443956902,5.317713292268729,5.652834369849759,8.989844228892082,7.198663845179536,5.0374071636842634,6.287137128599486,6.673907875036268,7.82024039311306,3.8228565650385895,3.8488014578542304,8.298141140960237,7.423279696592419,5.413619503369392,4.684855063002676,4.460658848636466,4.7550203059181175,5.1944616536099035,7.108858314162602,5.053163411283365,7.101819257387864,7.038501625407992,8.150374743353858
YMR139W,4.8479101917693015,8.55071063966893,8.6587461804468,4.620868095402932,10.583487807813167,8.393387441326913,5.069263648728913,5.341741474260236,8.467032146502966,4.382948816024878,7.1475301078738855,6.0734885199968645,4.579157712573678,6.302657816905258,6.064623067704284,6.288886119208818,8.570841958997791,5.491184892529224,5.714943233790794,5.708406665250777,8.639523633415646,6.889542410426935,4.616525889802687,6.479837721674997,7.025963314880128,7.793242270451598,5.029794825343297,4.058486657922673,8.068238018323724,7.0523295148413725,5.182437984303308,4.536891638434435,4.476566857268328,5.0715792024945285,5.594829845003724,6.480755550875897,4.38014610331421,7.926660673426612,6.713720812270927,8.456616404031397
YMR216C,5.0631028011157015,8.878587930513099,8.315634164625662,4.989176985886688,10.786550685228748,8.607449166306537,4.791286773403759,5.0044159805633655,8.725468551787591,4.005792001860422,6.768275872732282,6.259667830318843,5.451997614006455,6.11090648358558,6.0644202419549895,4.9894875411994,6.444795767234013,5.838767347297669,5.613321991919133,5.71774319157979,8.30294453521456,7.561964395510768,5.387127936766233,5.8814563510938696,6.75340801587357,7.802119263743028,4.023569246921655,4.362390839212032,7.995518327571657,7.007364386645715,5.4504250258627485,4.67881493421622,3.215731667782594,4.567897273835365,5.575447916593329,6.986932497883978,5.105025663966552,7.7209650396927225,6.992737364509032,8.417547556557674
YMR291W,5.112245768183281,8.58709991791227,8.489424606305231,4.841078610758776,10.668159258179328,8.584073706996207,4.222870010870329,4.835954142682972,8.791001087437321,3.35854778657408,6.870094284940772,6.302674313887135,5.495270446596956,6.170367361594832,6.112325679041926,5.4513129546097865,8.140767132617228,5.614986164713375,5.468181422401817,5.730024893490157,8.84397642981173,7.397089237671157,5.186503294823497,5.941852329728931,7.0109048028766505,7.744452240180753,4.673312643928202,4.260606278507956,7.892952788136785,7.1616141478802975,5.4459381854416025,5.192813711677852,4.192717631559893,4.3398046733235764,5.5159200922348415,6.957636755550027,5.208020139769928,7.530921787550096,6.9619961575085565,8.264792676180962
YNL020C,5.081500362755301,8.482945624603312,8.356553068852905,4.984964336262364,10.781432957337756,8.67443030670999,5.467433874476467,4.706149458979501,8.766257532272084,3.7113611258906327,6.731752624965288,6.291638663772246,5.391297860612049,6.111579939778291,5.946456778760109,5.0583331915071215,8.849717022109935,5.241725317173598,5.886426966404017,5.411262759918004,8.765819435006074,7.2234938357679175,5.280867288723753,6.005212921157466,7.158642848671754,7.9640285376969056,4.0320073420689715,4.1061203983456185,7.633380764115987,7.080738524497862,5.2521509025719215,4.892593536627729,4.496677384744178,4.000089106259355,5.776521479385357,6.9197317142636505,5.5847535019674055,7.886762459367697,6.788561456185423,8.33202296289936
YNL154C,5.165359635421341,9.246871513497439,8.368446986011216,4.490009196953929,11.076927956961601,7.992154453186936,4.783314583657655,5.215905192795391,8.573909042815218,3.83241346108864,6.507467626430024,6.243518645949793,5.2539910526107585,6.116412486609043,5.284244116982039,4.854930590093292,8.785747869230821,5.9905240361359295,5.496997640771344,6.0786843634114245,8.933910445487037,6.380742796837485,5.646291363021165,5.790158396504836,6.502245828500613,8.25599568298933,5.292541687955578,3.9872721528786186,7.896405813986587,7.29357673173748,5.953057332112012,5.113545024756967,4.658002679281493,5.3194381271789375,5.011536891773757,7.267286532487764,4.546719929196339,6.634829873117052,7.3920527864005985,7.6886423326951245
YNL183C,4.854117737715617,8.88987239348065,8.729919944456046,4.685559416240184,10.906095001864411,8.558965093332704,4.897337423783327,5.432995927052362,8.050593762819123,3.437916873061357,7.0289304347953525,5.691426557344585,5.0136494592432586,6.123108840747247,6.0917812601731445,5.812207028222033,8.631692343769227,5.580653382090351,5.574899741787157,6.149063916355712,9.66273309717878,7.331910370205513,5.391472258939484,6.14696617645121,6.850495121595298,7.749609125959696,4.298567424931916,3.9572809436689527,7.493787864961903,7.195357711540249,5.978900689463532,5.02395195782862,4.7096972916042565,4.611267118927602,5.389114501301219,6.962921812675027,4.787724523854222,7.756237589983089,7.044237556213501,8.269098330405393
YNL298W,5.124280759752196,8.777423774336784,8.510345425392222,5.186024875252952,10.51371965119992,8.666100591627153,4.397101629367455,4.8678265306792685,8.927015127656917,3.8616389338542287,6.619009842581186,6.396621177352452,5.447280119141493,6.1362627890062615,6.1640629042962525,4.214365758003773,5.73088105435589,5.33754768943336,5.967195676957176,5.582870972736157,8.35587284379084,7.095813900342402,5.4491492009749125,5.840934382749121,7.21760344145084,7.973153772883931,2.856794924137237,4.3515407414282175,8.054162923115225,6.8214150062012004,5.3584846778881206,4.356667962122547,2.9345200671023846,4.052452263673677,5.689331120063442,7.1341528872427045,5.39630962370229,7.747675698505849,6.840621783593862,8.375858749104497
YNL307C,4.887157482269799,9.013320331408982,8.543516299528509,4.707362369487711,10.976906781730637,8.292947358831894,5.280005336689263,5.5007404778300515,8.256024076003039,3.653583195224869,6.639670106922313,5.94141032882899,5.098812451086184,5.742378589668478,5.899201470537872,5.787435195635275,9.176418271525767,5.992154910122203,5.495684118283322,5.871025979786547,9.245137989058305,7.139126418695325,5.191175948371651,5.943781366256948,6.374608261417806,7.741065179598137,5.036487284719957,4.2626046713107995,8.118563480895746,7.329245056519317,5.460303991548197,5.174663922535912,4.378765279159149,5.211294059012049,5.372181465501623,6.835806927502077,4.271237781075064,7.3411723787764736,6.768014663957423,8.17927784128191
YNR031C,4.863829400434665,8.876062606253543,8.832968042750432,4.709495052664871,10.31263742492539,8.344981934776778,5.4327753465201125,5.4080937527194965,8.502414176783407,3.6597179778527993,7.11836794041785,6.323618713572314,4.84803142336084,5.861945602594918,5.873509224629508,5.555998498793668,8.389303242967493,5.8398008500694045,5.6161602137994455,5.940169008736849,9.275749560986503,6.651085938642393,4.535540882212964,6.094429948426652,7.100254530712001,7.954763620054878,5.347278697904357,2.7647120647142103,8.34554890521256,7.53860899464004,4.756846297343753,5.36584059168651,4.597199853578282,4.969885463001057,5.511532229745018,6.592824844669764,4.629079649140773,7.534955393423947,6.9626513066472455,8.418171303242007
YNR047W,4.782015598415663,8.897406561605557,8.462426631732491,4.876078901440453,10.682358216595064,8.589390811130986,5.134379557483216,5.4718775873985095,8.489996336680818,3.968839191124708,7.132089441458003,6.086032500056912,5.458699312161797,5.865387075059855,5.972198315047346,6.171984050100166,8.2027640826428,6.1885817963612775,5.6682385402204565,5.759153214763862,8.525122192023463,7.255957760354612,5.0627719490982255,6.612220271892798,6.943782185057844,7.757470114135775,4.29164114197413,4.700792245343573,8.101100928968537,7.356966086184652,5.4655865343074375,4.108215079574938,4.642152383285663,5.325633124181128,5.596520262076283,6.635436616687668,4.101407814581608,7.909152542449068,6.734314980792261,8.457849211286774
YOL016C,4.678318182486868,8.93148335893294,8.385082359213449,4.438642007504012,10.863686058268966,8.604310356251618,4.7348232700045845,5.349719127619626,8.324944003708666,3.872629435042704,6.923247775845241,6.050770555499607,5.417957377614149,6.131317681174455,5.731291266895394,5.217638338709604,8.394029789241745,5.6566071048897015,5.201278945164786,5.936807239945608,8.864521951379565,7.056260178683004,4.979624396567997,6.154365290540385,6.797894232467033,7.912322019698764,4.671802368472905,5.186389463035849,8.162780386753447,7.234202634047454,5.600381863848269,5.1088933134237555,4.362950264830344,5.138413862468537,5.327167065998708,6.692542555379548,5.001391467483689,6.892445335239158,7.0683108939584125,8.319015761165488
YOL045W,4.910047746080312,9.106626237676696,8.513940090563661,4.446016600254907,10.981169815038172,8.38812203496874,4.7254952523519655,5.448727400141052,8.506846827188562,3.5943392487906527,7.080381776156706,5.897341663673908,5.517860998062606,6.145461059310351,5.533239883657769,5.153003844287842,8.562413159983826,6.110044993920886,5.276486926491576,5.9652982380176285,8.96562371942902,6.797653905529945,5.054008551679872,6.066861344545357,6.849072262438908,8.137374870889683,4.66723765626112,4.034032135055615,8.21825980121639,7.401485850605806,5.983757682947801,4.946184379931504,3.821120141129122,4.21308754779211,5.123877982430041,6.5098139575681175,4.875367534705905,6.63706530408857,7.049741267119023,8.146435746911887
YOL113W,4.761827046181356,8.909530274333815,8.345654168623996,4.3707960292602825,10.772708098876851,8.529391332301762,4.780819368691397,5.278976026381847,8.371740436366572,3.926661893237103,6.947971031331215,5.966606968483723,5.502183311010119,6.111099404632876,5.7013857800855465,5.016549949095861,8.251043792904007,5.726609068457009,5.4156691884693,5.766397270248289,8.853707892581363,7.093886274669468,4.955940482224492,6.0771942451946535,6.842002888510251,7.939046582701137,4.789754959081217,3.571651635912396,8.246709349245183,7.233086372577839,5.521565614032289,5.082146836627264,4.3051716980899455,4.502831534956671,5.249124555223943,6.668140974527997,4.867000088968698,6.89105447149076,7.021285395655644,8.25987034751535
