,YBR089C-A,YCR004C,YDL014W,YDR063W,YDR226W,YDR321W,YDR382W,YDR427W,YDR533C,YER012W,YER052C,YER091C,YFL039C,YFR010W,YGL048C,YGL062W,YGL206C,YGR231C,YGR253C,YHR107C,YHR146W,YIL109C,YIR034C,YJL012C,YJL066C,YJL217W,YJR016C,YJR109C,YKL212W,YLR180W,YLR197W,YML008C,YMR217W,YNL104C,YNL134C,YOR007C,YPL226W,YPL262W,YPR074C,YPR163C
YOL113W,5.484996931741081,6.0987191349952985,6.757610352681987,5.039339391480332,8.1257254681197,6.286762629316494,8.371740436366572,4.510560466674543,5.966606968483723,6.111099404632876,6.730805379332629,9.628973495317435,9.036027395819463,4.43670642115103,5.862232645402488,5.7013857800855465,4.181077727003047,5.4156691884693,6.422011437104831,7.0050037075188305,5.766397270248289,3.767735769928069,6.45871726317039,5.105700631709107,4.437784380753491,5.726076841336143,7.8348085392800355,7.093886274669468,4.541819620362486,8.041031261315142,7.133074662602922,6.739499994346389,7.233086372577839,7.230672464578067,5.711387240811321,6.494647419297071,5.381142605112912,7.021285395655644,8.25987034751535,6.584709441540244
YOL128C,5.704773524704473,6.252842942581059,6.535053789069406,5.111500532593807,8.611795966571362,6.384127746650398,8.610040947382151,4.420224420596542,6.1384762007877,6.137587566262843,6.501880095934278,9.922208135633324,9.025153426825787,4.258523228869161,5.599675817464472,5.37551545595182,2.8336151675388845,5.166924656371815,6.529284367241236,6.176295849979351,6.063898553088506,3.2973004768792755,6.412601513034457,5.570162988937309,3.504531905878913,5.406918418946803,7.846385896513616,6.8716777059980965,4.2192098789769465,7.979449009143669,7.1820677250756155,6.815934106492642,7.520993484666147,7.229528274830549,5.630332607224858,7.06678189386967,5.696999149280321,7.019508428752087,8.066459953300544,6.688838749734651
YOR061W,5.391731506331828,6.0729022786009725,6.5521492663559675,5.0683813049285815,8.214852974349384,5.838602260492616,8.609447133891921,4.8328833807006415,6.647409225568391,6.0197951117718524,6.67012303698326,9.534448461708152,8.636628596705325,2.7563443084436168,5.598830335543584,6.1175664853445175,5.008316498580541,5.632954776873103,6.335164089275616,5.7587403930878756,5.648569014543568,4.9570872648359074,6.494327166763832,4.734461098225118,3.140621360206948,5.940298094311041,7.928095369823092,7.304022541146648,4.915217188928715,7.826346763458628,6.7513175417102955,6.555141181931738,7.355526510369124,6.982705433201997,5.989120025490342,6.2764133194658855,6.160749406026032,7.075697037837348,8.428588583278254,6.685014138803155
YOR231W,6.435571340645157,6.820505910250673,6.82500945004678,5.154036431586151,8.204552125125268,6.2971885462012684,7.970899980008925,5.515467656550936,5.608378735632192,6.777682105637287,6.482003177727743,10.229638239445203,10.035122976455613,3.495417022298308,5.07785237382896,5.3102239569572385,4.632551888954259,6.0495677615166725,6.538016064450924,7.2754055883244195,5.738340272099545,4.211187168767158,6.815687848512035,4.461782466342077,5.022116708643497,6.220242263070168,7.519555361501591,6.606714845267407,4.4871016893849145,8.322143914145462,7.47277501680387,7.4316898689727475,7.955983540782839,7.2723102750291755,5.556505114844287,6.664376037344395,5.999981100896645,7.031585185115971,7.105596188249511,5.96855534703771
YOR233W,5.908675943426702,6.258572433682691,6.8093948259020864,5.227069532863222,8.50555522331723,6.334176306910408,8.800028705360539,4.6586684120025526,5.985411558655603,6.232238917899236,6.368703834944482,10.007447334263563,9.400966710221722,3.5994455393119966,5.499572347123059,5.234291958960408,3.210889233308757,5.740749403855284,6.6652545780765085,6.51289901832567,6.0378026761503625,3.54495333861224,6.760338535143887,5.646496295331647,4.197898380156707,5.948553126948358,7.726615301530285,6.631514555216683,3.558820881695484,7.974155861460905,6.969127013357928,6.885399696617488,7.9674569374552116,6.935627087734213,5.778744678100468,6.785454382376994,5.249984803066409,6.789105147081168,7.627375316271883,6.788167214048497
YOR267C,5.42261701076756,5.723056377086933,6.681484509238485,4.930199096463077,8.109874365869636,6.020306788495585,8.85289199936043,4.883275514996127,6.250473239583098,6.2420427293565774,7.0086650969425675,9.589418748406047,8.802066214386752,3.135096519347435,6.006690211302496,6.463092683753668,4.656849632784679,5.7816564883868775,6.297714497116541,5.746180455969106,5.926449945356977,4.468681257148845,6.9566209773022525,5.120085129914811,3.979875363095261,6.204017633087868,7.858156720769994,7.644785870293663,4.855357151096699,8.148515661044891,6.6118740571243455,7.059268026438144,7.400991801808491,7.30921996418297,5.737133353687963,6.664433554249762,6.275149760446799,6.922553890258667,8.4454128890884,6.283197163698295
YOR351C,6.3873559420349695,6.693245823570948,6.140350932263416,5.511232570400084,9.334651676435335,6.520328708201108,8.84185571434847,3.019280043280611,6.417032454780183,6.175142459967708,6.129808736515964,9.397384304972304,8.879159133009294,3.2658268343627945,5.6136748235869876,5.2814488237415365,3.674511084431643,5.239582816110191,7.0538775062868035,6.913010873268902,6.659274898391932,3.373484480154993,6.400496349227537,4.7225475898876255,4.822835354577178,5.307373603165418,7.280146304480105,6.297059499538648,4.2051618809063935,7.583817417482723,6.957555203336179,6.640840269792516,6.9214103453567954,6.762581490997418,5.9821576877174385,7.84095405453283,5.101346373349493,7.4694404134166525,7.485768965058338,6.840146045637388
YPL026C,5.522330091822077,6.028969069350515,6.825156128374097,5.144165107076034,8.270699387727863,6.279145414588099,8.367541508439329,4.408191366207026,5.867938721468911,6.184284637622273,6.671074190148407,9.650395872427238,9.063586959943068,4.210988110111616,5.6128402147693786,5.555085071140749,3.766549642554149,5.178920266095458,6.5374689075480665,7.46561895414672,5.894117773610968,3.685110693629096,6.366736608149782,5.080340595079539,4.22877032479496,5.72118818131649,7.873520391141392,7.033296660810032,4.102102352872322,7.919446691066713,7.177248586234129,6.704692007312198,7.520675874701067,7.143224611306166,5.130822403114107,6.244751971372138,5.505208555830103,7.109091096432513,8.313201229350726,6.693508582695286
YPL042C,5.734082269091891,5.896366918413848,6.603263097969532,5.286679570693722,8.156365922907412,6.034369146210913,8.704648936563716,4.685954689888663,6.208424457896223,6.0306622800697305,6.8961440785952615,9.571382768986316,8.971884376409434,3.6831107393315903,5.886852101650492,6.131537924647146,5.176214169838966,5.448875405000012,6.206665317504742,5.5698921170660105,5.4714171127582665,4.615237800168171,6.458223578666874,4.213854486139689,4.314654133064598,6.180178511378896,7.811273648462813,7.190188572147664,4.6799446117342445,8.313700434575434,6.352331364905416,6.586940699751245,6.804304856518392,7.398423336451068,5.814757892178982,6.145737673666043,6.063259541429938,6.7611148223433375,8.294091361801,6.248074722552906
YPL140C,5.652397862311782,6.113704501035692,6.86050014996979,4.9832946490833745,8.296343097807572,6.0634397896412215,8.51817059669539,4.895153981216732,6.1950986499516425,5.892594201507598,6.67295082099534,9.882764395464873,9.02581767451419,3.7808869606875497,5.784937529540953,5.858182910094267,4.567423558366952,5.450565220767504,6.4442823439375125,6.059260016709236,5.938797974388782,4.379695406117223,6.470985120559952,5.776431944051549,3.97577038410322,5.331232308148506,7.9086150376044335,7.344186157882852,4.831579526450812,8.097866829144492,6.8843580746379365,6.755800481216916,7.422011445797473,7.165744840935773,5.196500343382508,6.48489374033982,6.053785603416053,6.75315082972786,8.2214688142722,6.585361372048639
YPL141C,5.369421433967596,5.7214390587322,7.030289998642652,4.889850020790072,8.523091331830825,6.325329216840652,8.662493496299737,5.003739658311983,5.7739804103748025,5.915694188557137,6.993928226437897,9.830750564012972,8.931217308420342,4.3583843464125565,5.895651409671888,5.725291995162058,4.286949058745034,5.331655292761783,6.542657811644973,6.208834165095983,5.719792810543578,4.0893708487895095,6.549403018389372,6.068136156297225,3.679486275399285,5.751245715361731,7.794869452630232,7.362787852087059,4.539830646214639,8.359389061168772,7.226567038955225,7.0736240078647095,7.783340490333487,7.097908621422873,5.399996981939221,6.62532869328745,5.787330028431847,6.778283331496056,8.13774003746351,7.015714667447377
YPL150W,5.488252624469775,5.868588169798846,6.323942635005994,5.138128450861289,8.585721158382317,5.920156082005062,8.64795230723604,5.00754942747087,5.644716294326347,6.08465908427945,6.943601877003499,10.145057522933417,9.104951485304001,4.013619569253004,5.583914822396864,5.789192060446923,4.175028010255268,5.555535434471806,6.4848811689781325,5.881877149244299,5.60793997106008,4.109350209171091,6.6373983318142225,5.0736815476886905,3.8512117480620622,5.556076686100477,7.7239400016473985,7.568755344226058,4.920229587205975,8.196317302587486,6.937886270912478,6.668104785414423,7.355443545236263,7.3256798872907725,5.0775426385378735,6.751405773290196,5.778785576722053,6.8166340877139975,8.217066926133343,6.633778803731332
YPL203W,5.658656214706615,6.409640769401458,5.585951710058168,5.2923718258117995,8.301444278755552,5.8926766230918455,8.490641775440904,5.09380640532788,5.661703066941452,5.812546503826126,6.695921670643858,9.902865805039374,9.042890828156985,3.8111831294873966,5.546860478741976,6.198514080768432,5.2403503642027705,5.773635836762662,6.537660018361753,6.177246187634548,5.763956969700867,4.66371588235433,6.800114006880431,4.853535177117774,4.2642274686776585,5.268003353487579,7.941744660130173,6.991905668347924,5.1439493567762895,7.813620678975015,6.590495658276372,6.625069123431366,7.2391654322356604,6.723685083495663,5.193529429584436,6.2269824656247375,6.095734235208617,6.802437574662948,8.439087389888902,6.138580220386332
YPL236C,5.358506154713547,6.249567541361957,6.830363200922892,4.776799150917749,8.044443142270353,6.2152829773938105,8.425941504899923,4.334951934678837,6.005176749835483,5.937717556224843,6.682806277452147,9.734205441745242,9.288086285750564,3.6180176147941436,5.508319424058578,5.692271039199111,3.9760976808776936,5.125827004218597,6.346579002659812,5.628321279727827,5.834455063295812,3.755862170107549,6.364876950234853,5.2887343032638165,4.284034998929221,5.809108297914222,7.9068502352559875,6.824560506982695,4.4539853215818015,8.155855788917275,7.152597425061141,6.885848949244831,7.40011384102607,6.975993871687503,5.665938257260017,5.943141735093527,5.539548045875082,6.84308837433225,8.370374194051323,6.808753223235597
YPR106W,6.088055039593903,6.480769984939654,6.767618143153273,5.0439166921220835,8.438682808733322,6.101053464972223,8.671573692530577,4.341156627539061,6.085009366258796,6.0749334081263,6.501033308603256,10.112476441929033,9.652512409862345,2.7253564484925006,5.471210719393391,5.209318823025084,4.043526368745118,5.8587034433676575,6.653545011821362,6.432510904217475,5.643400815246791,4.606239118193722,6.756502413704598,5.158011484982034,4.46560185404599,6.012990740079683,7.671906366551759,6.624650464923878,4.0502121303656375,8.065265810676264,6.923050272895505,6.817447389544853,7.642720842901803,7.080820356203607,5.988397856317443,6.764463162897089,5.233661749375373,6.9267175563783,7.630544112575637,5.8635731455812445
YPR111W,5.689054541847445,6.367682802757916,6.737574942954787,4.965825506845328,8.277240092717435,6.010909909761282,8.42009945363416,4.798120151111236,6.10904627615496,5.833554864320298,6.435848389840246,9.638455967181152,9.273709561399507,3.9565456770638834,5.648841095463713,5.4418426086791465,3.814649958228716,5.517151367910063,6.440996772196338,5.809304929616117,5.798595722526518,3.8642413357135688,6.411658290146631,4.863177342577214,4.3306050027897705,5.517149908947368,7.651155324166093,6.612876453474759,4.265850315015695,7.958885050364324,7.064432320197341,6.765494076869973,7.247442986364559,6.894088159394897,5.920214575013574,6.315488351956668,5.3848909278151975,6.911607889534785,8.179096452266648,6.659799561105119
