,YBR085C-A,YBR106W,YBR126C,YCL009C,YDL130W,YDL171C,YDR002W,YDR019C,YDR427W,YER006W,YER012W,YGL087C,YGR034W,YGR155W,YGR175C,YGR254W,YHR174W,YJL012C,YJL020C,YJL158C,YJL167W,YJL217W,YJR070C,YJR109C,YKL145W,YLR197W,YLR344W,YML004C,YML092C,YMR091C,YMR131C,YMR315W,YNL231C,YNL255C,YNL287W,YOL139C,YOL154W,YOR074C,YOR209C,YOR259C
YOL113W,4.4065190763255355,4.882151092517467,7.1377018894905975,7.502646177377873,6.673045997594089,6.634298216706923,6.483393093213672,8.077727710337637,4.510560466674543,5.152249163765665,6.111099404632876,4.581610860961218,6.5610762547454735,7.685853381095271,5.475232862637366,9.64203263929248,10.413335076893214,5.105700631709107,5.298221492821886,5.822226472238147,5.640571760379559,5.726076841336143,5.810635106320468,7.093886274669468,6.0771942451946535,7.133074662602922,5.958994851885378,3.571651635912396,5.508948877684948,5.1592577854731605,4.481053869155253,4.723433721705373,5.016364922758172,3.7791318732118655,5.3007872636382025,7.0184192385970885,7.177006666549077,4.5565110627127625,5.8359802643933705,4.804369925967869
YOL128C,3.8493494794223895,5.299465707584527,7.011398818012657,7.485638764244926,6.736070771727383,6.679543834241989,6.311608448146933,7.4752427442531,4.420224420596542,4.965869107439687,6.137587566262843,4.411210736897005,6.767949489199093,8.054174042230214,5.2876168463106215,9.593417438522923,10.599141628318954,5.570162988937309,5.422059073719421,5.773062004606116,5.680219306407088,5.406918418946803,5.920710640446643,6.8716777059980965,6.092465212453204,7.1820677250756155,6.02298715355779,3.7392801047466224,5.428456750820147,5.2598763633509815,4.352087589340725,4.104188376544958,5.2826009848990125,3.6195182399032895,5.356022657741487,7.103592830607537,7.48863242035182,4.587311140807606,5.895221103037188,4.477829778989162
YOR061W,3.735312721071767,5.164380105485561,6.898853464814524,7.436005561887747,6.5811050883166615,7.0225881148898255,6.1300170806935785,7.009995138580678,4.8328833807006415,5.016469660088446,6.0197951117718524,4.305803870742119,6.64684332202638,7.410992687284192,5.606061509026611,9.939994376338174,9.865551236359043,4.734461098225118,5.441671005591919,5.604132991427869,5.352351243377967,5.940298094311041,5.4414457972687496,7.304022541146648,5.737908405204912,6.7513175417102955,6.028468604852432,4.086271394802329,5.143549172662105,4.942538218430033,4.273757009734362,3.7678613810947503,5.52448780695894,3.694034863195773,5.35283810547732,6.9223732755587495,6.712344891119945,4.592545065476359,5.802761848731965,4.670014777961813
YOR231W,3.122060206448914,4.028649804643509,6.6679495926128105,7.931531900345247,7.492484785581309,6.756921630766151,7.14131599524274,7.387956326032058,5.515467656550936,5.5711696983854,6.777682105637287,4.231537021261018,5.9663400416400885,7.9497808575201665,6.477010073488278,9.218097973503669,11.172459473398797,4.461782466342077,6.2064995016806925,5.4868456794962,5.543276788433835,6.220242263070168,5.507999982034661,6.606714845267407,6.597940060431008,7.47277501680387,5.6180887693484625,4.745299128033296,5.516136487511638,4.354347397470839,4.464747264180232,4.206333396711967,5.300797447963013,4.384680401887636,5.814557085857548,6.548997713406906,6.2499309305109385,4.489567392040684,5.756163358008858,5.171098054944786
YOR233W,4.714612378240764,4.3752224780073234,6.018577064677763,7.608478322468063,7.395565061315348,6.719540015036713,7.129993330883117,7.414832643332592,4.6586684120025526,5.769647826172197,6.232238917899236,4.889564947023216,5.999550042287375,8.125889454556635,5.672345269511283,9.401189937969805,11.125835652475297,5.646496295331647,5.81299812103415,6.393188149294479,5.687090279123683,5.948553126948358,6.319262053308022,6.631514555216683,6.542263336562692,6.969127013357928,5.6999447109589925,4.2768938463721815,5.597994086269195,4.588353984811253,4.8773602420880415,4.022256693851524,5.051888651893277,4.290076829871468,5.550946655106545,6.8836978151078565,6.635339136893894,4.495029634581439,6.449773357568276,5.376223594613295
YOR267C,4.663739373882711,5.448628737939861,6.642704748040277,7.9409101693877675,7.082408445211952,7.102739539585516,6.328665480555518,7.08579362219974,4.883275514996127,5.062411466795711,6.2420427293565774,4.881657689186452,6.5461764879163855,7.624483500559579,5.694914788543185,9.644624047887728,10.094527264753538,5.120085129914811,5.3618495008803775,5.573888101147992,5.672686958220393,6.204017633087868,5.726670285368477,7.644785870293663,6.0155886865794805,6.6118740571243455,5.831392234990865,4.360559559693581,5.589235123961169,5.159075543635861,4.353722863324659,4.645280153123989,5.195511422847538,3.4507899744012662,5.771652786879665,7.084929675812467,7.009550896420263,3.774413150164518,5.745321767542225,4.801858995456444
YOR351C,4.7611246666893186,5.544165272993796,7.137757446631291,7.658570330461984,6.98390152005828,6.995829460072306,6.758799250194699,6.785218773919469,3.019280043280611,5.02975057907055,6.175142459967708,5.070601779141393,6.978175723415298,8.57394840205154,5.066184800437343,10.338923312080569,10.756551966251813,4.7225475898876255,5.923584676420826,6.711546314762641,5.577396117842111,5.307373603165418,6.379115970746143,6.297059499538648,5.966834610792192,6.957555203336179,6.093790219046895,4.138169681506044,5.633183877293877,5.485589833824216,4.399514102948669,3.908010015803756,5.982560171336741,3.1356224685022607,5.384976778401827,7.885927160890137,7.5749404741869455,4.593432959733688,6.207109632690769,4.0954554367265885
YPL026C,4.153760267359276,4.842642869627356,7.091918816712166,7.411693580110486,6.49754971642014,6.718383440503165,6.346350890144626,7.197761225598082,4.408191366207026,4.985106236434566,6.184284637622273,4.245108475658219,6.727606686767906,7.991388773506117,5.399946047268667,9.635798951243585,10.461294346395613,5.080340595079539,5.164290746156022,5.778228017714794,5.658866276224879,5.72118818131649,5.723279098964367,7.033296660810032,6.1699557507713685,7.177248586234129,6.066471053654156,3.3681435037397627,5.3841034408874835,5.234358459181309,4.301776884077373,4.418474291243991,4.9993419916611215,3.4961195129860703,5.1123887102179975,6.92771451343569,7.630370608215842,5.023184212338308,5.8248745850723616,4.562332076086991
YPL042C,5.0404907439891,5.206097561036891,6.539718083523684,7.685081870515141,6.716451468880153,6.7451826462078275,6.670094848668088,6.314194092506562,4.685954689888663,4.724076939884221,6.0306622800697305,4.550881607606138,5.905264678246543,7.778262324777308,4.612856930412962,10.292567821788557,10.395504344379995,4.213854486139689,5.153977649821481,5.503492765580655,5.500223767588541,6.180178511378896,5.423845542940036,7.190188572147664,6.598357688329918,6.352331364905416,5.920970586286009,4.197204531793568,5.66253328574998,4.730106103736499,4.173046529992591,5.070605055737765,5.325621022462753,3.802776788362528,5.302962032271715,7.025819697196069,4.742930144271941,4.313508188853433,5.2981185951135625,5.301737319427138
YPL140C,4.298559324005232,5.109728046343234,6.499350309448043,7.595780561572334,6.766264714115957,6.8480457654685996,6.548483328236781,7.2133419209249565,4.895153981216732,5.414242874624146,5.892594201507598,4.747425753141872,6.2171266376580965,7.8595135307272015,5.9166970657179165,9.409851965534175,10.833574275985923,5.776431944051549,5.931334802960084,5.969449669103846,5.885094585109512,5.331232308148506,5.761365619575049,7.344186157882852,6.1654134549618025,6.8843580746379365,5.566872513413975,4.331535608185591,5.365250759403644,4.939819980456131,4.348266465713282,4.588780415863353,4.908239402231132,3.8279497998616336,5.9282976794541575,7.095786007205099,6.060541194038128,4.692055669974282,5.9056118630415355,5.044176184180484
YPL141C,4.14173315529096,5.379565501295079,6.214732338553084,7.6566883849229574,7.058383503894169,6.556751343849008,6.630470683510947,7.162805129311643,5.003739658311983,5.532816903728819,5.915694188557137,4.762838648345876,6.3863684646920325,7.9849513533119945,5.7914772172700975,9.15604133860026,10.70469346653718,6.068136156297225,5.2807868084413165,5.98805792055078,5.996504991321912,5.751245715361731,6.196919401858555,7.362787852087059,6.401812690297736,7.226567038955225,5.8039490744012125,4.172130689311549,5.469686247436775,5.07399924648113,4.503450581720873,4.182412319333657,5.378526315267453,2.990075186030792,5.669789380219827,7.132199209107897,6.442527977200485,4.626874903609044,5.9956442628387405,4.964410138473035
YPL150W,4.087518222627158,5.525915458813542,6.523769926881754,7.737273004993371,6.743837388385793,7.576785353290464,6.7233845850512814,7.0511916539323245,5.00754942747087,5.277617452702764,6.08465908427945,3.4691402063445764,6.3130365830203985,7.7342129918677225,5.170759459212449,9.28355873971856,11.149480531939062,5.0736815476886905,5.330625786030059,5.615124523734464,5.757463286516006,5.556076686100477,5.771446747611464,7.568755344226058,6.988964062702569,6.937886270912478,5.6690183114458215,4.64523469508466,5.391834496105069,3.740811503045919,4.204207603460533,4.044199907158351,5.434335604677403,3.4960606842903688,5.867625791375231,7.164005992480007,5.8459071158045415,4.47974862716009,5.6207069869549535,5.054608969271535
YPL203W,4.077282541898954,5.1042696852194105,6.714710959034562,7.650767315217098,6.139253724481843,7.783288605156745,5.944685743289297,7.264702108855972,5.09380640532788,4.925222470147826,5.812546503826126,3.256634232100395,6.004615168670084,7.540701329746923,6.148526937303963,9.602820268573362,10.171124879651464,4.853535177117774,5.5328654203819445,4.69742115029407,5.318384510349488,5.268003353487579,5.673071253557692,6.991905668347924,7.123052177117282,6.590495658276372,5.4651139371190425,3.8092180071687354,5.137627602069831,4.787984372184679,4.2454020182761125,4.488149569580201,5.235285392441095,3.6539520236703096,5.7150198536930015,7.1364231041203015,6.379549565835951,4.834018838109444,5.518317368537496,4.759167273258816
YPL236C,3.2424585957041376,5.2905556641689975,6.96705616866746,7.550604408271183,6.801727656853973,6.75967056271264,6.270466523955228,7.278431558161888,4.334951934678837,5.207983056313001,5.937717556224843,4.680653096378476,6.620906979429166,7.863582015532493,5.710075729964485,9.546279338599495,10.653520013590171,5.2887343032638165,5.55897079602976,5.6267124448609405,5.699251066754937,5.809108297914222,5.502508235922622,6.824560506982695,6.095235040738308,7.152597425061141,5.921842029875003,4.046757697747813,5.49874630675859,5.026926561658481,4.346944394193647,3.9585022971809294,5.070280267387751,2.816600770991773,5.2103072493749885,7.006335942731536,7.455359188439525,4.1673813557429735,5.4550966066220665,4.424187263567512
YPR106W,4.493802194163983,4.123608542569867,6.614228068731352,7.816821579611468,7.293276905601478,6.5366812096771705,7.056935114578764,7.386805910083664,4.341156627539061,5.383804922779392,6.0749334081263,4.825506382874173,5.975463263719058,7.917961864470339,5.986357434091651,9.469781348255124,11.054293778800668,5.158011484982034,5.776678876354607,6.115977826343802,5.437083742438975,6.012990740079683,5.716385926799124,6.624650464923878,6.188469094944441,6.923050272895505,5.514719932813296,4.458819741297205,5.5495801292220435,3.6964605136908233,5.084457570899267,4.45303049927334,5.109782767330317,4.3688426608237165,5.554362000497939,7.0262607652848015,6.759978845598706,4.915782969354301,6.207320484626963,5.294262977048891
YPR111W,4.915680393332772,5.258408946950112,7.427361274282348,7.49294528516754,6.974121459301774,6.73544816883692,6.49541807660679,7.299455282682802,4.798120151111236,5.076404232636727,5.833554864320298,4.630897750242499,6.761749621473888,7.936351531934768,5.71184394438067,9.602018865383448,10.578449604265645,4.863177342577214,5.596305440736886,5.213504264366883,5.726586522838504,5.517149908947368,5.540100226137496,6.612876453474759,6.308041837732753,7.064432320197341,6.079446374452746,4.1366949482854105,5.595053096470183,4.856803354796005,4.188740555762801,4.563085547816232,5.2741885401777235,3.0783039834190413,5.1849535809120475,7.059145236900807,7.280770006176714,4.282926882568558,5.667392033793483,4.553209130966174
